,connected,z_0,z_1,z_2
0,0.0,292.0,104.0,13.408256880733916
1,0.0,286.0,215.0,-44.591743119266084
2,0.0,224.0,-8.0,263.4082568807339
3,0.0,211.0,295.0,-95.59174311926608
4,0.0,196.0,67.0,149.40825688073392
5,0.0,186.0,311.0,-30.734374999999886
6,0.0,149.0,72.0,212.40825688073392
7,0.0,143.0,183.0,154.40825688073392
8,0.0,124.0,375.0,76.40825688073392
9,0.0,124.0,88.0,277.265625
10,0.0,118.0,199.0,219.265625
11,0.0,62.0,152.0,384.4082568807339
12,0.0,56.0,263.0,326.4082568807339
13,0.0,43.0,279.0,168.265625
14,0.0,-19.0,343.0,275.4082568807339
15,0.0,-28.0,380.0,78.97706422018359
16,0.0,-41.0,396.0,-80.734375
17,0.0,-44.0,359.0,340.265625
18,0.0,-90.0,157.0,386.9770642201836
19,0.0,-103.0,460.0,27.977064220183593
20,0.0,-128.0,476.0,91.265625
21,0.0,-190.0,253.0,399.265625
22,0.0,-196.0,364.0,341.265625
23,0.0,-271.0,444.0,290.265625
