,connected,z_0,z_1,z_2
0,0.0,409.0,-201.0,264.7559543230017
1,0.0,389.0,-98.0,323.2169657422513
2,0.0,381.0,-204.0,355.79888268156435
3,0.0,357.0,65.0,252.2169657422513
4,0.0,349.0,-41.0,284.79888268156435
5,0.0,333.0,-88.0,422.7559543230017
6,0.0,329.0,62.0,343.26916802610117
7,0.0,301.0,75.0,351.7559543230017
8,0.0,281.0,178.0,383.3747428415728
9,0.0,273.0,72.0,442.79888268156424
10,0.0,202.0,77.0,390.26916802610117
11,0.0,174.0,90.0,398.7559543230017
12,0.0,170.0,240.0,319.26916802610117
13,0.0,154.0,193.0,457.2169657422512
14,0.0,146.0,87.0,489.79888268156424
15,0.0,122.0,356.0,386.2169657422512
16,0.0,114.0,250.0,418.79888268156435
17,0.0,94.0,353.0,477.26916802610117
18,0.0,51.0,18.0,538.7988826815642
19,0.0,-1.0,284.0,526.2691680261012
20,0.0,-100.0,302.0,482.2169657422513
21,0.0,-128.0,299.0,573.2691680261012
22,0.0,-149.0,313.0,504.26916802610117
23,0.0,-160.0,462.0,502.26916802610117
24,0.0,-181.0,476.0,433.26916802610117
25,0.0,-403.0,422.0,529.2691680261012
