,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.01,0.01,0.0,1,2
1,0.5,0.11,0.11,0.0,2,2
2,0.0,0.17,0.17,0.0,2,3
3,0.0,0.3,0.3,0.0,2,4
4,0.0,0.13,0.13,0.0,2,5
5,0.0,0.17,0.17,0.0,2,6
6,0.5,0.25,0.25,0.0,2,4
7,0.4,0.25,0.24,0.0,2,5
8,0.4,0.25,0.25,0.0,2,5
9,1.0,0.23,0.22,0.0,2,4
10,1.67,0.25,0.24,0.0,2,3
11,2.0,0.27,0.27,0.0,2,3
12,0.75,0.25,0.25,0.0,2,4
13,1.0,0.25,0.25,0.0,2,4
14,0.4,0.29,0.29,0.0,2,5
15,0.0,0.29,0.29,0.0,2,6
16,0.17,0.2,0.19,0.0,2,6
17,0.33,0.12,0.12,0.0,2,3
18,0.0,0.16,0.16,0.0,2,3
19,0.0,0.16,0.16,0.0,2,4
20,0.0,0.22,0.22,0.0,2,5
21,0.0,0.08,0.08,0.0,2,5
22,0.25,0.15,0.15,0.0,2,4
23,0.4,0.23,0.23,0.0,2,5
24,0.4,0.21,0.21,0.0,2,5
25,0.33,0.15,0.15,0.0,2,6
26,0.29,0.21,0.21,0.0,2,7
27,0.25,0.27,0.27,0.0,2,8
28,0.22,0.12,0.12,0.0,2,9
29,0.33,0.1,0.1,0.0,2,9
30,0.33,0.19,0.19,0.0,2,9
31,0.4,0.26,0.26,0.0,2,10
32,1.0,0.24,0.24,0.0,2,4
33,0.25,0.22,0.22,0.0,2,4
34,0.2,0.12,0.12,0.0,2,5
35,0.17,0.23,0.23,0.0,2,6
36,0.33,0.18,0.18,0.0,2,6
37,0.5,0.18,0.18,0.0,2,6
38,0.0,0.12,0.12,0.0,2,7
39,0.0,0.11,0.11,0.0,2,8
40,0.0,0.24,0.24,0.0,2,8
41,0.0,0.15,0.15,0.0,2,9
42,0.25,0.18,0.18,0.0,2,8
43,0.12,0.26,0.25,0.0,2,8
44,0.11,0.25,0.24,0.0,2,9
45,0.11,0.27,0.27,0.0,2,9
46,0.0,0.25,0.25,0.0,2,10
47,0.0,0.17,0.17,0.0,2,11
48,0.0,0.24,0.23,0.0,2,12
49,0.0,0.27,0.27,0.0,2,13
50,0.0,0.1,0.1,0.0,2,13
51,0.08,0.24,0.24,0.0,2,13
52,0.07,0.16,0.16,0.0,2,14
53,0.07,0.25,0.25,0.0,2,14
54,0.07,0.2,0.2,0.0,2,15
55,0.07,0.22,0.22,0.0,2,15
56,0.14,0.18,0.18,0.0,2,14
57,0.2,0.29,0.29,0.0,2,15
58,0.19,0.24,0.24,0.0,2,16
59,0.13,0.1,0.1,0.0,2,15
60,0.19,0.3,0.3,0.0,2,16
61,0.25,0.22,0.21,0.0,2,16
62,0.54,0.17,0.17,0.0,2,13
63,0.73,0.26,0.26,0.0,2,11
64,0.45,0.3,0.3,0.0,2,11
65,0.42,0.2,0.2,0.0,2,12
66,0.25,0.13,0.12,0.0,2,12
67,0.23,0.25,0.24,0.0,2,13
68,0.07,0.26,0.26,0.0,2,14
69,0.07,0.16,0.16,0.0,2,14
70,0.0,0.13,0.13,0.0,2,14
71,0.0,0.08,0.08,0.0,2,13
72,0.11,0.21,0.21,0.0,2,9
73,0.22,0.14,0.14,0.0,2,9
74,0.25,0.08,0.08,0.0,2,8
75,0.0,0.18,0.18,0.0,2,8
76,0.0,0.16,0.15,0.0,2,8
77,0.0,0.09,0.09,0.0,2,7
78,0.0,0.17,0.17,0.0,3,7
79,0.0,0.13,0.13,0.0,2,7
80,0.0,0.05,0.04,0.0,2,6
81,0.0,0.17,0.17,0.0,2,7
82,0.17,0.17,0.17,0.0,2,6
83,0.0,0.08,0.08,0.0,2,6
84,0.0,0.08,0.08,0.0,2,5
85,0.0,0.09,0.09,0.0,2,5
86,0.0,0.17,0.16,0.0,2,5
87,0.0,0.07,0.07,0.0,4,2
