,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.02,0.01,0.01,1,2
1,0.2,0.11,0.1,0.01,3,5
2,0.33,0.33,0.3,0.02,6,9
3,0.42,0.62,0.6,0.02,10,12
4,0.4,0.54,0.51,0.02,10,15
5,0.47,0.41,0.39,0.01,8,17
6,0.27,0.22,0.21,0.0,6,15
7,0.22,0.23,0.22,0.01,3,18
8,0.47,0.37,0.36,0.01,6,15
9,0.5,0.51,0.48,0.03,6,16
10,0.4,0.72,0.69,0.03,11,20
11,0.29,0.81,0.79,0.02,13,21
12,0.15,0.49,0.48,0.01,9,20
13,0.32,0.63,0.62,0.01,6,19
14,0.29,0.51,0.47,0.03,6,21
15,0.35,0.84,0.79,0.04,12,17
16,0.36,0.69,0.66,0.03,11,14
17,0.25,0.31,0.29,0.01,4,16
18,0.28,0.68,0.64,0.03,6,18
19,0.29,0.74,0.7,0.03,12,17
20,0.31,0.7,0.66,0.03,12,13
21,0.29,0.34,0.31,0.03,4,14
22,0.4,1.1,1.07,0.03,10,10
23,0.5,0.59,0.57,0.02,11,6
24,0.29,0.27,0.25,0.02,3,7
25,0.4,0.58,0.56,0.01,8,5
26,0.0,0.11,0.1,0.01,3,2
27,0.0,0.12,0.1,0.02,3,6
28,0.0,0.2,0.18,0.02,7,3
29,0.0,0.18,0.13,0.04,3,12
30,0.33,0.36,0.33,0.03,13,3
31,0.0,0.17,0.16,0.01,3,3
32,0.0,0.17,0.12,0.05,3,13
33,0.0,0.42,0.38,0.03,14,3
34,0.0,0.08,0.07,0.01,2,4
35,0.0,0.18,0.15,0.03,4,11
36,0.0,0.35,0.33,0.03,12,3
37,0.0,0.14,0.1,0.04,3,11
38,0.0,0.32,0.3,0.02,12,3
39,0.0,0.12,0.07,0.04,3,11
40,0.0,0.31,0.28,0.02,12,2
