,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.02,0.01,0.01,1,2
1,0.0,0.14,0.12,0.02,3,6
2,0.0,0.36,0.34,0.02,7,7
3,0.1,0.42,0.39,0.02,8,10
4,0.18,0.49,0.45,0.03,11,11
5,0.33,0.66,0.62,0.03,12,9
6,1.0,0.31,0.28,0.03,10,3
7,1.0,0.19,0.17,0.02,4,3
8,1.0,0.16,0.11,0.04,3,3
9,1.0,0.14,0.1,0.04,3,3
10,1.0,0.14,0.12,0.02,3,3
11,1.0,0.11,0.1,0.01,3,3
12,0.0,0.09,0.06,0.03,3,3
13,0.0,0.08,0.06,0.02,3,4
14,0.0,0.08,0.07,0.01,3,5
15,0.0,0.12,0.11,0.01,5,3
16,0.0,0.08,0.06,0.01,3,2
17,0.0,0.11,0.09,0.02,3,2
18,0.0,0.12,0.1,0.02,3,2
19,0.0,0.09,0.07,0.02,3,2
