,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.08,0.03,0.05,2,14
1,1.52,0.4,0.34,0.05,15,27
2,2.12,0.4,0.39,0.01,14,16
3,2.5,0.13,0.05,0.07,3,28
4,2.54,1.25,1.24,0.01,13,28
5,3.15,0.13,0.09,0.03,2,20
6,3.14,0.29,0.25,0.04,6,29
7,3.28,0.27,0.26,0.01,10,29
8,3.31,0.13,0.11,0.01,1,29
9,3.34,0.16,0.15,0.01,1,29
10,3.38,0.2,0.19,0.01,1,29
11,3.41,0.14,0.13,0.01,1,29
12,3.45,0.11,0.09,0.01,1,29
13,4.48,0.34,0.28,0.05,2,27
14,4.67,1.32,1.31,0.01,13,27
15,4.7,0.17,0.15,0.01,1,27
16,4.74,0.19,0.17,0.01,1,27
17,4.93,0.44,0.42,0.01,2,29
18,5.0,0.58,0.57,0.01,3,29
19,5.95,0.39,0.34,0.05,2,42
20,6.16,0.7,0.66,0.03,15,51
21,6.54,2.08,2.02,0.05,11,41
22,10.48,0.51,0.45,0.05,15,27
23,15.12,0.73,0.72,0.01,14,16
24,16.37,0.18,0.11,0.07,3,27
25,16.67,1.32,1.31,0.01,13,27
26,16.7,0.15,0.13,0.01,1,27
27,16.74,0.15,0.13,0.01,1,27
28,16.78,0.26,0.24,0.01,1,27
29,16.81,0.22,0.21,0.01,1,27
30,16.85,0.15,0.13,0.01,1,27
31,16.89,0.18,0.16,0.01,1,27
32,16.93,0.28,0.27,0.01,1,27
33,16.96,0.19,0.18,0.01,1,27
34,17.0,0.2,0.18,0.01,1,27
35,17.89,0.4,0.38,0.02,2,19
36,19.89,0.61,0.56,0.04,6,28
37,20.11,0.72,0.7,0.01,10,28
38,20.14,0.16,0.15,0.01,1,28
39,20.18,0.34,0.32,0.01,1,28
40,20.21,0.15,0.13,0.01,1,28
41,20.25,0.15,0.13,0.01,1,28
42,20.29,0.16,0.14,0.01,1,28
43,17.17,0.26,0.22,0.03,2,36
44,18.45,0.75,0.69,0.05,10,49
45,20.44,1.34,1.25,0.08,15,70
46,20.54,0.84,0.82,0.01,22,70
47,20.56,0.12,0.1,0.01,1,70
48,20.57,0.12,0.09,0.01,1,70
49,20.59,0.1,0.08,0.01,1,70
50,20.6,0.1,0.08,0.01,1,70
51,20.61,0.11,0.09,0.01,1,70
52,20.63,0.11,0.08,0.02,1,70
53,20.64,0.1,0.08,0.01,1,70
54,21.16,0.23,0.17,0.04,2,77
55,22.01,1.48,1.45,0.02,9,71
56,21.96,1.15,1.12,0.02,7,74
57,21.99,1.21,1.19,0.01,5,74
58,22.0,0.36,0.35,0.01,1,74
59,22.01,0.27,0.25,0.01,1,74
60,21.95,0.51,0.48,0.02,2,77
61,21.99,1.08,1.06,0.01,4,77
62,21.44,0.32,0.3,0.01,1,55
63,23.37,0.38,0.3,0.06,3,54
64,23.46,1.22,1.2,0.01,18,54
65,23.48,0.1,0.07,0.01,1,54
66,23.5,0.1,0.08,0.02,1,54
67,23.52,0.11,0.1,0.01,1,54
68,23.54,0.08,0.05,0.01,1,54
69,20.75,0.4,0.34,0.05,2,67
70,20.6,1.6,1.57,0.01,15,58
71,23.52,1.02,0.97,0.04,5,42
72,23.67,1.54,1.52,0.01,10,42
73,23.69,0.18,0.16,0.01,1,42
74,23.71,0.23,0.22,0.01,1,42
75,23.74,0.22,0.2,0.01,1,42
76,23.76,0.2,0.18,0.01,1,42
77,23.79,0.2,0.18,0.01,1,42
78,24.93,0.39,0.36,0.02,2,46
79,25.0,1.27,1.26,0.01,6,46
80,25.02,0.27,0.25,0.01,1,46
81,25.04,0.18,0.16,0.01,1,46
82,27.47,0.58,0.45,0.12,2,66
83,27.1,2.26,2.2,0.05,22,59
84,28.97,1.82,1.74,0.06,15,77
85,33.56,4.79,4.72,0.05,20,77
86,33.65,3.8,3.77,0.01,14,77
87,33.66,0.32,0.3,0.01,1,77
88,33.68,0.33,0.31,0.01,1,77
89,33.69,0.35,0.33,0.01,1,77
90,33.7,0.33,0.31,0.01,1,77
91,33.71,0.3,0.28,0.01,1,77
92,33.73,0.36,0.34,0.01,1,77
93,33.74,0.28,0.26,0.01,1,77
94,33.75,0.25,0.23,0.01,1,77
95,34.36,0.4,0.38,0.01,2,61
96,34.73,1.05,0.98,0.06,4,78
97,34.78,3.53,3.5,0.01,18,78
98,34.79,0.26,0.23,0.01,1,78
99,34.81,0.25,0.22,0.01,1,78
100,34.82,0.15,0.13,0.01,1,78
101,34.83,0.29,0.27,0.01,1,78
102,34.85,0.27,0.25,0.01,1,78
103,34.86,0.29,0.26,0.01,1,78
104,36.62,0.53,0.44,0.07,2,65
105,36.72,4.76,4.74,0.01,19,65
106,36.74,0.19,0.17,0.01,1,65
107,36.75,0.24,0.22,0.01,1,65
108,36.77,0.25,0.23,0.01,1,65
109,36.78,0.23,0.21,0.01,1,65
110,36.8,0.21,0.19,0.01,1,65
111,36.82,0.26,0.23,0.01,1,65
112,36.83,0.19,0.17,0.01,1,65
113,36.85,0.24,0.22,0.01,1,65
114,37.13,0.49,0.39,0.08,2,85
115,37.18,4.23,4.21,0.01,21,85
116,37.19,0.24,0.22,0.01,1,85
117,37.6,0.61,0.58,0.02,2,87
118,37.2,1.57,1.54,0.02,7,90
119,37.21,1.27,1.25,0.01,5,90
120,37.22,0.17,0.15,0.01,1,90
121,37.23,0.28,0.26,0.01,1,90
122,36.91,0.65,0.62,0.02,2,93
123,36.94,1.47,1.45,0.01,4,93
124,37.47,0.16,0.14,0.01,1,85
125,38.66,1.2,1.14,0.05,3,97
126,38.75,4.62,4.59,0.01,13,97
127,38.76,0.38,0.35,0.01,1,97
128,38.69,0.58,0.52,0.05,2,110
129,38.74,2.53,2.52,0.01,14,107
130,38.76,0.7,0.64,0.04,3,119
131,38.78,1.83,1.8,0.01,13,119
132,38.79,0.23,0.19,0.01,1,119
133,38.8,0.24,0.21,0.01,1,119
134,39.43,0.72,0.66,0.04,2,124
135,39.24,2.86,2.83,0.01,12,113
136,41.0,1.1,1.01,0.07,4,131
137,41.08,5.75,5.72,0.01,19,131
138,41.09,0.34,0.32,0.01,1,131
139,41.1,0.31,0.28,0.01,1,131
140,41.11,0.27,0.25,0.01,1,131
141,41.11,0.28,0.26,0.01,1,131
142,41.12,0.29,0.26,0.01,1,131
143,41.13,0.28,0.25,0.01,1,131
144,41.14,0.27,0.25,0.01,1,131
145,41.25,0.66,0.6,0.04,2,130
146,41.69,3.85,3.82,0.01,14,110
147,44.8,1.09,1.05,0.02,3,71
148,45.71,1.97,1.91,0.05,6,85
149,45.73,4.92,4.89,0.01,16,85
150,46.34,0.69,0.61,0.05,2,99
151,46.37,3.52,3.49,0.01,15,99
152,50.05,0.83,0.76,0.05,2,99
153,50.09,4.3,4.27,0.01,14,99
154,50.1,0.31,0.29,0.01,1,99
155,50.11,0.25,0.23,0.01,1,99
156,50.12,0.19,0.17,0.01,1,99
157,50.59,0.5,0.42,0.07,2,118
158,50.64,2.02,1.99,0.01,20,118
159,50.64,0.17,0.14,0.01,1,118
160,50.65,0.31,0.28,0.01,1,118
161,50.66,0.37,0.34,0.01,1,118
162,50.67,0.25,0.22,0.01,1,118
163,50.68,0.23,0.2,0.01,1,118
164,50.69,0.29,0.26,0.01,1,118
165,51.94,0.75,0.71,0.02,2,125
166,51.98,2.8,2.78,0.01,8,125
167,51.98,0.29,0.26,0.01,1,125
168,51.99,0.46,0.43,0.01,1,125
169,52.0,0.52,0.49,0.01,1,125
170,52.01,0.53,0.51,0.01,1,125
171,52.02,0.5,0.48,0.01,1,125
172,52.02,0.24,0.22,0.01,1,125
173,51.93,0.54,0.48,0.05,2,138
174,50.98,0.91,0.88,0.01,14,132
175,53.97,1.2,1.12,0.06,3,149
176,54.09,7.33,7.29,0.02,20,148
177,54.52,2.28,2.26,0.01,7,139
178,54.06,0.81,0.75,0.04,3,143
179,54.12,1.94,1.91,0.01,11,143
180,54.13,0.32,0.3,0.01,1,143
181,54.13,0.27,0.24,0.01,1,143
182,54.14,0.34,0.31,0.01,1,143
183,54.15,0.23,0.2,0.01,1,143
184,54.15,0.32,0.29,0.01,1,143
185,54.16,0.32,0.29,0.01,1,143
186,54.17,0.3,0.28,0.01,1,143
187,54.17,0.32,0.29,0.01,1,143
188,54.19,0.47,0.43,0.02,2,144
189,54.23,1.37,1.34,0.01,6,144
190,54.24,0.32,0.29,0.01,1,144
