,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.17,0.09,0.07,2,19
1,1.51,2.45,2.38,0.07,20,37
2,1.69,0.99,0.91,0.06,20,55
3,2.01,0.45,0.38,0.06,20,72
4,2.09,0.52,0.5,0.01,19,57
5,2.49,0.14,0.08,0.06,4,72
6,2.6,0.5,0.48,0.01,16,72
7,2.61,0.06,0.04,0.01,1,72
8,2.62,0.06,0.04,0.01,1,72
9,2.64,0.05,0.03,0.01,1,72
10,2.65,0.06,0.04,0.01,1,72
11,2.67,0.05,0.03,0.01,1,72
12,2.68,0.09,0.07,0.01,1,72
13,2.69,0.05,0.04,0.01,1,72
14,2.71,0.06,0.04,0.01,1,72
15,2.72,0.19,0.18,0.01,1,72
16,2.74,0.11,0.09,0.01,1,72
17,3.05,0.18,0.15,0.02,2,57
18,3.63,0.69,0.63,0.04,7,63
19,3.75,1.03,1.01,0.01,13,63
20,3.76,0.28,0.26,0.01,1,63
21,3.78,0.26,0.24,0.01,1,63
22,3.79,0.29,0.27,0.01,1,63
23,3.81,0.28,0.26,0.01,1,63
24,3.83,0.31,0.29,0.01,1,63
25,3.84,0.3,0.28,0.01,1,63
26,3.86,0.22,0.2,0.01,1,63
27,3.87,0.27,0.25,0.01,1,63
28,3.89,0.22,0.2,0.01,1,63
29,3.9,0.25,0.23,0.01,1,63
30,3.92,0.24,0.22,0.01,1,63
31,3.8,0.4,0.38,0.01,2,49
32,5.09,0.59,0.52,0.06,5,64
33,5.22,3.29,3.27,0.01,17,64
34,5.23,0.22,0.2,0.01,1,64
35,5.25,0.17,0.15,0.01,1,64
36,5.27,0.28,0.26,0.01,1,64
37,5.28,0.2,0.18,0.01,1,64
38,5.3,0.19,0.16,0.01,1,64
39,5.31,0.27,0.25,0.01,1,64
40,5.33,0.22,0.2,0.01,1,64
41,5.34,0.19,0.17,0.01,1,64
42,5.36,0.24,0.22,0.01,1,64
43,5.38,0.23,0.21,0.01,1,64
44,6.37,0.42,0.38,0.02,2,52
45,5.63,1.23,1.16,0.06,7,67
46,5.67,1.17,1.14,0.01,16,67
47,5.69,0.1,0.08,0.01,1,67
48,5.7,0.14,0.12,0.01,1,67
49,5.72,0.2,0.18,0.01,1,67
50,5.73,0.1,0.08,0.01,1,67
51,5.75,0.2,0.18,0.01,1,67
52,5.66,0.34,0.28,0.05,2,79
53,4.62,1.01,0.99,0.01,14,52
54,7.21,1.11,1.05,0.05,6,67
55,7.28,3.57,3.55,0.01,16,67
56,7.3,0.26,0.24,0.01,1,67
57,7.31,0.21,0.19,0.01,1,67
58,7.33,0.2,0.18,0.01,1,67
59,8.91,0.58,0.52,0.05,2,80
60,10.06,3.19,3.11,0.06,15,77
61,9.88,1.95,1.87,0.06,20,94
62,11.52,3.09,3.06,0.01,19,66
63,12.19,1.33,1.26,0.06,5,81
64,12.2,2.96,2.93,0.01,16,81
65,11.85,0.36,0.29,0.06,2,97
66,11.89,1.91,1.89,0.01,17,97
67,11.9,0.2,0.18,0.01,1,97
68,11.91,0.2,0.17,0.01,1,97
69,11.92,0.19,0.16,0.01,1,97
70,13.96,0.46,0.38,0.06,2,106
71,13.55,4.9,4.84,0.05,19,119
72,14.36,2.35,2.31,0.02,15,107
73,14.33,1.33,1.26,0.05,7,120
74,14.37,2.59,2.57,0.01,14,120
75,14.38,0.21,0.18,0.01,1,120
76,14.38,0.19,0.16,0.01,1,120
77,14.39,0.26,0.23,0.01,1,120
78,14.07,0.43,0.36,0.05,2,133
79,14.57,2.84,2.77,0.05,15,122
80,14.67,3.04,3.01,0.02,15,125
81,15.43,1.46,1.39,0.06,6,130
82,15.82,4.51,4.41,0.08,19,152
83,15.84,2.35,2.32,0.01,23,152
84,16.63,0.4,0.35,0.03,2,161
85,16.47,2.98,2.89,0.07,11,179
86,16.62,2.98,2.89,0.07,20,178
87,16.66,1.88,1.85,0.01,20,178
88,16.67,0.19,0.15,0.01,1,178
89,16.67,0.25,0.22,0.01,1,178
90,16.68,0.19,0.16,0.01,1,178
91,16.69,0.15,0.12,0.01,1,178
92,16.69,0.14,0.11,0.01,1,178
93,16.7,0.21,0.18,0.01,1,178
94,16.7,0.22,0.19,0.01,1,178
95,17.59,0.44,0.36,0.06,2,165
96,18.06,2.14,2.07,0.04,19,148
97,18.28,2.91,2.89,0.01,14,128
98,20.64,0.96,0.86,0.07,4,149
99,20.69,5.43,5.4,0.01,22,149
100,20.7,0.13,0.1,0.01,1,149
101,20.7,0.25,0.22,0.01,1,149
102,20.71,0.26,0.23,0.01,1,149
103,20.72,0.23,0.2,0.01,1,149
104,20.72,0.29,0.26,0.01,1,149
105,20.73,0.26,0.23,0.01,1,149
106,20.74,0.22,0.2,0.01,1,149
107,20.74,0.22,0.2,0.01,1,149
108,20.75,0.26,0.23,0.01,1,149
109,20.76,0.27,0.24,0.01,1,149
110,20.77,0.28,0.25,0.01,1,149
111,20.77,0.3,0.27,0.01,1,149
112,20.78,0.26,0.23,0.01,1,149
113,20.79,0.26,0.23,0.01,1,149
114,20.79,0.28,0.26,0.01,1,149
115,20.8,0.28,0.26,0.01,1,149
116,20.81,0.25,0.22,0.01,1,149
117,20.88,0.25,0.23,0.01,1,150
118,18.97,0.51,0.48,0.01,2,121
119,20.77,0.8,0.73,0.06,3,137
120,20.93,4.52,4.45,0.05,19,152
121,22.29,2.33,2.26,0.05,17,167
122,22.11,3.77,3.72,0.03,17,149
123,21.74,1.75,1.67,0.06,9,164
124,21.74,2.23,2.19,0.01,16,164
125,21.75,0.26,0.23,0.01,1,164
126,23.2,0.62,0.54,0.06,2,178
127,23.21,5.07,5.04,0.01,17,178
128,23.21,0.36,0.32,0.01,1,178
129,23.22,0.2,0.16,0.01,1,178
130,23.22,0.28,0.25,0.01,1,178
131,22.43,0.59,0.55,0.03,2,169
132,22.05,2.28,2.18,0.08,9,191
133,22.89,3.04,2.99,0.02,24,160
134,23.7,0.99,0.91,0.06,7,165
135,23.73,2.4,2.37,0.01,16,165
136,23.74,0.32,0.29,0.01,1,165
137,23.75,0.36,0.32,0.01,1,165
138,23.75,0.32,0.29,0.01,1,165
139,23.76,0.25,0.21,0.01,1,165
140,23.76,0.23,0.2,0.01,1,165
141,23.77,0.29,0.26,0.01,1,165
142,23.78,0.28,0.25,0.01,1,165
143,23.78,0.24,0.21,0.01,1,165
144,23.79,0.26,0.22,0.01,1,165
145,23.79,0.22,0.19,0.01,1,165
146,23.8,0.3,0.26,0.01,1,165
147,23.81,0.32,0.29,0.01,1,165
148,23.81,0.23,0.2,0.01,1,165
149,25.41,0.58,0.49,0.07,2,178
150,27.2,6.0,5.9,0.07,23,198
151,27.55,4.59,4.53,0.03,22,193
152,28.97,2.14,2.06,0.06,9,208
153,28.99,4.59,4.55,0.01,16,208
154,28.99,0.39,0.35,0.01,1,208
155,29.0,0.32,0.28,0.01,1,208
156,28.46,0.68,0.6,0.05,2,180
157,28.27,3.79,3.75,0.02,17,185
158,28.29,0.96,0.89,0.04,7,189
159,27.96,3.12,3.07,0.03,14,197
160,25.82,1.42,1.38,0.02,10,166
161,28.57,1.86,1.78,0.05,8,180
162,28.59,4.39,4.35,0.01,15,180
163,28.6,0.46,0.43,0.01,1,180
164,28.61,0.34,0.31,0.01,1,180
165,28.61,0.34,0.31,0.01,1,180
166,25.08,0.55,0.51,0.01,2,139
167,29.14,1.55,1.46,0.07,5,156
168,29.16,5.37,5.34,0.01,19,156
169,29.46,0.23,0.21,0.01,2,147
170,31.78,0.77,0.7,0.05,4,161
171,31.96,3.23,3.17,0.03,16,160
172,31.99,2.33,2.3,0.01,10,160
173,32.0,0.23,0.2,0.01,1,160
174,32.01,0.23,0.2,0.01,1,160
175,32.01,0.17,0.13,0.01,1,160
176,32.02,0.31,0.27,0.01,1,160
177,32.02,0.21,0.18,0.01,1,160
178,31.87,0.59,0.55,0.02,2,163
179,34.25,1.77,1.69,0.05,7,177
180,34.29,4.27,4.23,0.01,15,177
181,34.29,0.3,0.26,0.01,1,177
182,34.3,0.33,0.29,0.01,1,177
183,34.31,0.29,0.25,0.01,1,177
184,34.31,0.33,0.29,0.01,1,177
185,34.41,0.3,0.25,0.01,1,167
186,34.57,0.44,0.34,0.08,2,167
187,34.23,4.5,4.43,0.05,24,171
188,34.27,2.97,2.93,0.01,15,171
189,34.28,0.24,0.2,0.01,1,171
190,34.29,0.23,0.19,0.01,1,171
191,34.29,0.23,0.2,0.01,1,171
192,34.3,0.27,0.23,0.01,1,171
193,34.3,0.21,0.18,0.01,1,171
194,38.25,0.33,0.29,0.02,2,141
195,38.29,1.01,0.98,0.01,8,141
196,38.3,0.16,0.12,0.01,1,141
197,38.3,0.17,0.13,0.01,1,141
198,38.31,0.25,0.22,0.01,1,141
199,38.32,0.13,0.1,0.01,1,141
200,38.33,0.23,0.19,0.01,1,141
201,38.33,0.2,0.18,0.01,1,141
202,38.01,0.25,0.2,0.04,2,149
203,42.8,2.26,2.16,0.07,13,160
204,46.46,6.38,6.34,0.01,20,129
205,48.11,1.0,0.92,0.06,4,145
206,48.29,4.49,4.46,0.01,19,142
207,53.33,1.28,1.19,0.07,4,160
208,53.37,5.84,5.8,0.01,19,160
209,53.38,0.28,0.25,0.01,1,160
210,53.38,0.46,0.42,0.01,1,160
211,53.39,0.38,0.33,0.01,1,160
212,53.39,0.33,0.3,0.01,1,160
213,53.4,0.33,0.31,0.01,1,160
214,51.83,0.39,0.3,0.06,2,177
215,51.89,1.9,1.86,0.01,18,177
216,51.89,0.2,0.16,0.01,1,177
217,51.9,0.24,0.2,0.01,1,177
218,51.9,0.23,0.19,0.01,1,177
219,51.91,0.23,0.19,0.01,1,177
220,51.92,0.27,0.24,0.01,1,177
221,51.92,0.25,0.21,0.01,1,177
222,51.93,0.18,0.14,0.01,1,177
223,51.93,0.15,0.12,0.01,1,177
224,51.94,0.21,0.15,0.03,1,177
225,51.94,0.26,0.23,0.01,1,177
226,51.95,0.26,0.23,0.01,1,177
227,51.95,0.34,0.31,0.01,1,177
228,51.96,0.19,0.16,0.01,1,177
229,49.83,0.51,0.48,0.01,2,167
230,49.85,1.14,1.1,0.01,4,167
231,49.17,0.72,0.69,0.01,2,164
232,47.72,1.12,1.07,0.03,4,173
233,47.2,1.62,1.55,0.05,11,177
234,46.24,2.12,2.07,0.03,14,184
235,46.26,1.84,1.8,0.01,8,184
236,46.27,0.31,0.28,0.01,1,184
237,46.27,0.23,0.2,0.01,1,184
238,46.28,0.18,0.14,0.01,1,184
239,46.28,0.3,0.27,0.01,1,184
240,46.29,0.25,0.21,0.01,1,184
241,46.29,0.16,0.13,0.01,1,184
242,46.3,0.32,0.28,0.01,1,184
243,45.76,0.33,0.28,0.03,2,192
244,46.2,1.8,1.71,0.07,10,197
245,43.95,1.93,1.89,0.01,7,172
246,44.33,1.36,1.28,0.06,5,175
247,44.35,3.29,3.24,0.01,18,175
248,44.36,0.39,0.35,0.01,1,175
249,44.37,0.41,0.37,0.01,1,175
250,44.37,0.39,0.35,0.01,1,175
251,44.38,0.36,0.32,0.01,1,175
252,44.38,0.36,0.32,0.01,1,175
253,44.39,0.34,0.3,0.01,1,175
254,49.69,0.36,0.33,0.01,1,144
255,47.43,1.14,1.04,0.07,3,161
256,47.48,4.9,4.86,0.01,21,161
257,47.49,0.31,0.27,0.01,1,161
258,47.5,0.23,0.19,0.01,1,161
259,47.5,0.21,0.17,0.01,1,161
260,47.51,0.28,0.24,0.01,1,161
261,47.52,0.21,0.17,0.01,1,161
262,47.52,0.31,0.28,0.01,1,161
263,47.53,0.19,0.15,0.01,1,161
264,47.53,0.2,0.16,0.01,1,161
265,47.54,0.15,0.11,0.01,1,161
266,47.55,0.15,0.11,0.01,1,161
267,47.55,0.36,0.32,0.01,1,161
268,46.65,0.38,0.3,0.06,2,178
269,46.67,4.03,3.99,0.01,18,178
270,46.67,0.38,0.34,0.01,1,178
271,46.68,0.36,0.32,0.01,1,178
272,46.16,0.56,0.49,0.05,2,191
273,46.18,2.57,2.53,0.01,14,191
274,46.19,0.31,0.27,0.01,1,191
275,46.19,0.26,0.22,0.01,1,191
276,43.81,0.41,0.31,0.08,2,213
277,43.75,1.92,1.88,0.01,24,216
278,44.18,1.29,1.2,0.06,5,208
279,43.42,1.67,1.58,0.06,19,225
280,43.6,3.96,3.91,0.02,19,231
281,43.61,1.24,1.2,0.01,7,231
282,42.73,0.4,0.34,0.04,2,242
283,45.13,2.48,2.38,0.06,13,241
284,45.15,4.79,4.75,0.01,18,241
285,45.15,0.28,0.23,0.01,1,241
286,45.16,0.31,0.27,0.01,1,241
287,46.39,0.56,0.46,0.07,2,230
288,48.01,4.88,4.84,0.01,24,210
289,48.8,0.92,0.82,0.07,4,209
290,48.83,4.92,4.87,0.01,19,209
291,48.84,0.29,0.24,0.01,1,209
292,48.84,0.28,0.23,0.01,1,209
293,48.85,0.23,0.19,0.01,1,209
294,48.85,0.19,0.16,0.01,1,209
295,48.86,0.16,0.13,0.01,1,209
296,48.59,0.44,0.41,0.01,2,212
297,48.61,0.8,0.76,0.01,4,212
298,48.61,0.25,0.21,0.01,1,212
299,48.62,0.25,0.21,0.01,1,212
300,48.62,0.24,0.21,0.01,1,212
301,48.63,0.27,0.24,0.01,1,212
302,49.12,0.65,0.6,0.03,2,219
303,48.77,3.0,2.97,0.01,9,223
304,51.32,1.28,1.22,0.01,5,198
305,51.71,0.45,0.36,0.06,3,196
306,52.3,0.85,0.8,0.01,18,186
307,52.36,0.06,0.02,0.01,1,185
308,52.36,0.06,0.02,0.01,1,185
309,54.75,0.51,0.43,0.05,2,188
310,57.14,5.55,5.51,0.01,16,164
311,56.97,0.61,0.53,0.06,2,179
312,57.05,1.94,1.9,0.01,16,173
313,57.05,0.09,0.05,0.01,1,173
314,57.05,0.09,0.05,0.01,1,173
315,57.06,0.08,0.05,0.01,1,172
316,57.06,0.1,0.06,0.01,1,172
317,57.08,0.1,0.06,0.01,1,171
318,57.09,0.1,0.06,0.01,1,170
319,57.1,0.09,0.05,0.01,1,169
320,57.1,0.22,0.18,0.01,1,169
321,57.1,0.22,0.18,0.01,1,169
322,57.1,0.21,0.18,0.01,1,169
323,57.11,0.49,0.44,0.03,2,170
324,56.11,1.32,1.24,0.05,8,184
325,56.15,3.35,3.31,0.01,15,184
326,56.16,0.27,0.22,0.01,1,184
327,56.16,0.35,0.3,0.01,1,184
328,56.17,0.3,0.26,0.01,1,184
329,56.17,0.34,0.3,0.01,1,184
330,56.18,0.29,0.24,0.01,1,184
331,56.18,0.34,0.31,0.01,1,184
332,60.27,0.67,0.57,0.08,2,205
333,60.53,7.05,6.98,0.03,23,177
334,60.58,2.75,2.7,0.02,12,177
335,61.54,1.71,1.69,0.01,7,172
336,61.36,0.27,0.24,0.01,1,173
337,61.37,0.57,0.54,0.01,2,173
338,61.38,0.28,0.25,0.01,1,173
339,61.38,0.26,0.22,0.01,1,173
340,61.39,0.25,0.22,0.01,1,173
341,61.39,0.26,0.23,0.01,1,173
342,64.25,0.54,0.47,0.04,2,166
343,64.55,3.04,2.98,0.04,12,177
344,64.59,3.33,3.28,0.01,12,177
345,64.6,0.32,0.27,0.01,1,177
346,64.6,0.31,0.27,0.01,1,177
347,64.61,0.3,0.26,0.01,1,177
348,64.62,0.18,0.14,0.01,1,177
349,64.62,0.33,0.29,0.01,1,177
350,64.63,0.17,0.13,0.01,1,177
351,64.63,0.37,0.33,0.01,1,177
352,64.64,0.19,0.15,0.01,1,177
353,64.64,0.33,0.29,0.01,1,177
354,64.65,0.18,0.15,0.01,1,177
355,64.66,0.31,0.28,0.01,1,177
356,61.69,0.57,0.51,0.03,2,161
357,63.98,2.75,2.66,0.06,12,175
358,63.99,5.24,5.19,0.01,17,175
359,64.0,0.34,0.3,0.01,1,175
360,64.01,0.23,0.19,0.01,1,175
361,64.01,0.4,0.36,0.01,1,175
362,64.29,0.63,0.58,0.02,2,180
363,65.5,2.39,2.36,0.01,7,173
364,64.98,1.26,1.17,0.07,4,184
365,65.02,4.95,4.9,0.01,19,184
366,65.02,0.37,0.32,0.01,1,184
367,65.03,0.17,0.12,0.01,1,184
368,65.03,0.37,0.32,0.01,1,184
369,65.04,0.34,0.29,0.01,1,184
370,65.04,0.35,0.3,0.01,1,184
371,65.05,0.19,0.14,0.01,1,184
372,65.05,0.38,0.34,0.01,1,184
373,65.06,0.34,0.31,0.01,1,184
374,64.97,0.2,0.13,0.05,2,185
375,65.88,0.23,0.18,0.02,3,144
376,67.41,1.66,1.59,0.05,9,159
377,67.43,4.39,4.36,0.01,16,159
378,71.65,0.67,0.57,0.08,2,166
379,71.67,5.18,5.14,0.01,23,166
380,71.68,0.32,0.28,0.01,1,166
381,71.69,0.18,0.13,0.01,1,166
382,71.69,0.35,0.31,0.01,1,166
383,71.7,0.15,0.12,0.01,1,166
384,71.7,0.32,0.29,0.01,1,166
385,71.6,0.38,0.31,0.05,2,167
386,70.67,0.48,0.4,0.06,3,178
387,71.27,0.92,0.88,0.01,18,171
388,71.36,0.07,0.02,0.01,1,170
389,71.36,0.07,0.02,0.01,1,170
390,71.36,0.07,0.02,0.01,1,170
391,71.45,0.06,0.02,0.01,1,169
392,71.54,0.07,0.02,0.01,1,168
393,71.54,0.07,0.03,0.01,1,168
394,71.63,0.07,0.02,0.01,1,167
395,71.73,0.07,0.02,0.01,1,166
396,69.77,0.37,0.33,0.02,2,157
397,74.25,2.65,2.57,0.06,8,172
398,74.86,4.89,4.86,0.01,16,159
399,74.28,0.96,0.88,0.05,3,172
400,74.33,3.44,3.39,0.01,14,172
401,74.34,0.36,0.31,0.01,1,172
402,74.34,0.35,0.3,0.01,1,172
403,74.35,0.35,0.3,0.01,1,172
404,74.35,0.37,0.33,0.01,1,172
405,74.36,0.18,0.14,0.01,1,172
406,74.37,0.4,0.36,0.01,1,172
407,74.37,0.34,0.29,0.01,1,172
408,74.38,0.21,0.16,0.01,1,172
409,74.38,0.17,0.13,0.01,1,172
410,74.39,0.18,0.13,0.01,1,172
411,74.4,0.31,0.27,0.01,1,172
412,74.4,0.22,0.19,0.01,1,172
