,connected,z_0,z_1,z_2
155,1,824.0,70.63906069462405,22.263236593488955
156,0,824.0,68.12189781021902,22.278832116788408
157,1,821.0,252.2327433260907,-107.80107114684677
158,1,821.0,250.60355118774896,-106.22130109731097
159,1,821.0,242.7106888609717,-98.59102805695147
160,1,821.0,242.68863490883086,-98.57266358219351
161,1,821.0,242.66720496894413,-98.55937888198753
162,1,821.0,238.38193138045335,-96.9856221445848
163,1,821.0,234.1530542945991,-96.35446974300316
164,0,821.0,225.24137931034466,-96.0344827586207
165,1,820.0,299.2327433260907,-236.80107114684677
166,1,820.0,297.60355118774896,-235.22130109731097
167,1,820.0,289.7106888609717,-227.59102805695147
168,1,820.0,289.12498428527397,-227.1046524106987
169,1,820.0,286.94400857736355,-225.42021041345572
170,1,820.0,286.7994588969823,-225.31737773152963
171,1,820.0,286.02547247329494,-224.90879211175024
172,1,820.0,283.63906069462405,-224.73676340651127
173,0,820.0,281.121897810219,-224.7211678832117
174,1,817.0,210.23274332609094,9.198928853153348
175,1,817.0,208.60355118774896,10.77869890268903
176,1,817.0,200.7106888609717,18.408971943048527
177,1,817.0,200.12498428527397,18.895347589301537
178,1,817.0,197.94400857736355,20.579789586544166
179,1,817.0,197.7994588969823,20.682622268470368
180,1,817.0,197.02547247329494,21.091207888249755
181,0,817.0,194.82072275550536,21.25014116318448
182,1,816.0,282.2327433260907,-136.80107114684677
183,1,816.0,280.60355118774896,-135.22130109731097
184,1,816.0,272.7106888609717,-127.59102805695147
185,1,816.0,272.12498428527397,-127.10465241069869
186,1,816.0,269.94400857736355,-125.42021041345572
187,1,816.0,269.7994588969823,-125.31737773152963
188,1,816.0,269.02547247329494,-124.90879211175024
189,0,816.0,266.82072275550536,-124.74985883681529
190,1,805.0,265.2327433260907,-121.80107114684677
191,1,805.0,263.60355118774896,-120.22130109731097
192,1,805.0,255.7106888609717,-112.59102805695147
193,1,805.0,255.12498428527397,-112.10465241069869
194,1,805.0,252.94400857736355,-110.42021041345572
195,1,805.0,252.7994588969823,-110.31737773152963
196,0,805.0,252.2327433260907,-110.01820990934971
197,1,804.0,409.2327433260907,-74.80107114684688
198,1,804.0,407.60355118774896,-73.22130109731097
199,1,804.0,399.7106888609717,-65.59102805695147
200,1,804.0,399.12498428527397,-65.10465241069869
201,1,804.0,396.94400857736355,-63.420210413455834
202,1,804.0,396.7994588969823,-63.31737773152963
203,1,804.0,396.02547247329494,-62.908792111750245
204,1,804.0,393.63906069462405,-62.73676340651127
205,0,804.0,391.121897810219,-62.72116788321159
206,1,791.0,222.2327433260907,60.19892885315312
207,1,791.0,220.60355118774896,61.77869890268903
208,1,791.0,212.7106888609717,69.40897194304875
209,1,791.0,212.12498428527397,69.89534758930154
210,1,791.0,209.94400857736355,71.57978958654417
211,1,791.0,209.7994588969823,71.68262226847037
212,1,791.0,209.02547247329494,72.09120788824976
213,1,791.0,206.63906069462405,72.26323659348895
214,0,791.0,204.12189781021902,72.27883211678841
215,1,782.0,280.23274332609094,68.19892885315335
216,1,782.0,278.60355118774874,69.77869890268903
217,1,782.0,270.7106888609717,77.40897194304875
218,1,782.0,270.68863490883086,77.42733641780637
219,1,782.0,270.66720496894413,77.44062111801236
220,1,782.0,266.38193138045335,79.0143778554152
221,1,782.0,262.1530542945991,79.64553025699684
222,0,782.0,253.24137931034466,79.9655172413793
223,1,781.0,327.2327433260907,-60.80107114684688
224,1,781.0,325.60355118774896,-59.22130109731074
225,1,781.0,317.7106888609717,-51.591028056951245
226,1,781.0,317.12498428527397,-51.10465241069869
227,1,781.0,314.94400857736355,-49.420210413455834
228,1,781.0,314.7994588969823,-49.31737773152963
229,1,781.0,314.02547247329494,-48.908792111750245
230,1,781.0,311.63906069462405,-48.73676340651127
231,0,781.0,309.121897810219,-48.72116788321159
232,1,779.0,515.9110311370448,-360.00369927115776
233,1,779.0,514.3308450049344,-358.2715979384476
234,1,779.0,512.4292137790064,-356.91259024096246
235,1,779.0,510.0204064545592,-355.2909198639377
236,1,779.0,509.4874081433136,-354.96261191315466
237,1,779.0,508.3307497286846,-354.3297654933044
238,1,779.0,503.6235836951864,-351.79334777160864
239,1,779.0,500.5191473562377,-350.1400134311697
240,1,779.0,498.8974206596756,-349.377067642018
241,1,779.0,494.18041126257276,-347.8195225648492
242,1,779.0,494.0795983273456,-347.7955121031862
243,1,779.0,494.03870726568334,-347.792564398831
244,0,779.0,490.55085177429396,-347.77095477955754
245,1,766.0,293.2327433260907,54.19892885315312
246,1,766.0,291.60355118774896,55.77869890268903
247,1,766.0,283.7106888609717,63.408971943048755
248,1,766.0,283.12498428527397,63.89534758930154
249,1,766.0,280.94400857736355,65.57978958654417
250,1,766.0,280.7994588969823,65.68262226847037
251,0,766.0,280.23274332609094,65.98179009065007
252,1,756.0,433.9110311370448,-346.00369927115776
253,1,756.0,432.3308450049344,-344.2715979384476
254,1,756.0,430.42921377900643,-342.91259024096246
255,1,756.0,428.0204064545592,-341.2909198639377
256,1,756.0,427.4874081433136,-340.96261191315466
257,1,756.0,426.3307497286846,-340.3297654933044
258,1,756.0,421.6235836951864,-337.79334777160864
259,1,756.0,418.5191473562377,-336.1400134311697
260,1,756.0,416.8974206596756,-335.377067642018
261,1,756.0,412.18041126257276,-333.8195225648492
262,1,756.0,412.0795983273456,-333.7955121031862
263,1,756.0,412.03870726568334,-333.792564398831
264,0,756.0,409.2327433260907,-333.77517955803705
265,1,753.0,527.9110311370448,-309.00369927115776
266,1,753.0,526.3308450049344,-307.2715979384476
267,1,753.0,524.4292137790064,-305.91259024096246
268,1,753.0,522.0320594816392,-304.2984623980303
269,1,753.0,521.4874081433136,-303.96261191315466
270,1,753.0,520.3231910103405,-303.32569254006125
271,1,753.0,515.6235836951864,-300.79334777160864
272,1,753.0,512.5191473562377,-299.1400134311697
273,1,753.0,510.8974206596756,-298.377067642018
274,1,753.0,506.18041126257276,-296.8195225648492
275,1,753.0,506.0795983273456,-296.7955121031862
276,1,753.0,506.0387072656838,-296.7925643988308
277,0,753.0,502.55085177429396,-296.7709547795573
278,1,748.0,347.9110311370448,-37.00369927115753
279,1,748.0,346.3308450049344,-35.27159793844794
280,1,748.0,344.42921377900643,-33.912590240962345
281,0,748.0,342.8980308123914,-32.88156563743496
282,1,747.0,419.9110311370448,-183.00369927115776
283,1,747.0,418.3308450049344,-181.2715979384476
284,1,747.0,416.42921377900643,-179.91259024096246
285,1,747.0,414.0320594816392,-178.29846239803032
286,1,747.0,413.4874081433136,-177.96261191315466
287,1,747.0,412.3307497286846,-177.32976549330442
288,0,747.0,409.2327433260907,-175.6604302105577
289,1,744.0,585.9110311370448,-301.00369927115776
290,1,744.0,584.3308450049344,-299.2715979384476
291,1,744.0,582.4292137790064,-297.91259024096246
292,1,744.0,580.0320594816392,-296.2984623980303
293,1,744.0,579.4874081433136,-295.96261191315466
294,1,744.0,578.3307497286846,-295.3297654933044
295,1,744.0,573.6235836951864,-292.79334777160864
296,1,744.0,570.5191473562377,-291.1400134311697
297,1,744.0,569.712969395127,-290.7607447898872
298,1,744.0,567.1031705381313,-289.874674652845
299,1,744.0,566.5454850974868,-289.6853311662793
300,1,744.0,565.4417858234553,-289.37745813945594
301,1,744.0,560.8197414856074,-288.8708491007269
302,0,744.0,560.6133192945513,-288.85969992103173
303,1,743.0,632.9110311370448,-430.00369927115776
304,1,743.0,631.3308450049344,-428.2715979384476
305,1,743.0,629.4292137790064,-426.91259024096246
306,1,743.0,627.0204064545592,-425.2909198639377
307,1,743.0,626.4874081433136,-424.96261191315466
308,1,743.0,625.3307497286846,-424.3297654933044
309,1,743.0,620.6235836951864,-421.79334777160864
310,1,743.0,617.5191473562377,-420.1400134311697
311,1,743.0,615.8974206596756,-419.377067642018
312,1,743.0,611.1804112625728,-417.8195225648492
313,1,743.0,611.0795983273456,-417.7955121031862
314,1,743.0,611.0387072656833,-417.792564398831
315,0,743.0,607.550851774294,-417.77095477955754
316,1,740.0,543.9110311370448,-184.00369927115776
317,1,740.0,542.3308450049344,-182.2715979384476
318,1,740.0,540.4292137790064,-180.91259024096246
319,1,740.0,538.0204064545592,-179.2909198639377
320,1,740.0,537.4874081433136,-178.96261191315466
321,1,740.0,536.3307497286846,-178.32976549330442
322,1,740.0,531.6235836951864,-175.79334777160864
323,1,740.0,528.5191473562377,-174.14001343116968
324,1,740.0,526.8974206596756,-173.377067642018
325,1,740.0,522.1804112625728,-171.8195225648492
326,1,740.0,522.0795983273456,-171.79551210318618
327,1,740.0,522.0387072656833,-171.79256439883102
328,0,740.0,518.550851774294,-171.77095477955754
329,1,731.0,116.23274332609071,111.19892885315312
330,1,731.0,114.60355118774896,112.77869890268903
331,1,731.0,106.71068886097169,120.40897194304875
332,1,731.0,106.12498428527397,120.89534758930154
333,1,731.0,103.94400857736355,122.57978958654417
334,1,731.0,103.79945889698229,122.68262226847037
335,1,731.0,103.02547247329494,123.09120788824976
336,0,731.0,100.82072275550536,123.25014116318448
337,1,730.0,320.2327433260907,33.19892885315312
338,1,730.0,318.60355118774896,34.77869890268903
339,1,730.0,310.7106888609717,42.408971943048755
340,1,730.0,310.12498428527397,42.89534758930154
341,1,730.0,307.94400857736355,44.579789586544166
342,1,730.0,307.7994588969823,44.68262226847037
343,1,730.0,307.02547247329494,45.091207888249755
344,1,730.0,304.63906069462405,45.263236593488955
345,0,730.0,302.121897810219,45.27883211678841
346,1,728.0,598.9110311370448,-315.00369927115776
347,1,728.0,597.3308450049344,-313.2715979384476
348,1,728.0,595.4292137790064,-311.91259024096246
349,1,728.0,595.1772627754312,-311.7429386126246
350,1,728.0,591.1225397101957,-309.36189677978393
351,1,728.0,587.8013005710936,-307.4279508287209
352,1,728.0,586.6235836951864,-306.79334777160864
353,0,728.0,585.9110311370448,-306.4138625816688
354,1,727.0,356.9110311370448,-49.00369927115753
355,1,727.0,355.3308450049344,-47.27159793844794
356,1,727.0,353.42921377900643,-45.912590240962345
357,1,727.0,351.0204064545592,-44.29091986393769
358,1,727.0,350.48740814331313,-43.96261191315466
359,1,727.0,349.3307497286846,-43.32976549330442
360,0,727.0,347.9110311370448,-42.56476180105551
361,1,725.0,188.2327433260907,95.19892885315312
362,1,725.0,186.60355118774896,96.77869890268903
363,1,725.0,178.7106888609717,104.40897194304875
364,1,725.0,178.12498428527397,104.89534758930154
365,1,725.0,175.94400857736355,106.57978958654417
366,1,725.0,175.7994588969823,106.68262226847037
367,1,725.0,175.02547247329494,107.09120788824976
368,1,725.0,172.63906069462405,107.26323659348895
369,0,725.0,170.12189781021902,107.27883211678841
370,1,724.0,7.8207227555076315,123.25014116318448
371,1,724.0,7.63906069462405,123.26323659348895
372,0,724.0,5.121897810219025,123.27883211678841
373,1,724.0,-70.76725667390906,161.19892885315312
374,1,724.0,-72.39644881225138,162.77869890268903
375,1,724.0,-80.28931113902843,170.40897194304875
376,1,724.0,-80.87501571472637,170.89534758930154
377,1,724.0,-83.05599142263611,172.57978958654417
378,1,724.0,-83.2005411030176,172.68262226847037
379,1,724.0,-83.97452752670495,173.09120788824976
380,0,724.0,-86.17927724449464,173.25014116318448
381,1,722.0,516.2327433260907,-113.80107114684677
382,1,722.0,514.603551187749,-112.22130109731097
383,1,722.0,506.7106888609717,-104.59102805695147
384,1,722.0,506.12498428527397,-104.10465241069869
385,1,722.0,503.94400857736355,-102.42021041345572
386,1,722.0,503.7994588969823,-102.31737773152963
387,1,722.0,503.02547247329494,-101.90879211175024
388,0,722.0,500.82072275550536,-101.74985883681529
389,1,719.0,243.2327433260907,173.19892885315312
390,0,719.0,242.53433443587664,173.87615127592562
391,1,718.0,414.9110311370448,-41.00369927115753
392,1,718.0,413.3308450049344,-39.27159793844794
393,1,718.0,411.42921377900643,-37.912590240962345
394,1,718.0,409.0204064545592,-36.29091986393769
395,1,718.0,408.4874081433136,-35.96261191315443
396,1,718.0,407.3307497286846,-35.32976549330465
397,1,718.0,402.6235836951864,-32.79334777160875
398,1,718.0,399.5191473562377,-31.140013431169336
399,1,718.0,398.71296939512695,-30.760744789887212
400,1,718.0,395.5454850974868,-29.68533116627964
401,1,718.0,394.44178582345535,-29.37745813945594
402,1,718.0,389.22175066313,-28.805305039787754
403,1,718.0,387.99696899044056,-28.761327426750768
404,0,718.0,386.4966747598439,-28.7520320912065
405,1,714.0,555.9110311370448,-133.00369927115776
406,1,714.0,554.3308450049344,-131.2715979384476
407,1,714.0,552.4292137790064,-129.91259024096246
408,1,714.0,550.0204064545592,-128.2909198639377
409,1,714.0,549.4874081433136,-127.96261191315466
410,1,714.0,548.3307497286846,-127.32976549330442
411,1,714.0,543.6235836951864,-124.79334777160864
412,1,714.0,540.5191473562377,-123.14001343116968
413,1,714.0,538.8974206596756,-122.377067642018
414,1,714.0,534.1804112625728,-120.8195225648492
415,1,714.0,534.0795983273456,-120.79551210318618
416,1,714.0,534.0387072656833,-120.79256439883102
417,0,714.0,530.550851774294,-120.77095477955754
418,1,712.0,56.23274332609071,223.19892885315312
419,1,712.0,54.60355118774896,224.77869890268903
420,1,712.0,46.710688860971686,232.40897194304875
421,1,712.0,46.12498428527397,232.89534758930154
422,1,712.0,43.94400857736355,234.57978958654417
423,1,712.0,43.79945889698229,234.68262226847037
424,1,712.0,43.02547247329494,235.09120788824976
425,1,712.0,40.63906069462405,235.26323659348895
426,0,712.0,38.121897810219025,235.2788321167884
427,1,709.0,329.2327433260907,21.19892885315312
428,1,709.0,327.60355118774896,22.77869890268903
429,0,709.0,320.2327433260907,29.904285817043046
430,1,705.0,613.9110311370448,-125.00369927115776
431,1,705.0,612.3308450049344,-123.2715979384476
432,1,705.0,610.4292137790064,-121.91259024096246
433,1,705.0,608.0204064545592,-120.29091986393769
434,1,705.0,607.4874081433136,-119.96261191315466
435,1,705.0,606.3307497286846,-119.32976549330442
436,1,705.0,601.6235836951864,-116.79334777160864
437,1,705.0,598.5191473562377,-115.14001343116968
438,1,705.0,597.712969395127,-114.76074478988721
439,1,705.0,594.5454850974868,-113.6853311662793
440,1,705.0,593.4417858234553,-113.37745813945583
441,0,705.0,590.020784008859,-113.0024919309775
442,1,704.0,660.9110311370448,-254.00369927115776
443,1,704.0,659.3308450049344,-252.2715979384476
444,1,704.0,657.4292137790064,-250.91259024096257
445,1,704.0,655.0204064545592,-249.29091986393757
446,1,704.0,654.4874081433136,-248.96261191315466
447,1,704.0,653.3307497286846,-248.32976549330442
448,1,704.0,648.6235836951864,-245.79334777160864
449,1,704.0,645.5191473562377,-244.14001343116968
450,1,704.0,643.8974206596756,-243.37706764201812
451,1,704.0,639.1804112625728,-241.81952256484908
452,1,704.0,639.0795983273456,-241.79551210318618
453,1,704.0,639.0387072656833,-241.79256439883102
454,0,704.0,635.550851774294,-241.77095477955754
455,1,702.0,427.9110311370448,-55.00369927115776
456,1,702.0,426.3308450049344,-53.27159793844771
457,1,702.0,424.42921377900643,-51.912590240962345
458,1,702.0,424.17726277543125,-51.74293861262436
459,1,702.0,420.1225397101957,-49.361896779784274
460,1,702.0,416.80130057109363,-47.427950828720896
461,1,702.0,415.6235836951864,-46.79334777160875
462,0,702.0,414.9110311370448,-46.413862581668354
463,1,701.0,368.9110311370448,1.9963007288424706
464,1,701.0,367.3308450049344,3.7284020615520603
465,1,701.0,365.42921377900643,5.087409759037655
466,1,701.0,363.0204064545592,6.709080136062312
467,1,701.0,362.4874081433136,7.037388086845567
468,1,701.0,361.3307497286846,7.670234506695351
469,1,701.0,356.6235836951864,10.206652228391249
470,1,701.0,353.5191473562377,11.859986568830664
471,1,701.0,351.8974206596756,12.622932357981881
472,1,701.0,347.18041126257276,14.180477435150806
473,1,701.0,347.0795983273456,14.204487896813589
474,1,701.0,347.03870726568334,14.207435601168982
475,0,701.0,339.78731110985314,14.252362895466831
476,1,699.0,434.2327433260907,-99.80107114684677
477,1,699.0,432.60355118774896,-98.22130109731097
478,0,699.0,427.9110311370448,-93.68489747694616
479,1,696.0,528.2327433260907,-62.80107114684711
480,1,696.0,526.603551187749,-61.22130109731097
481,1,696.0,518.7106888609717,-53.59102805695147
482,1,696.0,518.124984285274,-53.10465241069869
483,1,696.0,515.9440085773635,-51.420210413455834
484,1,696.0,515.7994588969823,-51.31737773152963
485,1,696.0,515.0254724732949,-50.908792111750245
486,1,696.0,512.639060694624,-50.73676340651127
487,0,696.0,510.121897810219,-50.72116788321159
488,1,696.0,182.43391679440992,173.87615127592562
489,1,696.0,176.7106888609717,179.40897194304875
490,1,696.0,176.68863490883086,179.42733641780637
491,1,696.0,176.66720496894413,179.44062111801236
492,1,696.0,172.38193138045335,181.0143778554152
493,1,696.0,168.1530542945991,181.64553025699684
494,0,696.0,159.24137931034466,181.9655172413793
495,1,692.0,426.9110311370448,9.99630072884247
496,1,692.0,425.3308450049344,11.72840206155206
497,1,692.0,423.42921377900643,13.087409759037655
498,1,692.0,421.0204064545592,14.709080136062312
499,1,692.0,420.4874081433136,15.037388086845567
500,1,692.0,419.3307497286846,15.670234506695351
501,1,692.0,414.6235836951864,18.20665222839125
502,1,692.0,411.5191473562377,19.859986568830664
503,1,692.0,410.71296939512695,20.239255210112788
504,1,692.0,407.5454850974868,21.31466883372036
505,1,692.0,406.44178582345535,21.62254186054406
506,1,692.0,401.22175066313,22.194694960212246
507,1,692.0,399.99696899044056,22.238672573249232
508,0,692.0,397.78731110985314,22.25236289546683
509,1,691.0,348.2327433260907,209.19892885315312
510,1,691.0,346.60355118774896,210.77869890268903
511,1,691.0,338.7106888609717,218.40897194304875
512,1,691.0,338.12498428527397,218.89534758930154
513,1,691.0,335.94400857736355,220.57978958654417
514,1,691.0,335.7994588969823,220.68262226847037
515,1,691.0,335.02547247329494,221.09120788824976
516,1,691.0,332.63906069462405,221.26323659348895
517,0,691.0,330.121897810219,221.2788321167884
518,1,690.0,420.2327433260907,63.19892885315312
519,1,690.0,418.60355118774896,64.77869890268903
520,1,690.0,410.7106888609717,72.40897194304875
521,1,690.0,410.12498428527397,72.89534758930154
522,1,690.0,407.94400857736355,74.57978958654417
523,1,690.0,407.7994588969823,74.68262226847037
524,1,690.0,407.02547247329494,75.09120788824976
525,1,690.0,404.63906069462405,75.26323659348895
526,0,690.0,402.121897810219,75.27883211678841
527,1,689.0,626.9110311370448,-139.00369927115776
528,1,689.0,625.3308450049344,-137.2715979384476
529,1,689.0,623.4292137790064,-135.91259024096246
530,1,689.0,623.1772627754312,-135.74293861262458
531,1,689.0,619.1225397101957,-133.36189677978393
532,1,689.0,615.8013005710936,-131.4279508287209
533,1,689.0,614.6235836951864,-130.79334777160864
534,0,689.0,613.9110311370448,-130.4138625816688
535,1,687.0,586.2327433260907,-54.80107114684688
536,1,687.0,584.603551187749,-53.22130109731097
537,1,687.0,576.7106888609717,-45.591028056951245
538,1,687.0,576.6886349088309,-45.57266358219363
539,1,687.0,576.6672049689441,-45.55937888198764
540,1,687.0,572.3819313804534,-43.985622144584795
541,1,687.0,568.1530542945991,-43.354469743003165
