,connected,z_0,z_1,z_2
0,0,734.0,1028.0928526915807,532.7688829218196
1,0,63.0,1319.0746533870272,510.0955086533356
0,1,1023.0,605.2987312572088,176.38638985005764
1,1,1023.0,604.5834014346681,181.08008716970858
2,1,1023.0,602.9400172122564,185.65945742856616
3,1,1023.0,602.0188998003623,188.13598439825978
4,1,1023.0,599.6671505620243,194.10319740578325
5,1,1023.0,594.0375729417296,204.04878453497076
6,1,1023.0,593.5647678515083,204.7650853813675
7,1,1023.0,591.7439827656392,207.3246450481672
8,1,1023.0,590.5292757155066,208.92944982790868
9,1,1023.0,590.4834522366509,208.98915127979603
10,1,1023.0,589.793360317178,209.6338848616133
11,1,1023.0,589.4488119494724,209.91800062278799
12,1,1023.0,589.3560523139408,209.97514501084902
13,1,1023.0,587.9149180178031,210.75734236998596
14,1,1023.0,586.0253875424241,211.7374918989692
15,1,1023.0,583.3457493896217,212.9809761224799
16,1,1023.0,579.769831054906,214.61967881663463
17,1,1023.0,577.1337707577529,215.81933308138355
18,1,1023.0,571.579341353688,218.30201513718066
19,1,1023.0,571.1344686123257,218.47421547048998
20,1,1023.0,570.6911519431965,218.63824944105932
21,1,1023.0,568.1023957815385,219.526353253676
22,1,1023.0,564.8815049249538,220.61868663914152
23,1,1023.0,560.1757387142115,221.71805456969628
24,1,1023.0,559.5406396129504,221.8422771195353
25,1,1023.0,554.5693898026311,222.26744487665496
26,1,1023.0,553.9017875926759,222.30493560984178
27,0,1023.0,553.6164856520486,222.31020565536164
28,1,1005.0,612.2987312572088,-189.61361014994236
29,1,1005.0,611.5834014346681,-184.91991283029142
30,1,1005.0,609.9400172122564,-180.34054257143384
31,1,1005.0,609.0188998003623,-177.86401560174022
32,1,1005.0,606.6671505620243,-171.89680259421675
33,0,1005.0,605.2987312572088,-169.4792618223762
34,1,1003.0,610.2987312572088,-50.61361014994236
35,1,1003.0,609.5834014346681,-45.91991283029142
36,1,1003.0,607.9400172122564,-41.34054257143384
37,1,1003.0,607.0188998003623,-38.86401560174022
38,0,1003.0,605.2987312572088,-34.49934442910603
39,1,982.0,628.2987312572088,-116.61361014994236
40,1,982.0,627.5834014346681,-111.91991283029142
41,1,982.0,625.9400172122564,-107.34054257143384
42,1,982.0,625.0188998003623,-104.86401560174022
43,1,982.0,622.6671505620243,-98.89680259421675
44,1,982.0,617.0375729417296,-88.95121546502924
45,1,982.0,616.5647678515083,-88.2349146186325
46,1,982.0,614.7439827656392,-85.67535495183279
47,1,982.0,613.4834522366509,-84.01084872020397
48,1,982.0,612.7833712909967,-83.35759673909524
49,1,982.0,612.4488119494724,-83.08199937721201
50,1,982.0,612.3560523139408,-83.02485498915098
51,1,982.0,610.9149180178031,-82.24265763001404
52,0,982.0,610.2987312572088,-81.92302522872046
53,1,980.0,626.2987312572088,22.38638985005764
54,1,980.0,625.5834014346681,27.080087169708577
55,1,980.0,623.9400172122564,31.659457428566157
56,1,980.0,623.0188998003623,34.13598439825978
57,1,980.0,620.6671505620243,40.10319740578325
58,1,980.0,615.0375729417296,50.048784534970764
59,1,980.0,614.5647678515083,50.7650853813675
60,1,980.0,612.7439827656392,53.32464504816721
61,1,980.0,611.5292757155066,54.929449827908684
62,1,980.0,611.4834522366509,54.98915127979603
63,1,980.0,610.793360317178,55.633884861613296
64,1,980.0,610.4488119494724,55.918000622787986
65,1,980.0,610.3560523139408,55.97514501084902
66,1,980.0,608.9149180178031,56.75734236998596
67,1,980.0,607.0253875424241,57.73749189896921
68,0,980.0,605.2987312572088,58.538745548774386
69,1,973.0,552.3260392693703,222.31020565536164
70,1,973.0,552.0188998003623,223.13598439825978
71,1,973.0,549.6671505620243,229.10319740578325
72,1,973.0,544.0375729417296,239.04878453497076
73,1,973.0,543.5647678515083,239.7650853813675
74,1,973.0,541.7439827656392,242.3246450481672
75,1,973.0,540.4834522366509,243.98915127979603
76,1,973.0,539.793360317178,244.6338848616133
77,1,973.0,539.4488119494724,244.91800062278799
78,1,973.0,539.3560523139408,244.97514501084902
79,1,973.0,537.9149180178031,245.75734236998596
80,1,973.0,536.0253875424241,246.7374918989692
81,1,973.0,533.3457493896217,247.9809761224799
82,1,973.0,529.769831054906,249.61967881663463
83,1,973.0,527.1337707577529,250.81933308138355
84,1,973.0,521.579341353688,253.30201513718066
85,1,973.0,521.1344686123257,253.47421547048998
86,1,973.0,520.6911519431965,253.63824944105932
87,1,973.0,518.1023957815385,254.526353253676
88,1,973.0,514.8815049249538,255.61868663914152
89,1,973.0,510.17573871421155,256.7180545696963
90,1,973.0,509.5406396129504,256.8422771195353
91,1,973.0,504.5693898026311,257.26744487665496
92,1,973.0,503.9017875926759,257.3049356098418
93,0,973.0,503.6164856520486,257.31020565536164
94,1,962.0,633.2987312572088,-343.61361014994236
95,1,962.0,632.5834014346681,-338.9199128302914
96,1,962.0,630.9400172122564,-334.34054257143384
97,1,962.0,630.0188998003623,-331.8640156017402
98,0,962.0,628.2987312572088,-327.49934442910603
99,1,959.0,310.3263228721048,257.31020565536164
100,1,959.0,309.9307647248688,259.9639358764389
101,1,959.0,309.6320109708083,261.6377323063766
102,1,959.0,308.15204240181197,265.777649059705
103,1,959.0,305.5540400221787,272.3696926928444
104,1,959.0,304.03757294172965,275.04878453497076
105,1,959.0,303.56476785150835,275.7650853813675
106,1,959.0,301.7439827656392,278.3246450481672
107,1,959.0,300.4834522366509,279.98915127979603
108,1,959.0,299.793360317178,280.6338848616133
109,1,959.0,299.7246796194388,280.6912630339723
110,1,959.0,299.39037806562123,280.9539987001367
111,1,959.0,299.35605231394084,280.975145010849
112,1,959.0,297.9149180178031,281.75734236998596
113,1,959.0,296.02538754242414,282.7374918989692
114,1,959.0,293.3457493896217,283.9809761224799
115,1,959.0,289.76983105490604,285.61967881663463
116,1,959.0,287.1337707577529,286.81933308138355
117,1,959.0,281.57934135368805,289.30201513718066
118,1,959.0,281.1344686123257,289.47421547049
119,1,959.0,280.6911519431965,289.6382494410593
120,1,959.0,278.10239578153846,290.526353253676
121,1,959.0,274.8815049249538,291.6186866391415
122,1,959.0,270.17573871421155,292.7180545696963
123,1,959.0,269.5406396129504,292.8422771195353
124,1,959.0,264.5693898026311,293.26744487665496
125,1,959.0,263.9017875926759,293.3049356098418
126,0,959.0,263.6164856520486,293.31020565536164
127,1,950.0,732.2987312572088,123.38638985005764
128,1,950.0,732.0193164754264,125.21979364645495
129,1,950.0,731.5834014346681,128.08008716970835
130,1,950.0,729.9400172122566,132.65945742856616
131,1,950.0,729.0188998003623,135.13598439826
132,1,950.0,726.6671505620243,141.10319740578325
133,1,950.0,721.0375729417296,151.04878453497076
134,1,950.0,720.5647678515086,151.76508538136795
135,1,950.0,718.7439827656392,154.32464504816744
136,1,950.0,717.5292757155066,155.92944982790914
137,1,950.0,717.4834522366507,155.98915127979626
138,1,950.0,716.793360317178,156.6338848616133
139,1,950.0,716.4488119494724,156.91800062278799
140,1,950.0,716.3560523139408,156.97514501084902
141,1,950.0,714.9149180178031,157.75734236998596
142,1,950.0,713.0253875424241,158.7374918989692
143,1,950.0,710.3457493896217,159.9809761224799
144,1,950.0,706.769831054906,161.61967881663463
145,1,950.0,704.1337707577529,162.81933308138355
146,1,950.0,698.579341353688,165.30201513718066
147,1,950.0,698.1344686123257,165.47421547048998
148,1,950.0,697.6911519431965,165.63824944105932
149,1,950.0,695.1023957815385,166.526353253676
150,1,950.0,691.8815049249538,167.61868663914152
151,1,950.0,687.1757387142115,168.71805456969628
152,1,950.0,686.5406396129504,168.8422771195353
153,1,950.0,681.5693898026311,169.26744487665496
