,z_0,z_1,z_2,connected
0,1916.0,-187.0,4.911949859378183,0.0
1,1894.0,-180.0,-134.14136512369123,0.0
2,1887.0,-99.0,-79.23277206097896,0.0
3,1887.0,-167.0,55.93074162139101,0.0
4,1865.0,-10.0,169.92739923579597,0.0
5,1845.0,51.0,-152.7086979814335,0.0
6,1836.0,-4.0,-78.25608468340783,0.0
7,1824.0,76.0,-101.25608468340783,0.0
8,1824.0,8.0,33.92469977695259,0.0
9,1823.0,140.0,55.18921819248635,0.0
10,1821.0,68.0,194.89079489538608,0.0
11,1814.0,85.0,170.88194615473503,0.0
12,1807.0,-361.0,246.930741621391,0.0
13,1802.0,165.0,147.8819461547348,0.0
14,1794.0,228.0,12.324768505064412,0.0
15,1792.0,88.0,245.9277451964581,0.0
16,1785.0,173.0,86.76722793902104,0.0
17,1785.0,105.0,221.92739923579597,0.0
18,1781.0,-144.0,258.930741621391,0.0
19,1775.0,138.0,205.88194615473503,0.0
20,1773.0,253.0,63.77433102307009,0.0
21,1773.0,185.0,198.96561284943277,0.0
22,1766.0,113.0,217.26064899616517,0.0
23,1763.0,-283.0,271.9119498593782,0.0
24,1753.0,-318.0,343.9273992357962,0.0
25,1750.0,306.0,37.29130201856651,0.0
26,1750.0,238.0,172.60404275168025,0.0
27,1750.0,20.0,265.9277451964581,0.0
28,1746.0,158.0,256.927399235796,0.0
29,1743.0,323.0,13.407278024963489,0.0
30,1743.0,255.0,148.62977290851973,0.0
31,1741.0,183.0,246.89079489538608,0.0
32,1737.0,-66.0,283.91194985937864,0.0
33,1734.0,-263.0,322.930741621391,0.0
34,1731.0,403.0,-9.708697981433488,0.0
35,1731.0,335.0,125.60404275168003,0.0
36,1729.0,263.0,223.89079489538608,0.0
37,1727.0,-101.0,355.9273992357962,0.0
38,1722.0,348.0,64.74391531659217,0.0
39,1722.0,280.0,199.88194615473503,0.0
40,1714.0,-34.0,338.6866630463451,0.0
41,1712.0,-106.0,436.9277451964581,0.0
42,1709.0,410.0,-148.7949848904948,0.0
43,1705.0,360.0,96.47234674504102,0.0
44,1705.0,-89.0,412.92739923579666,0.0
45,1704.0,411.0,-81.25608468340783,0.0
46,1704.0,376.0,48.29130201856651,0.0
47,1704.0,308.0,183.60404275168003,0.0
48,1704.0,90.0,276.9273992357962,0.0
49,1703.0,288.0,195.26064899616517,0.0
50,1702.0,423.0,41.32476850506441,0.0
51,1702.0,236.0,281.8907948953861,0.0
52,1701.0,-29.0,310.930741621391,0.0
53,1700.0,351.0,139.7743310230701,0.0
54,1695.0,253.0,257.8819461547346,0.0
55,1693.0,368.0,115.77433102306986,0.0
56,1693.0,-9.0,389.96561284943255,0.0
57,1691.0,4.0,294.9119498593782,0.0
58,1689.0,51.0,287.97979321891444,0.0
59,1688.0,183.0,282.3966969658104,0.0
60,1686.0,111.0,448.92774519645855,0.0
61,1683.0,401.0,99.74391531659217,0.0
62,1683.0,333.0,234.8819461547348,0.0
63,1679.0,128.0,424.9273992357962,0.0
64,1676.0,448.0,11.877110789589779,0.0
65,1676.0,380.0,147.5455540057876,0.0
66,1676.0,261.0,253.26064899616517,0.0
67,1674.0,308.0,246.26064899616608,0.0
68,1670.0,421.0,89.41654889180563,0.0
69,1670.0,135.0,317.92774519645855,0.0
70,1667.0,208.0,401.965612849433,0.0
71,1666.0,341.0,173.76722793902104,0.0
72,1665.0,488.0,-123.8565218832482,0.0
73,1658.0,505.0,-147.8565218832482,0.0
74,1658.0,501.0,66.29130201856651,0.0
75,1658.0,215.0,294.97959053870863,0.0
76,1657.0,358.0,206.2534023313142,0.0
77,1654.0,421.0,150.77433102306986,0.0
78,1651.0,518.0,42.40727802496326,0.0
79,1649.0,446.0,110.0964948569308,0.0
80,1648.0,265.0,275.92774519645855,0.0
81,1647.0,281.0,304.26064899616495,0.0
82,1644.0,378.0,195.47234674504102,0.0
83,1644.0,261.0,375.60404275168,0.0
84,1641.0,282.0,251.92739923579597,0.0
85,1640.0,568.0,-293.85652188320637,0.0
86,1640.0,298.0,280.2534023313142,0.0
87,1640.0,181.0,459.9273992357962,0.0
88,1637.0,278.0,351.62977290851995,0.0
89,1635.0,206.0,449.8907948953861,0.0
90,1633.0,581.0,-103.70869798143349,0.0
91,1632.0,526.0,36.877110789590006,0.0
92,1632.0,458.0,172.47234674504125,0.0
93,1632.0,9.0,488.9277451964581,0.0
94,1631.0,474.0,124.29130201856651,0.0
95,1630.0,285.0,281.97959053870863,0.0
96,1629.0,362.0,228.96561284943277,0.0
97,1628.0,378.0,257.2534023313142,0.0
98,1628.0,-240.0,525.9307416213915,0.0
99,1625.0,543.0,13.09740163616425,0.0
100,1625.0,475.0,148.47234674504102,0.0
101,1625.0,358.0,328.60404275168,0.0
102,1624.0,491.0,100.40727802496303,0.0
103,1623.0,403.0,247.26815399766065,0.0
104,1623.0,286.0,426.8907948953861,0.0
105,1622.0,419.0,198.74391531659217,0.0
106,1622.0,42.0,472.8907948953861,0.0
107,1621.0,-223.0,501.93074162139146,0.0
108,1620.0,89.0,465.9795905387082,0.0
109,1616.0,303.0,402.88194615473503,0.0
110,1612.0,571.0,77.29130201856651,0.0
111,1611.0,588.0,-281.4850539792876,0.0
112,1610.0,499.0,175.74391531659217,0.0
113,1608.0,366.0,267.44515695026485,0.0
114,1607.0,606.0,-133.12288921041,0.0
115,1606.0,415.0,202.45671750813835,0.0
116,1606.0,226.0,500.92774519645855,0.0
117,1605.0,431.0,230.4723467450408,0.0
118,1603.0,546.0,87.87711078959,0.0
119,1603.0,516.0,151.74391531659262,0.0
120,1600.0,579.0,-87.67523149493559,0.0
121,1599.0,432.0,178.50923604735408,0.0
122,1598.0,448.0,206.47234674504102,0.0
123,1598.0,331.0,386.60404275168,0.0
124,1597.0,360.0,276.8907948953861,0.0
125,1596.0,446.0,244.3247685050644,0.0
126,1596.0,378.0,379.6866630463451,0.0
127,1596.0,259.0,484.8907948953861,0.0
128,1594.0,306.0,477.97959053870863,0.0
129,1593.0,62.0,523.9277451964581,0.0
130,1590.0,578.0,-61.79498489049479,0.0
131,1587.0,512.0,155.4567175081388,0.0
132,1587.0,391.0,269.19275122263934,0.0
133,1587.0,323.0,453.96561284943255,0.0
134,1586.0,596.0,47.877110789590006,0.0
135,1586.0,528.0,183.47234674504102,0.0
136,1585.0,613.0,-272.1340790280399,0.0
137,1585.0,603.0,-71.8565218832482,0.0
138,1585.0,440.0,253.89079489538653,0.0
139,1584.0,456.0,282.2606489961654,0.0
140,1582.0,-170.0,536.930741621391,0.0
141,1579.0,380.0,282.89079489538653,0.0
142,1578.0,626.0,-82.12288921040908,0.0
143,1578.0,457.0,229.8819461547348,0.0
144,1577.0,541.0,123.05853450169684,0.0
145,1577.0,473.0,258.2534023313142,0.0
146,1577.0,356.0,437.88194615473503,0.0
147,1577.0,-145.0,526.9119498593786,0.0
148,1576.0,-125.0,524.6866630463451,0.0
149,1574.0,-197.0,622.9277451964585,0.0
150,1569.0,419.0,294.90827191164544,0.0
151,1569.0,386.0,307.965612849433,0.0
152,1568.0,380.0,327.92774519645855,0.0
153,1568.0,331.0,449.26064899616495,0.0
