,algorithm,instance,iter,nd_edges,nd_points,num_dom_lp,num_milp,time (sec),time_dom_test (sec),time_search (sec),time_slice (sec),y_eff
0,ConeBasedSearchAlgorithm,momilp_3obj_20con_10int_10bin_1dat,7,25,0,6,18,0.44,0.0,0.19,0.12,5
1,ConeBasedSearchAlgorithm,momilp_3obj_20con_10int_10bin_3dat,20,23,0,0,55,1.04,0.0,0.78,0.14,20
2,ConeBasedSearchAlgorithm,momilp_3obj_20con_10int_10bin_5dat,6,30,0,4,13,0.45,0.01,0.14,0.14,4
3,ConeBasedSearchAlgorithm,momilp_3obj_20con_10int_10bin_2dat,12,58,0,6,29,0.81,0.01,0.39,0.26,10
4,ConeBasedSearchAlgorithm,momilp_3obj_20con_10int_10bin_4dat,15,53,0,23,43,1.1,0.01,0.63,0.3,11
