,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.26,0.24,0.02,2,4
1,0.0,0.72,0.7,0.02,5,7
2,0.0,0.59,0.57,0.02,5,10
3,0.0,0.63,0.61,0.02,5,13
4,0.0,0.57,0.55,0.02,5,16
5,0.57,0.64,0.62,0.02,5,7
6,0.29,1.2,1.18,0.02,5,7
7,0.0,0.69,0.67,0.01,5,10
8,0.0,0.65,0.64,0.02,5,13
9,0.0,0.57,0.55,0.02,5,16
10,0.0,0.53,0.5,0.02,5,21
11,0.25,0.63,0.62,0.01,6,12
12,0.17,0.67,0.65,0.02,4,12
13,0.33,0.84,0.82,0.02,5,12
14,0.13,0.95,0.92,0.03,5,15
15,0.05,1.12,1.08,0.04,8,22
16,0.04,0.97,0.94,0.02,9,26
17,0.03,0.56,0.53,0.02,6,30
18,0.13,0.57,0.55,0.01,5,23
19,0.11,0.61,0.59,0.01,3,19
20,0.2,0.61,0.59,0.02,4,15
21,0.12,1.06,1.02,0.03,6,16
22,0.0,1.13,1.09,0.03,9,22
23,0.0,0.82,0.8,0.02,8,26
24,0.0,0.62,0.59,0.02,6,30
25,0.0,0.54,0.52,0.02,6,34
26,0.07,0.56,0.55,0.01,5,28
27,0.09,0.48,0.47,0.01,3,22
28,0.11,0.38,0.37,0.01,3,18
29,0.13,0.58,0.55,0.02,4,15
30,0.07,0.62,0.6,0.02,6,14
31,0.0,0.7,0.68,0.02,5,18
32,0.0,0.59,0.57,0.02,6,22
33,0.0,0.66,0.64,0.02,6,26
34,0.0,0.64,0.62,0.02,6,30
35,0.0,0.5,0.49,0.01,5,32
36,0.03,0.43,0.42,0.01,3,32
37,0.0,0.4,0.39,0.01,3,34
38,0.03,0.71,0.68,0.02,4,37
39,0.08,0.94,0.91,0.02,7,37
40,0.05,0.96,0.92,0.03,6,42
41,0.09,0.77,0.74,0.02,7,44
42,0.06,1.37,1.33,0.03,7,49
43,0.1,0.68,0.66,0.02,7,48
44,0.09,0.76,0.7,0.04,5,55
45,0.13,0.93,0.92,0.01,9,54
46,0.12,0.66,0.61,0.04,4,60
47,0.15,0.81,0.79,0.01,8,59
48,0.12,0.66,0.61,0.03,4,65
49,0.14,0.59,0.57,0.01,7,63
50,0.12,0.55,0.5,0.04,4,69
51,0.1,0.81,0.76,0.04,8,77
52,0.12,0.83,0.81,0.01,9,77
53,0.11,0.52,0.51,0.01,3,79
54,0.08,0.73,0.7,0.02,4,83
55,0.09,1.02,1.0,0.01,5,85
56,0.11,0.52,0.5,0.01,3,85
57,0.14,0.4,0.38,0.01,3,83
58,0.17,0.42,0.4,0.01,3,82
59,0.17,0.72,0.7,0.01,3,84
60,0.13,0.79,0.75,0.02,4,89
61,0.16,0.94,0.92,0.01,6,82
62,0.23,0.27,0.25,0.01,2,75
63,0.2,0.91,0.88,0.02,5,79
64,0.25,0.81,0.79,0.02,6,72
65,0.23,0.67,0.65,0.02,4,73
66,0.17,0.57,0.51,0.04,3,81
67,0.2,1.33,1.3,0.02,10,76
68,0.2,0.58,0.57,0.01,4,76
69,0.14,0.39,0.32,0.05,2,85
70,0.16,1.26,1.24,0.02,11,81
71,0.14,0.94,0.86,0.07,6,93
72,0.16,1.66,1.63,0.02,15,91
73,0.16,1.04,0.99,0.03,7,93
74,0.16,1.0,0.97,0.03,8,94
75,0.14,0.88,0.84,0.03,7,99
76,0.13,0.87,0.81,0.05,7,109
77,0.13,1.19,1.16,0.01,11,109
78,0.12,0.54,0.51,0.01,3,111
79,0.08,0.82,0.78,0.02,4,116
80,0.06,1.21,1.15,0.04,7,124
81,0.05,1.83,1.77,0.04,10,133
82,0.02,2.09,2.03,0.04,11,142
83,0.03,1.81,1.77,0.02,11,146
84,0.03,1.09,1.05,0.02,6,146
85,0.04,0.66,0.63,0.01,5,146
86,0.05,0.31,0.28,0.01,2,146
87,0.05,0.33,0.3,0.01,2,147
88,0.05,1.05,1.01,0.02,4,151
89,0.05,0.76,0.73,0.01,5,153
90,0.06,0.85,0.81,0.02,4,148
91,0.06,1.21,1.18,0.02,8,144
92,0.06,1.02,0.97,0.03,5,142
93,0.08,1.13,1.1,0.01,7,135
94,0.09,1.1,1.04,0.04,5,134
95,0.07,0.98,0.95,0.01,8,135
96,0.07,0.73,0.7,0.02,3,137
97,0.08,0.89,0.85,0.02,4,137
98,0.1,0.76,0.73,0.01,5,135
99,0.1,0.54,0.52,0.01,3,136
100,0.14,0.52,0.49,0.02,3,128
101,0.13,0.9,0.84,0.03,5,134
102,0.16,0.87,0.84,0.01,7,121
103,0.12,1.39,1.32,0.06,6,132
104,0.13,1.71,1.68,0.02,13,126
105,0.12,1.06,0.96,0.09,6,139
106,0.14,2.26,2.22,0.03,19,139
107,0.13,1.41,1.33,0.06,9,149
108,0.13,1.72,1.68,0.02,14,146
109,0.12,0.85,0.79,0.05,6,154
110,0.11,1.21,1.15,0.04,10,161
111,0.1,1.11,1.08,0.02,9,165
112,0.08,1.35,1.3,0.02,6,170
113,0.07,1.21,1.16,0.03,7,177
114,0.08,1.5,1.44,0.04,9,185
115,0.06,1.68,1.6,0.05,10,196
116,0.06,2.35,2.29,0.03,13,202
117,0.06,1.32,1.27,0.03,8,201
118,0.06,0.74,0.71,0.01,6,202
119,0.06,0.24,0.21,0.01,2,201
120,0.06,0.51,0.47,0.02,3,204
121,0.06,0.81,0.77,0.02,5,205
122,0.07,0.87,0.84,0.01,5,205
123,0.07,0.39,0.36,0.01,3,206
124,0.07,0.53,0.49,0.03,3,211
125,0.07,1.41,1.37,0.02,7,215
126,0.06,1.22,1.17,0.02,6,219
127,0.08,0.93,0.89,0.01,5,210
128,0.09,1.32,1.27,0.02,5,209
129,0.09,0.79,0.76,0.01,5,207
130,0.09,0.57,0.54,0.02,3,208
131,0.09,0.77,0.73,0.03,3,209
132,0.1,0.86,0.81,0.02,5,203
133,0.08,1.11,1.07,0.01,6,205
134,0.1,0.41,0.38,0.01,3,202
135,0.1,0.36,0.33,0.01,2,201
136,0.09,0.47,0.44,0.02,2,202
137,0.1,0.57,0.52,0.03,3,197
138,0.1,1.15,1.09,0.03,6,196
139,0.1,0.86,0.82,0.01,7,196
140,0.1,0.2,0.17,0.01,1,197
141,0.09,0.75,0.71,0.02,3,200
142,0.1,1.09,1.04,0.02,5,200
143,0.12,0.86,0.83,0.01,6,195
144,0.11,0.72,0.68,0.02,3,198
145,0.12,0.66,0.63,0.01,4,196
146,0.12,0.32,0.29,0.01,2,196
147,0.12,0.31,0.27,0.02,2,198
148,0.12,0.95,0.91,0.02,5,203
149,0.1,1.27,1.23,0.02,7,207
150,0.1,1.32,1.28,0.02,6,206
