,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.31,0.12,0.18,2,34
1,0.03,3.57,3.37,0.18,35,33
2,0.03,4.53,4.34,0.18,34,64
3,0.07,3.57,3.38,0.17,33,59
4,0.13,4.83,4.7,0.12,36,55
5,0.06,2.39,2.3,0.07,22,68
6,0.11,2.53,2.36,0.14,15,56
7,0.08,5.67,5.48,0.17,30,86
8,0.15,2.92,2.81,0.09,32,71
9,0.14,2.06,1.95,0.09,21,87
10,0.14,2.71,2.6,0.09,18,78
11,0.2,2.94,2.87,0.05,21,64
12,0.11,1.23,1.08,0.13,11,87
13,0.22,2.62,2.51,0.09,25,65
14,0.2,1.95,1.88,0.06,22,76
15,0.14,2.47,2.27,0.17,13,107
16,0.2,2.67,2.6,0.05,33,84
17,0.19,1.16,1.12,0.03,12,88
18,0.13,0.92,0.79,0.11,7,107
19,0.22,2.52,2.42,0.08,21,76
20,0.24,4.24,4.2,0.03,21,80
21,0.07,1.48,1.35,0.1,6,99
22,0.09,2.8,2.77,0.01,20,79
23,0.05,0.47,0.29,0.15,3,109
24,0.11,2.73,2.66,0.05,32,80
25,0.12,1.58,1.55,0.03,13,83
26,0.1,0.69,0.65,0.03,6,87
27,0.07,0.91,0.84,0.05,7,96
28,0.06,1.55,1.39,0.14,11,120
29,0.08,2.73,2.7,0.01,25,95
30,0.06,0.8,0.62,0.14,4,123
31,0.05,2.8,2.76,0.03,30,128
32,0.27,0.79,0.75,0.01,6,62
33,0.27,1.36,1.32,0.04,6,67
34,0.24,1.43,1.38,0.04,7,72
35,0.22,2.04,2.01,0.03,9,76
36,0.15,1.63,1.52,0.09,7,94
37,0.09,3.52,3.4,0.1,21,113
38,0.13,3.01,2.99,0.01,20,94
39,0.09,0.71,0.57,0.12,3,117
40,0.15,2.44,2.41,0.01,24,87
41,0.11,0.86,0.72,0.12,5,110
42,0.07,2.37,2.25,0.1,25,128
43,0.09,2.44,2.4,0.02,20,107
44,0.08,1.1,0.95,0.12,6,131
45,0.07,2.58,2.54,0.03,26,136
46,0.25,1.0,0.97,0.02,7,77
47,0.28,2.29,2.25,0.03,10,79
48,0.28,1.78,1.69,0.07,7,78
49,0.2,3.94,3.83,0.1,21,96
50,0.28,2.97,2.94,0.02,20,85
51,0.23,1.23,1.14,0.08,6,100
52,0.19,1.94,1.82,0.09,17,118
53,0.27,2.91,2.88,0.01,19,92
54,0.24,0.95,0.86,0.07,5,105
55,0.18,1.82,1.77,0.04,16,112
56,0.23,1.12,1.09,0.01,8,96
57,0.19,0.71,0.6,0.09,4,113
58,0.2,2.48,2.44,0.02,20,117
59,0.19,0.84,0.8,0.03,6,122
60,0.43,1.25,1.22,0.01,6,79
61,0.42,1.44,1.39,0.03,7,85
62,0.42,2.92,2.88,0.03,12,90
63,0.55,1.37,1.31,0.03,7,71
64,0.55,2.69,2.59,0.08,13,71
65,0.53,3.8,3.76,0.03,21,73
66,0.32,1.81,1.69,0.1,9,91
67,0.27,3.06,2.95,0.09,20,109
68,0.35,3.68,3.65,0.02,20,92
69,0.31,1.4,1.33,0.05,7,102
70,0.3,1.94,1.89,0.03,13,104
71,0.29,1.76,1.73,0.03,9,109
72,0.28,0.89,0.86,0.02,7,113
73,0.56,0.89,0.87,0.01,5,80
74,0.58,2.34,2.31,0.02,9,83
75,0.55,1.33,1.29,0.03,6,88
76,0.71,1.35,1.32,0.02,7,70
77,0.73,1.86,1.84,0.02,7,71
78,0.7,1.56,1.52,0.03,5,76
79,1.02,1.12,1.09,0.02,7,55
80,0.89,2.32,2.28,0.03,7,57
81,0.91,1.71,1.62,0.07,8,57
82,0.57,3.37,3.26,0.09,18,75
83,0.46,3.93,3.82,0.09,20,93
84,0.46,3.42,3.36,0.04,20,94
85,0.45,2.64,2.6,0.03,12,100
86,0.45,0.99,0.94,0.01,7,100
87,0.59,0.35,0.33,0.02,2,81
88,0.56,2.78,2.75,0.02,11,85
89,0.68,1.02,1.0,0.01,6,75
90,0.67,2.23,2.2,0.02,8,78
91,0.64,2.15,2.12,0.03,7,83
92,0.73,1.82,1.78,0.03,7,70
93,0.69,2.76,2.73,0.03,11,75
94,0.93,1.39,1.34,0.03,7,56
95,1.16,2.64,2.62,0.02,12,43
96,0.73,1.02,0.93,0.07,4,56
97,0.55,2.65,2.53,0.09,15,74
98,0.45,4.24,4.13,0.09,20,92
99,0.4,4.22,4.19,0.02,20,96
100,0.35,1.19,1.17,0.01,6,98
101,0.33,0.66,0.62,0.03,4,104
102,0.31,1.17,1.13,0.03,8,109
103,0.48,1.2,1.17,0.02,7,84
104,0.47,2.66,2.63,0.02,11,88
105,0.52,1.38,1.35,0.02,6,81
106,0.5,2.8,2.76,0.03,11,86
107,0.58,1.83,1.78,0.04,7,73
108,0.55,2.72,2.68,0.03,11,78
109,0.69,1.58,1.53,0.04,7,59
110,0.64,3.46,3.36,0.08,12,59
111,0.44,3.52,3.41,0.1,17,77
112,0.36,4.34,4.22,0.09,20,95
113,0.34,4.07,4.04,0.02,20,99
114,0.32,1.3,1.27,0.02,7,100
115,0.32,1.03,1.01,0.01,5,102
116,0.31,0.72,0.68,0.03,4,108
117,0.29,1.28,1.24,0.03,8,113
118,0.47,1.12,1.09,0.02,7,88
119,0.46,2.29,2.26,0.02,10,92
120,0.52,0.96,0.94,0.01,5,82
121,0.44,1.04,1.01,0.02,3,85
122,0.41,1.37,1.33,0.03,6,90
123,0.45,1.45,1.39,0.04,7,77
124,0.44,2.6,2.57,0.03,11,82
125,0.62,1.41,1.38,0.02,7,61
126,0.56,1.5,1.46,0.03,5,63
127,0.43,1.78,1.68,0.08,7,63
128,0.28,4.2,4.09,0.09,17,81
129,0.23,5.36,5.25,0.09,20,99
130,0.22,4.33,4.3,0.02,20,103
131,0.24,1.29,1.26,0.02,7,103
132,0.21,1.33,1.31,0.01,6,104
133,0.18,0.65,0.63,0.01,3,105
134,0.18,0.64,0.61,0.02,3,107
135,0.14,1.18,1.14,0.03,5,111
136,0.14,1.38,1.34,0.03,7,116
137,0.3,2.34,2.32,0.01,6,90
138,0.3,3.58,3.55,0.02,8,92
139,0.29,2.38,2.35,0.02,6,96
140,0.35,3.89,3.86,0.02,6,89
141,0.34,5.59,5.55,0.03,10,94
142,0.4,1.92,1.87,0.03,7,81
143,0.38,3.55,3.52,0.03,12,86
144,0.51,2.15,2.1,0.04,7,67
145,0.36,3.11,3.02,0.08,10,67
146,0.24,4.64,4.53,0.1,17,85
147,0.19,5.31,5.2,0.09,20,103
148,0.2,4.74,4.71,0.02,20,103
149,0.13,1.48,1.45,0.02,7,106
150,0.14,1.26,1.23,0.02,5,106
151,0.15,2.1,2.07,0.02,8,109
152,0.14,1.84,1.8,0.03,5,115
153,0.14,2.43,2.39,0.02,8,118
154,0.13,1.46,1.43,0.02,5,122
155,0.13,2.04,2.0,0.03,6,127
156,0.12,2.22,2.18,0.03,7,132
157,0.11,2.74,2.71,0.02,7,132
158,0.14,1.62,1.59,0.01,6,131
159,0.13,0.97,0.94,0.02,4,133
160,0.13,0.73,0.71,0.01,3,134
161,0.12,0.66,0.63,0.02,3,136
162,0.12,0.59,0.57,0.01,3,137
163,0.12,0.53,0.5,0.01,3,137
164,0.13,0.47,0.44,0.01,2,137
165,0.12,0.98,0.93,0.03,4,143
166,0.12,2.33,2.29,0.02,8,144
167,0.12,2.44,2.41,0.02,7,147
168,0.15,1.29,1.26,0.02,5,136
169,0.15,1.97,1.95,0.02,7,139
170,0.15,1.31,1.27,0.02,5,143
171,0.12,2.29,2.26,0.02,6,146
172,0.13,0.89,0.86,0.01,4,133
173,0.13,1.87,1.84,0.02,7,135
174,0.12,1.29,1.26,0.02,6,139
175,0.13,2.11,2.08,0.02,6,139
176,0.21,2.24,2.21,0.02,8,126
177,0.24,2.46,2.43,0.02,9,120
178,0.23,3.06,3.01,0.04,10,117
179,0.24,4.35,4.29,0.04,13,113
180,0.23,3.17,3.14,0.02,12,105
181,0.23,1.09,1.0,0.07,4,108
182,0.24,3.81,3.71,0.08,15,101
183,0.21,4.58,4.47,0.09,18,101
184,0.2,4.28,4.25,0.02,20,105
185,0.22,1.85,1.82,0.02,6,105
186,0.2,1.89,1.87,0.01,6,106
187,0.2,0.97,0.95,0.01,3,107
188,0.19,0.74,0.7,0.03,3,113
189,0.18,2.23,2.19,0.03,8,118
190,0.17,2.23,2.2,0.02,7,122
191,0.17,1.71,1.67,0.03,6,127
192,0.16,2.0,1.96,0.03,7,132
193,0.28,1.62,1.6,0.01,6,106
194,0.31,3.3,3.27,0.02,11,107
195,0.29,0.83,0.81,0.01,3,108
196,0.3,1.58,1.55,0.02,5,108
197,0.32,2.52,2.49,0.02,7,101
198,0.38,2.59,2.54,0.04,8,88
199,0.49,3.83,3.79,0.03,11,72
200,0.43,2.49,2.47,0.02,8,75
201,0.36,1.36,1.26,0.08,5,73
202,0.26,5.65,5.53,0.1,18,93
203,0.21,6.7,6.58,0.11,22,113
204,0.21,5.16,5.14,0.01,21,115
205,0.2,1.85,1.82,0.02,5,118
206,0.2,2.23,2.21,0.01,6,121
207,0.19,2.05,2.0,0.03,5,127
208,0.16,2.28,2.26,0.01,7,128
209,0.16,1.29,1.25,0.03,4,132
210,0.15,2.13,2.08,0.03,6,138
211,0.15,2.47,2.42,0.03,8,144
212,0.14,2.51,2.46,0.03,8,150
213,0.15,2.06,2.03,0.01,7,149
214,0.15,0.98,0.95,0.02,4,151
215,0.11,1.15,1.12,0.02,4,154
216,0.1,0.88,0.85,0.01,4,155
217,0.12,0.98,0.95,0.02,4,155
218,0.11,0.43,0.41,0.01,2,155
219,0.11,0.97,0.92,0.03,3,161
220,0.08,2.65,2.62,0.02,8,164
221,0.08,1.5,1.47,0.02,5,167
222,0.08,1.04,1.01,0.01,4,168
223,0.08,0.53,0.5,0.01,2,168
224,0.07,0.59,0.56,0.02,2,170
225,0.09,1.06,1.03,0.02,4,159
226,0.1,3.17,3.13,0.02,10,163
227,0.13,1.7,1.67,0.02,6,153
228,0.14,2.53,2.5,0.01,8,148
229,0.14,1.05,1.02,0.02,3,151
230,0.14,1.42,1.38,0.02,5,155
231,0.13,2.37,2.34,0.02,7,155
232,0.14,2.46,2.43,0.01,8,157
233,0.23,0.82,0.8,0.01,3,139
234,0.26,2.66,2.63,0.02,9,140
235,0.29,1.78,1.74,0.02,5,134
236,0.31,3.3,3.25,0.04,10,129
237,0.31,4.19,4.14,0.04,13,125
238,0.33,3.07,2.97,0.08,11,119
239,0.32,5.21,5.09,0.09,19,111
240,0.31,5.11,4.98,0.1,20,110
241,0.3,5.03,5.0,0.02,21,113
242,0.28,1.53,1.51,0.02,5,115
243,0.27,1.0,0.98,0.01,4,116
244,0.25,1.26,1.21,0.03,4,122
245,0.24,2.29,2.25,0.03,8,127
246,0.21,2.24,2.2,0.03,7,133
247,0.2,2.49,2.44,0.03,8,139
248,0.19,2.75,2.7,0.03,8,145
249,0.16,2.58,2.55,0.02,8,148
250,0.25,0.78,0.76,0.01,4,125
251,0.27,3.05,3.03,0.02,9,127
252,0.29,3.06,3.02,0.02,7,118
253,0.35,3.88,3.83,0.03,10,101
254,0.47,3.07,3.03,0.02,8,80
255,0.44,2.11,2.09,0.01,6,82
256,0.38,1.33,1.27,0.05,4,92
257,0.34,3.25,3.23,0.02,12,95
258,0.38,1.89,1.8,0.08,5,80
259,0.28,5.56,5.47,0.07,16,94
260,0.24,5.17,5.08,0.08,16,108
261,0.26,4.26,4.24,0.01,15,107
262,0.28,1.55,1.52,0.02,5,109
263,0.27,0.74,0.71,0.01,3,110
264,0.25,1.03,1.0,0.02,3,112
265,0.24,1.42,1.39,0.01,4,115
266,0.24,2.39,2.36,0.02,5,119
267,0.23,1.84,1.81,0.01,5,120
268,0.23,1.44,1.41,0.02,4,122
269,0.22,1.45,1.42,0.02,4,126
270,0.2,1.85,1.83,0.01,5,127
271,0.2,0.81,0.79,0.01,3,127
272,0.21,0.81,0.78,0.02,2,127
273,0.2,1.76,1.71,0.03,5,133
274,0.19,2.98,2.95,0.02,9,137
275,0.18,2.38,2.35,0.02,6,141
276,0.21,1.93,1.9,0.02,6,130
277,0.2,4.63,4.59,0.02,14,132
278,0.17,2.85,2.82,0.02,8,135
279,0.16,1.69,1.66,0.02,5,139
280,0.16,1.21,1.19,0.01,5,141
281,0.2,1.51,1.48,0.02,4,127
282,0.22,2.79,2.77,0.01,8,125
283,0.21,0.98,0.95,0.02,3,128
284,0.19,2.29,2.27,0.01,6,130
285,0.2,1.46,1.43,0.01,4,131
286,0.25,0.46,0.44,0.01,2,118
287,0.28,3.19,3.16,0.02,10,119
288,0.31,1.95,1.91,0.02,5,115
289,0.33,4.71,4.67,0.03,12,112
290,0.34,4.09,4.05,0.03,11,108
291,0.32,2.37,2.34,0.02,8,111
292,0.35,1.96,1.87,0.07,6,107
293,0.34,5.34,5.25,0.07,18,102
294,0.33,4.65,4.57,0.07,15,101
295,0.3,4.33,4.31,0.02,15,103
296,0.3,1.11,1.08,0.01,4,104
297,0.3,1.5,1.46,0.02,4,108
298,0.29,2.06,2.03,0.02,6,111
299,0.25,1.66,1.62,0.02,5,115
300,0.25,2.34,2.31,0.02,7,119
301,0.24,2.2,2.17,0.02,6,123
302,0.22,2.25,2.19,0.04,6,131
303,0.3,2.08,2.05,0.01,9,114
304,0.32,3.81,3.79,0.01,10,114
305,0.29,1.14,1.11,0.02,3,116
306,0.3,1.53,1.5,0.02,4,115
307,0.28,1.21,1.16,0.03,4,121
308,0.28,2.31,2.27,0.03,8,117
309,0.32,3.86,3.82,0.03,10,104
310,0.42,2.99,2.96,0.02,8,90
311,0.36,2.98,2.9,0.06,8,102
312,0.35,3.75,3.72,0.02,14,101
313,0.34,2.96,2.94,0.02,8,104
314,0.38,2.29,2.24,0.04,6,86
315,0.29,3.21,3.12,0.08,9,101
316,0.25,6.02,5.93,0.07,17,115
317,0.26,4.99,4.94,0.03,16,111
318,0.24,3.9,3.88,0.01,13,113
319,0.23,2.0,1.97,0.02,5,117
320,0.22,2.57,2.55,0.02,7,119
321,0.2,2.01,1.99,0.01,5,120
322,0.2,1.7,1.68,0.02,4,123
323,0.19,2.37,2.33,0.03,6,128
324,0.18,2.83,2.79,0.03,7,133
325,0.17,2.8,2.76,0.03,7,138
326,0.19,2.43,2.39,0.02,7,137
327,0.18,4.25,4.22,0.02,10,140
328,0.17,2.07,2.02,0.04,6,142
329,0.2,3.91,3.88,0.01,11,137
330,0.21,2.17,2.14,0.02,5,140
331,0.21,2.5,2.46,0.03,6,141
332,0.19,4.79,4.76,0.02,12,145
333,0.19,1.51,1.48,0.01,5,145
334,0.18,0.7,0.66,0.03,2,149
335,0.27,2.19,2.14,0.02,7,139
336,0.29,5.14,5.1,0.02,12,136
337,0.28,3.73,3.67,0.04,11,144
338,0.29,2.83,2.79,0.03,10,139
339,0.32,2.55,2.5,0.03,7,134
340,0.31,4.48,4.39,0.07,12,127
341,0.3,5.25,5.17,0.06,15,125
342,0.3,4.67,4.64,0.02,14,125
343,0.3,4.21,4.16,0.03,10,132
344,0.29,2.9,2.87,0.02,9,135
345,0.28,1.56,1.54,0.02,5,138
346,0.26,1.88,1.85,0.02,5,141
347,0.25,2.29,2.25,0.03,6,146
348,0.25,2.54,2.5,0.03,7,151
349,0.25,2.48,2.42,0.04,7,151
350,0.24,2.73,2.71,0.01,9,152
351,0.3,1.1,1.06,0.02,3,138
352,0.3,3.33,3.3,0.02,8,141
353,0.34,1.26,1.23,0.01,4,130
354,0.33,1.72,1.69,0.02,4,132
355,0.34,2.19,2.14,0.03,5,120
356,0.34,4.56,4.52,0.02,11,122
357,0.32,1.58,1.52,0.04,4,130
358,0.34,3.42,3.38,0.03,10,116
359,0.29,3.25,3.19,0.04,8,124
360,0.27,3.69,3.63,0.04,10,132
361,0.28,3.6,3.57,0.02,10,131
362,0.3,4.05,3.99,0.05,9,132
363,0.3,6.47,6.43,0.02,13,136
364,0.28,1.66,1.64,0.01,5,136
365,0.25,0.82,0.79,0.02,2,138
366,0.25,1.59,1.55,0.02,4,142
367,0.24,2.22,2.18,0.02,6,146
368,0.23,2.04,2.0,0.02,6,150
369,0.23,2.01,1.98,0.02,6,153
370,0.22,2.7,2.67,0.02,6,156
371,0.21,2.52,2.49,0.02,5,160
372,0.27,1.89,1.87,0.01,5,143
373,0.27,3.01,2.99,0.01,8,142
374,0.28,0.83,0.8,0.01,2,142
375,0.27,0.76,0.73,0.02,2,143
376,0.22,1.2,1.16,0.02,3,145
377,0.22,1.56,1.53,0.01,5,147
378,0.21,1.06,1.04,0.01,3,149
379,0.24,1.63,1.57,0.05,4,147
380,0.24,13.5,13.46,0.02,15,150
381,0.25,7.99,7.96,0.01,8,151
382,0.27,1.5,1.45,0.03,3,147
383,0.25,4.98,4.92,0.04,11,155
384,0.27,3.57,3.53,0.03,12,153
385,0.27,6.84,6.78,0.04,13,161
386,0.3,3.36,3.32,0.02,10,154
387,0.3,2.68,2.65,0.02,6,155
388,0.28,0.98,0.96,0.01,2,156
389,0.23,1.43,1.38,0.03,3,163
390,0.23,2.91,2.85,0.04,9,163
391,0.3,3.43,3.38,0.03,10,153
392,0.34,4.32,4.27,0.03,11,149
393,0.38,2.99,2.93,0.04,8,143
