,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.13,0.11,0.03,2,2
1,0.0,0.28,0.25,0.03,3,7
2,0.0,0.69,0.66,0.03,7,12
3,0.0,0.75,0.72,0.02,7,17
4,0.0,0.71,0.68,0.03,7,22
5,0.0,0.74,0.71,0.03,7,23
6,0.0,0.27,0.24,0.03,3,27
7,0.0,0.77,0.74,0.03,7,32
8,0.0,0.76,0.72,0.03,7,37
9,0.0,0.97,0.94,0.03,7,42
10,0.0,0.93,0.9,0.02,7,47
11,0.0,0.63,0.6,0.03,7,48
12,0.0,0.38,0.34,0.03,3,52
13,0.0,0.94,0.91,0.03,7,57
14,0.0,0.86,0.83,0.02,7,62
15,0.0,0.81,0.77,0.03,7,67
16,0.0,0.97,0.93,0.03,7,72
17,0.0,0.96,0.93,0.02,7,77
18,0.0,0.84,0.8,0.03,7,78
19,0.0,0.34,0.3,0.03,3,82
20,0.0,0.9,0.87,0.03,7,87
21,0.0,0.92,0.89,0.02,7,92
22,0.01,0.75,0.72,0.02,7,92
23,0.02,0.83,0.79,0.03,7,97
24,0.02,1.09,1.05,0.03,7,102
25,0.02,0.8,0.76,0.03,7,103
26,0.03,0.34,0.31,0.02,3,102
27,0.06,0.98,0.95,0.02,7,98
28,0.07,1.12,1.05,0.05,7,107
29,0.07,1.29,1.26,0.02,11,111
30,0.08,0.6,0.56,0.02,6,111
31,0.07,1.05,1.01,0.02,7,112
32,0.12,1.16,1.12,0.02,7,108
33,0.14,1.58,1.54,0.03,7,109
34,0.16,0.34,0.3,0.02,3,108
35,0.15,1.14,1.06,0.06,7,119
36,0.12,1.81,1.77,0.02,13,121
37,0.1,0.75,0.72,0.02,6,123
38,0.07,0.55,0.51,0.02,4,124
39,0.11,1.08,1.04,0.02,7,120
40,0.14,1.46,1.42,0.02,7,120
41,0.13,1.19,1.16,0.02,7,121
42,0.12,0.74,0.71,0.02,5,123
43,0.1,0.58,0.55,0.02,4,124
44,0.12,1.08,1.04,0.02,7,120
45,0.14,1.44,1.39,0.04,7,121
46,0.12,0.4,0.27,0.11,3,140
47,0.14,3.17,3.13,0.02,22,140
48,0.17,0.95,0.92,0.01,6,133
49,0.17,0.49,0.45,0.02,4,132
50,0.15,0.4,0.37,0.02,2,133
51,0.15,0.78,0.74,0.02,5,136
52,0.12,0.71,0.67,0.02,5,137
53,0.14,1.38,1.34,0.02,7,133
54,0.14,1.67,1.63,0.02,7,138
55,0.13,0.99,0.96,0.02,7,142
56,0.11,1.05,0.87,0.15,6,169
57,0.1,3.99,3.96,0.01,28,169
