,z_0,z_1,z_2,connected
0,619.0,-3.5,-407.1875,1.0
1,619.0,-12.736842105263122,-376.5263157894737,0.0
2,562.0,22.5,-152.1875,1.0
3,562.0,13.263157894736878,-121.52631578947364,0.0
4,543.0,53.5,-419.1875,1.0
5,543.0,40.47368421052636,-375.94736842105266,0.0
6,535.0,142.5,-236.1875,1.0
7,535.0,133.26315789473688,-205.52631578947364,0.0
8,518.0,301.4999999999999,-90.1875,1.0
9,518.0,301.0960359278573,-88.84656370497123,0.0
10,500.0,276.4999999999999,-77.1875,1.0
11,500.0,267.26315789473676,-46.52631578947364,0.0
12,468.0,322.4999999999999,-88.1875,1.0
13,468.0,313.26315789473676,-57.52631578947364,0.0
14,450.0,292.17947588636855,-57.52631578947364,1.0
15,450.0,288.26315789473676,-44.52631578947353,0.0
16,428.0,189.5,20.812500000000114,1.0
17,428.0,180.26315789473688,51.47368421052647,0.0
18,424.0,333.4999999999999,-89.1875,1.0
19,424.0,331.3738468150908,-82.12985262231575,1.0
20,424.0,328.2174056367661,-71.65222148871032,1.0
21,424.0,320.47368421052613,-45.9473684210526,0.0
22,411.0,348.4999999999999,166.8125000000001,1.0
23,411.0,339.26315789473676,197.47368421052636,0.0
24,384.0,468.4999999999999,82.81250000000011,1.0
25,384.0,459.26315789473676,113.47368421052647,0.0
26,366.0,438.17947588636855,113.47368421052647,1.0
27,366.0,434.26315789473676,126.47368421052647,0.0
28,358.0,277.4999999999999,205.8125000000001,1.0
29,358.0,268.26315789473676,236.47368421052636,0.0
30,349.0,602.4999999999999,241.8125000000001,1.0
31,349.0,593.2631578947368,272.47368421052636,0.0
32,255.0,359.4999999999999,273.8125000000001,1.0
33,255.0,350.26315789473676,304.47368421052636,0.0
34,237.0,329.17947588636855,304.47368421052636,1.0
35,237.0,325.26315789473676,317.47368421052636,0.0
36,236.0,662.4999999999999,184.8125000000001,1.0
37,236.0,653.2631578947368,215.47368421052636,0.0
38,231.0,364.4999999999999,315.8125000000001,1.0
39,231.0,355.26315789473676,346.47368421052636,0.0
40,223.0,-39.00044043162302,346.47368421052636,1.0
41,223.0,-47.73684210526312,375.47368421052636,0.0
42,218.0,632.1794758863686,215.47368421052636,1.0
43,218.0,628.2631578947368,228.47368421052636,0.0
44,214.0,286.4999999999999,380.8125000000001,1.0
45,214.0,277.26315789473676,411.47368421052636,0.0
46,213.0,334.17947588636855,346.47368421052636,1.0
47,213.0,330.26315789473676,359.47368421052636,0.0
48,205.0,173.5,438.8125000000001,1.0
49,205.0,164.26315789473688,469.47368421052636,0.0
50,196.0,498.4999999999999,474.8125000000001,1.0
51,196.0,489.26315789473676,505.47368421052636,0.0
52,169.0,618.4999999999999,390.8125000000001,1.0
53,169.0,609.2631578947368,421.47368421052636,0.0
54,143.0,427.4999999999999,513.8125000000001,1.0
55,143.0,418.26315789473676,544.4736842105264,0.0
56,142.0,694.4999999999999,185.8125000000001,1.0
57,142.0,681.4736842105261,229.0526315789474,0.0
58,84.0,223.07068927548983,544.4736842105264,1.0
59,84.0,221.26315789473676,550.4736842105264,0.0
60,83.0,557.3970491081258,421.47368421052636,1.0
61,83.0,549.2631578947368,448.47368421052636,0.0
62,65.0,528.1794758863686,448.47368421052636,1.0
63,65.0,524.2631578947368,461.47368421052636,0.0
64,56.0,678.4999999999999,333.8125000000001,1.0
65,56.0,669.2631578947368,364.47368421052636,0.0
66,49.0,183.09579387800034,550.4736842105264,1.0
67,49.0,175.26315789473676,576.4736842105264,0.0
68,40.0,509.4999999999999,581.8125000000001,1.0
69,40.0,500.26315789473676,612.4736842105264,0.0
70,39.0,593.6731997357409,421.47368421052636,1.0
71,39.0,591.2631578947368,429.47368421052636,0.0
72,21.0,812.4999999999999,492.8125000000001,1.0
73,21.0,803.2631578947368,523.4736842105264,0.0
74,8.0,111.5,652.8125000000001,1.0
75,8.0,102.26315789473688,683.4736842105264,0.0
76,-73.0,569.4999999999999,524.8125000000001,1.0
77,-73.0,560.2631578947368,555.4736842105264,0.0
78,-86.0,-131.5,684.8125000000001,1.0
79,-86.0,-140.73684210526312,715.4736842105264,0.0
80,-95.0,193.4999999999999,720.8125000000001,1.0
81,-95.0,184.26315789473676,751.4736842105264,0.0
82,-114.0,496.4999999999999,631.8125000000001,1.0
83,-114.0,487.26315789473676,662.4736842105264,0.0
84,-122.0,305.7694340453644,662.4736842105264,1.0
85,-122.0,304.26315789473676,667.4736842105264,0.0
86,-141.0,616.4999999999999,547.8125000000001,1.0
87,-141.0,610.8947213633888,566.4189110298615,0.0
88,-148.0,122.5,759.8125000000001,1.0
89,-148.0,113.26315789473688,790.4736842105264,0.0
90,-167.0,425.4999999999999,670.8125000000001,1.0
91,-167.0,416.26315789473676,701.4736842105264,0.0
92,-226.0,221.07068927548983,701.4736842105264,1.0
93,-226.0,219.26315789473676,707.4736842105264,0.0
94,-270.0,507.4999999999999,738.8125000000001,1.0
95,-270.0,498.26315789473676,769.4736842105264,0.0
96,-278.0,539.4999999999999,568.8125000000001,1.0
97,-278.0,530.2631578947368,599.4736842105264,0.0
