,connected,z_0,z_1,z_2
0,0,-179.0,346.9445710854692,484.1412583440625
0,1,326.0,129.85129512669715,-355.3686666159497
1,1,326.0,127.00866699981253,-349.99048972453
2,1,326.0,126.86215957955085,-349.7302914476827
3,1,326.0,121.521613832853,-340.9942363112392
4,1,326.0,90.4910401246591,-316.8601480327229
5,1,326.0,88.51680672268907,-315.9579831932773
6,0,326.0,82.0783582089552,-315.68283582089555
7,1,319.0,-24.148704873302904,-245.36866661594968
8,1,319.0,-26.99133300018741,-239.99048972453
9,1,319.0,-27.137840420449095,-239.7302914476827
10,1,319.0,-32.478386167146994,-230.9942363112392
11,1,319.0,-63.50895987534085,-206.86014803272292
12,1,319.0,-65.48319327731093,-205.9579831932773
13,0,319.0,-71.92164179104478,-205.68283582089555
14,1,306.0,136.96793927135354,-535.0031049787107
15,1,306.0,133.3294496554733,-528.1191792950356
16,1,306.0,132.09733191035218,-526.0140875133404
17,0,306.0,129.85129512669715,-522.3400245783637
18,1,304.0,147.96793927135354,-282.00310497871067
19,1,304.0,144.3294496554733,-275.11917929503545
20,1,304.0,143.09733191035218,-273.01408751334054
21,1,304.0,137.9250720461095,-264.5533141210375
22,1,304.0,129.71973664107833,-258.1715987559887
23,1,304.0,110.54278074866312,-243.25668449197872
24,1,304.0,107.81704885343964,-241.88534396809575
25,0,304.0,103.0783582089552,-241.68283582089555
26,1,300.0,260.80978281909336,-367.6897913359916
27,1,300.0,257.0,-358.3675958188154
28,1,300.0,254.16276629237052,-355.13103858397176
29,1,300.0,246.09768560264502,-347.7592425608657
30,1,300.0,241.6805374945818,-344.3237971391418
31,1,300.0,225.77073170731705,-333.9756097560976
32,1,300.0,224.8515625,-333.3996394230769
33,0,300.0,220.3022388059701,-333.20522388059703
34,1,293.0,96.39027537813797,-241.68283582089555
35,1,293.0,92.09768560264502,-237.7592425608657
36,1,293.0,87.6805374945817,-234.3237971391418
37,1,293.0,71.77073170731705,-223.97560975609758
38,1,293.0,70.85156249999994,-223.3996394230769
39,0,293.0,66.30223880597015,-223.20522388059703
40,1,288.0,-58.14870487330293,-136.36866661594968
41,1,288.0,-60.99133300018738,-130.99048972453
42,1,288.0,-61.137840420449095,-130.7302914476827
43,1,288.0,-66.47838616714697,-121.9942363112392
44,1,288.0,-97.50895987534085,-97.86014803272292
45,1,288.0,-99.48319327731093,-96.9579831932773
46,0,288.0,-105.92164179104478,-96.68283582089555
