,connected,z_0,z_1,z_2
0,0,255.0,335.2175940271443,372.741102255613
1,0,92.0,25.570720375737665,546.2149679088639
2,0,-38.0,562.1990700100605,248.6424961794936
0,1,760.0,346.9736625514404,-245.81747760832724
1,1,760.0,346.88349514563106,-245.24271844660194
2,1,760.0,346.48698753198664,-244.84853269450645
3,1,760.0,343.0069914531681,-243.79025640495655
4,1,760.0,342.54617530648625,-243.67840137005953
5,1,760.0,338.7752036600498,-243.3791819875637
6,1,760.0,336.00838280440735,-243.24081549402507
7,0,760.0,322.92269287026556,-242.79141723262399
8,1,744.0,109.97366255144038,-58.81747760832718
9,1,744.0,109.88349514563106,-58.242718446601884
10,1,744.0,109.48698753198664,-57.84853269450639
11,1,744.0,106.0069914531681,-56.79025640495661
12,1,744.0,105.54617530648625,-56.67840137005953
13,1,744.0,101.77520366004978,-56.37918198756347
14,1,744.0,99.00838280440735,-56.24081549402513
15,0,744.0,85.92269287026556,-55.79141723262387
16,1,725.0,260.9736625514404,-109.81747760832718
17,1,725.0,260.88349514563106,-109.24271844660188
18,1,725.0,260.48698753198664,-108.84853269450639
19,1,725.0,257.0069914531681,-107.79025640495661
20,1,725.0,256.54617530648625,-107.67840137005953
21,1,725.0,252.77520366004978,-107.37918198756347
22,1,725.0,250.00838280440735,-107.24081549402513
23,0,725.0,236.92269287026556,-106.79141723262387
24,1,711.0,485.97366255144016,-107.81747760832718
25,1,711.0,485.88349514563106,-107.24271844660188
26,1,711.0,485.48698753198687,-106.84853269450639
27,1,711.0,482.006991453168,-105.79025640495661
28,1,711.0,481.5461753064865,-105.67840137005953
29,1,711.0,477.7752036600498,-105.37918198756347
30,1,711.0,475.00838280440735,-105.24081549402513
31,0,711.0,461.9226928702658,-104.79141723262387
32,1,709.0,285.9736625514404,-84.81747760832718
33,1,709.0,285.88349514563106,-84.24271844660188
34,1,709.0,285.48698753198653,-83.84853269450639
35,1,709.0,282.0069914531681,-82.79025640495661
36,1,709.0,281.54617530648625,-82.67840137005953
37,1,709.0,277.7752036600498,-82.37918198756347
38,1,709.0,275.0083828044076,-82.2408154940249
39,0,709.0,261.92269287026545,-81.79141723262399
40,1,618.0,282.9736625514404,63.18252239167282
41,1,618.0,282.88349514563106,63.757281553398116
42,1,618.0,282.48698753198664,64.15146730549361
43,1,618.0,279.0069914531681,65.20974359504339
44,1,618.0,278.54617530648625,65.32159862994047
45,1,618.0,274.7752036600498,65.62081801243653
46,1,618.0,272.00838280440735,65.75918450597487
47,0,618.0,258.92269287026556,66.20858276737613
48,1,601.0,601.9736625514402,-418.81747760832724
49,1,601.0,601.8834951456311,-418.24271844660194
50,1,601.0,601.4869875319869,-417.84853269450645
51,1,601.0,598.006991453168,-416.79025640495655
52,1,601.0,597.5461753064865,-416.6784013700595
53,1,601.0,593.7752036600498,-416.37918198756364
54,1,601.0,591.0083828044073,-416.24081549402507
55,0,601.0,577.9226928702658,-415.791417232624
56,1,577.0,479.97366255144016,-55.81747760832718
57,1,577.0,479.88349514563106,-55.242718446601884
58,1,577.0,479.48698753198687,-54.84853269450639
59,1,577.0,476.006991453168,-53.79025640495661
60,1,577.0,475.54617530648625,-53.67840137005953
61,1,577.0,471.7752036600498,-53.37918198756347
62,1,577.0,469.00838280440735,-53.24081549402513
63,0,577.0,455.9226928702658,-52.79141723262387
64,1,575.0,503.97366255144016,-71.81747760832718
65,1,575.0,503.88349514563106,-71.24271844660188
66,1,575.0,503.48698753198687,-70.84853269450639
67,1,575.0,500.006991453168,-69.79025640495661
68,1,575.0,499.5461753064865,-69.67840137005953
69,1,575.0,495.7752036600498,-69.37918198756347
70,1,575.0,493.00838280440735,-69.24081549402513
71,0,575.0,479.97366255144016,-68.79316767040893
72,1,573.0,303.9736625514404,-48.81747760832718
73,1,573.0,303.88349514563106,-48.242718446601884
74,1,573.0,303.48698753198664,-47.84853269450639
75,1,573.0,300.0069914531681,-46.79025640495661
76,1,573.0,299.54617530648625,-46.67840137005953
77,1,573.0,295.7752036600498,-46.37918198756347
78,1,573.0,293.00838280440735,-46.24081549402513
79,0,573.0,282.9736625514404,-45.896195847829404
80,1,573.0,41.973662551440384,113.18252239167282
81,1,573.0,41.88349514563106,113.75728155339812
82,1,573.0,41.48698753198664,114.15146730549361
83,1,573.0,38.0069914531681,115.20974359504339
84,1,573.0,37.54617530648625,115.32159862994047
85,1,573.0,33.77520366004978,115.62081801243653
86,1,573.0,31.008382804407347,115.75918450597487
87,0,573.0,17.922692870265564,116.20858276737613
88,1,566.0,515.9736625514402,-282.81747760832724
89,1,566.0,515.8834951456311,-282.24271844660194
90,1,566.0,515.4869875319869,-281.84853269450645
91,1,566.0,512.006991453168,-280.79025640495655
92,1,566.0,511.5461753064865,-280.67840137005953
93,1,566.0,507.7752036600498,-280.3791819875637
94,1,566.0,505.00838280440735,-280.24081549402507
95,0,566.0,503.97366255144016,-280.2052803800907
96,1,559.0,266.9736625514404,115.18252239167282
97,1,559.0,266.88349514563106,115.75728155339812
98,1,559.0,266.48698753198664,116.15146730549361
99,1,559.0,263.0069914531681,117.20974359504339
100,1,559.0,262.54617530648625,117.32159862994047
101,1,559.0,258.7752036600498,117.62081801243653
102,1,559.0,256.00838280440735,117.75918450597487
103,0,559.0,242.92269287026556,118.20858276737613
104,1,557.0,66.97366255144038,138.18252239167282
105,1,557.0,66.88349514563106,138.75728155339812
106,1,557.0,66.48698753198664,139.1514673054936
107,1,557.0,63.0069914531681,140.2097435950434
108,1,557.0,62.54617530648625,140.32159862994047
109,1,557.0,58.7752036600499,140.6208180124363
110,1,557.0,56.008382804407574,140.75918450597499
111,0,557.0,42.922692870265564,141.20858276737613
112,1,550.0,580.9736625514402,-370.81747760832724
113,1,550.0,580.8834951456311,-370.24271844660194
114,1,550.0,580.4869875319869,-369.84853269450645
115,1,550.0,577.006991453168,-368.79025640495655
