,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.01,0.01,0.0,1,3
1,2.33,0.07,0.06,0.01,3,3
2,3.2,0.08,0.07,0.0,3,5
3,3.6,0.11,0.11,0.0,3,5
4,4.2,0.13,0.12,0.01,1,5
5,7.0,0.1,0.1,0.01,3,3
6,7.6,0.07,0.06,0.01,3,5
7,9.0,0.11,0.1,0.01,3,5
8,9.4,0.13,0.12,0.0,3,5
9,9.6,0.08,0.07,0.0,2,5
10,10.83,0.12,0.11,0.01,1,6
11,11.75,0.2,0.19,0.01,3,8
12,11.78,0.3,0.29,0.01,3,9
13,11.89,0.15,0.14,0.01,2,9
14,12.12,0.12,0.11,0.01,1,8
15,12.62,0.24,0.23,0.01,2,8
16,18.33,0.19,0.18,0.0,2,3
17,21.2,0.15,0.14,0.0,3,5
18,22.71,0.1,0.09,0.01,3,7
19,21.56,0.09,0.08,0.01,3,9
20,29.0,0.18,0.17,0.0,3,3
21,31.33,0.12,0.12,0.0,3,3
22,31.67,0.15,0.14,0.0,2,3
23,33.0,0.08,0.07,0.01,1,5
24,33.5,0.37,0.36,0.01,3,6
25,32.5,0.09,0.09,0.01,2,8
26,32.71,0.08,0.07,0.0,3,7
27,33.25,0.28,0.28,0.01,2,8
28,33.78,0.1,0.09,0.0,2,9
29,33.18,0.1,0.1,0.01,2,11
30,34.6,0.11,0.11,0.0,3,10
31,35.42,0.17,0.16,0.0,3,12
32,36.14,0.1,0.09,0.0,3,14
33,34.86,0.27,0.26,0.01,3,7
34,36.38,0.3,0.29,0.01,3,8
35,37.78,0.32,0.32,0.0,2,9
36,39.55,0.15,0.14,0.01,3,11
37,38.83,0.12,0.11,0.01,3,12
38,40.8,0.02,0.02,0.01,2,10
39,44.0,0.04,0.03,0.01,2,9
40,43.55,0.15,0.15,0.0,2,11
41,43.38,0.2,0.19,0.0,3,13
42,43.33,0.42,0.41,0.01,3,15
43,44.12,0.06,0.04,0.01,3,16
44,44.6,0.3,0.29,0.01,3,10
45,45.55,0.21,0.2,0.0,3,11
46,44.91,0.17,0.16,0.01,2,11
47,48.14,0.14,0.14,0.01,3,7
48,53.8,0.22,0.21,0.0,5,5
49,55.43,0.25,0.24,0.01,3,7
50,55.44,0.12,0.12,0.01,3,9
51,56.29,0.11,0.1,0.01,3,7
52,56.33,0.22,0.22,0.0,3,9
53,56.62,0.1,0.1,0.01,3,8
54,56.88,0.21,0.2,0.0,2,8
55,56.38,0.08,0.07,0.01,3,8
56,56.33,0.07,0.05,0.01,3,6
57,57.38,0.12,0.11,0.0,3,8
58,58.0,0.27,0.26,0.01,3,6
59,57.5,0.07,0.06,0.01,4,4
60,61.0,0.03,0.02,0.0,2,3
