,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.28,0.11,0.16,2,31
1,0.0,6.18,6.0,0.17,32,61
2,0.01,1.91,1.73,0.17,32,88
3,0.02,3.99,3.81,0.15,32,91
4,0.07,4.13,4.1,0.02,32,61
5,0.03,1.16,1.01,0.13,5,61
6,0.03,5.45,5.27,0.16,28,89
7,0.0,3.81,3.64,0.15,30,119
8,0.03,4.23,4.05,0.15,32,114
9,0.04,6.0,5.82,0.15,32,142
10,0.04,2.39,2.21,0.15,30,144
11,0.08,5.0,4.82,0.15,32,130
12,0.05,5.55,5.4,0.12,33,155
13,0.03,3.84,3.63,0.16,27,158
14,0.02,2.89,2.71,0.16,35,188
15,0.04,3.73,3.68,0.02,32,156
16,0.04,0.92,0.73,0.14,4,155
17,0.03,4.94,4.77,0.13,29,182
18,0.03,4.87,4.7,0.14,29,211
19,0.03,3.91,3.87,0.01,30,210
20,0.03,0.6,0.51,0.06,4,220
21,0.03,2.07,2.02,0.03,13,224
22,0.04,0.95,0.9,0.02,6,191
23,0.05,0.79,0.61,0.14,4,187
24,0.05,5.63,5.56,0.04,28,177
25,0.05,1.09,0.93,0.12,9,186
26,0.04,2.67,2.52,0.11,24,206
27,0.04,1.87,1.8,0.04,23,212
28,0.03,0.69,0.65,0.02,9,214
29,0.05,0.43,0.33,0.07,4,224
30,0.05,2.2,2.16,0.01,15,224
31,0.05,0.77,0.7,0.04,3,228
32,0.04,1.7,1.66,0.02,8,229
33,0.04,0.66,0.62,0.01,3,230
34,0.05,0.85,0.67,0.15,3,235
35,0.04,4.49,4.26,0.18,32,268
36,0.04,3.09,3.02,0.03,35,268
37,0.04,1.73,1.65,0.05,8,268
38,0.04,2.81,2.73,0.05,10,268
39,0.04,3.48,3.42,0.04,10,269
40,0.04,2.56,2.52,0.02,8,270
41,0.04,0.9,0.85,0.02,4,270
42,0.05,0.74,0.56,0.14,4,249
43,0.06,1.94,1.9,0.02,34,252
44,0.07,0.73,0.68,0.02,5,225
45,0.06,0.8,0.6,0.16,4,253
46,0.06,3.76,3.57,0.15,30,276
47,0.08,3.66,3.48,0.14,31,204
48,0.09,5.55,5.51,0.02,41,205
49,0.08,1.15,0.96,0.15,6,231
50,0.09,3.33,3.29,0.01,30,230
51,0.08,0.51,0.4,0.08,4,236
52,0.18,2.09,2.04,0.02,16,147
53,0.2,1.56,1.43,0.1,6,141
54,0.18,4.59,4.53,0.04,19,141
55,0.18,2.53,2.49,0.02,8,139
56,0.16,0.8,0.77,0.01,4,137
57,0.17,0.37,0.34,0.02,3,132
58,0.16,0.47,0.38,0.07,3,134
59,0.16,3.97,3.9,0.05,15,137
60,0.16,2.74,2.7,0.03,11,139
61,0.15,1.42,1.39,0.01,5,139
62,0.15,0.29,0.27,0.01,2,139
63,0.15,0.27,0.24,0.01,2,140
64,0.18,0.39,0.35,0.02,3,125
65,0.18,0.93,0.86,0.05,7,125
66,0.18,1.4,1.34,0.05,11,127
67,0.18,1.09,1.06,0.02,10,127
68,0.18,0.6,0.48,0.1,4,144
69,0.18,2.57,2.55,0.01,21,144
70,0.17,0.67,0.64,0.02,3,146
71,0.23,0.87,0.73,0.11,5,127
72,0.21,2.44,2.38,0.05,25,135
73,0.24,1.12,1.08,0.03,10,121
74,0.17,1.33,1.17,0.14,9,149
75,0.12,2.69,2.48,0.18,30,182
76,0.1,4.32,4.14,0.15,35,209
77,0.12,3.05,2.99,0.01,28,178
78,0.1,0.65,0.47,0.15,5,207
79,0.09,4.06,3.92,0.11,31,228
80,0.09,4.36,4.33,0.01,23,228
81,0.09,0.27,0.23,0.02,2,229
82,0.09,0.65,0.55,0.07,4,240
83,0.09,1.37,1.3,0.04,16,244
84,0.09,0.74,0.7,0.02,8,245
85,0.09,0.32,0.28,0.01,3,246
86,0.11,0.31,0.27,0.02,3,225
87,0.1,0.51,0.45,0.04,4,231
88,0.1,1.1,1.06,0.02,8,232
89,0.1,0.53,0.46,0.05,3,239
90,0.09,1.4,1.35,0.03,10,242
91,0.09,0.98,0.94,0.01,5,242
92,0.09,0.58,0.54,0.02,4,244
93,0.09,0.62,0.55,0.04,4,249
94,0.09,1.32,1.26,0.04,10,250
95,0.09,0.86,0.81,0.03,8,253
96,0.09,0.61,0.56,0.03,6,256
97,0.09,0.57,0.53,0.01,5,257
98,0.09,0.36,0.32,0.02,3,257
99,0.1,0.61,0.53,0.05,4,261
100,0.1,1.21,1.12,0.06,9,264
101,0.1,1.15,1.08,0.04,12,268
102,0.1,0.72,0.66,0.03,7,268
103,0.09,0.52,0.47,0.02,5,269
104,0.08,0.5,0.3,0.16,4,297
105,0.1,3.54,3.5,0.01,29,262
106,0.09,0.99,0.81,0.14,7,288
107,0.08,1.68,1.57,0.07,28,286
108,0.08,1.87,1.79,0.05,17,286
109,0.08,1.07,0.99,0.04,11,285
110,0.09,1.21,1.16,0.02,9,287
111,0.06,0.78,0.61,0.12,5,312
112,0.05,5.9,5.73,0.13,27,336
113,0.05,6.6,6.55,0.02,27,338
114,0.05,1.11,1.06,0.02,5,339
115,0.05,0.85,0.81,0.01,3,339
116,0.04,0.47,0.42,0.02,3,341
117,0.05,0.72,0.52,0.16,4,326
118,0.05,4.95,4.77,0.14,37,353
119,0.03,2.45,2.32,0.08,29,369
120,0.04,2.16,2.06,0.06,20,378
121,0.04,0.96,0.89,0.03,13,380
122,0.04,0.52,0.44,0.04,6,384
123,0.04,1.06,1.0,0.02,8,385
124,0.04,0.45,0.4,0.01,3,386
125,0.03,0.6,0.4,0.14,3,415
126,0.03,3.81,3.75,0.02,31,409
127,0.03,0.6,0.44,0.11,4,429
128,0.03,2.45,2.37,0.03,23,432
129,0.03,0.47,0.41,0.01,5,432
