,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.05,0.04,0.0,1,2
1,0.0,0.11,0.11,0.0,2,3
2,0.33,0.19,0.19,0.0,2,3
3,0.67,0.33,0.33,0.0,2,3
4,0.5,0.17,0.17,0.0,2,4
5,0.25,0.31,0.3,0.0,2,4
6,0.4,0.24,0.24,0.0,2,5
7,0.33,0.1,0.1,0.0,2,6
8,0.29,0.29,0.29,0.0,2,7
9,0.17,0.27,0.27,0.0,2,6
10,0.6,0.2,0.2,0.0,2,5
11,0.83,0.25,0.25,0.0,2,6
12,0.83,0.17,0.17,0.0,2,6
13,0.71,0.2,0.2,0.0,2,7
14,0.71,0.24,0.24,0.0,2,7
15,0.57,0.23,0.22,0.0,2,7
16,0.5,0.19,0.19,0.0,2,8
17,0.83,0.22,0.21,0.0,2,6
18,0.43,0.34,0.34,0.0,2,7
19,0.38,0.3,0.3,0.0,2,8
20,0.5,0.17,0.17,0.0,2,8
21,0.62,0.23,0.23,0.0,2,8
22,0.38,0.25,0.25,0.0,2,8
23,0.57,0.26,0.26,0.0,2,7
24,0.62,0.32,0.32,0.0,2,8
25,0.56,0.27,0.27,0.0,2,9
26,0.5,0.22,0.22,0.0,2,10
27,0.45,0.26,0.26,0.0,2,11
28,0.55,0.35,0.35,0.0,2,11
29,0.58,0.34,0.34,0.0,2,12
30,0.7,0.38,0.38,0.0,2,10
31,0.45,0.34,0.34,0.0,2,11
32,0.42,0.36,0.36,0.0,2,12
33,0.23,0.22,0.22,0.0,2,13
34,0.21,0.34,0.34,0.0,2,14
35,0.2,0.33,0.32,0.0,2,15
36,0.21,0.37,0.36,0.0,2,14
37,0.2,0.3,0.3,0.0,2,15
38,0.19,0.16,0.16,0.0,2,16
39,0.06,0.31,0.31,0.0,2,17
40,0.13,0.25,0.25,0.0,2,15
41,0.06,0.37,0.37,0.0,2,16
42,0.22,0.45,0.44,0.0,2,9
43,0.44,0.31,0.31,0.0,2,9
44,0.44,0.39,0.39,0.0,2,9
45,0.67,0.3,0.29,0.0,2,9
46,0.4,0.15,0.15,0.0,2,10
47,0.5,0.33,0.33,0.0,2,10
48,0.55,0.24,0.24,0.0,2,11
49,0.5,0.33,0.33,0.0,2,12
50,0.5,0.3,0.3,0.0,2,12
51,0.31,0.3,0.3,0.0,2,13
52,0.38,0.2,0.2,0.0,2,13
53,0.43,0.27,0.27,0.0,2,14
54,0.33,0.28,0.27,0.0,2,15
55,0.62,0.14,0.13,0.0,2,13
56,0.69,0.39,0.39,0.0,2,13
57,0.92,0.27,0.27,0.0,2,12
58,1.0,0.2,0.2,0.0,2,13
59,1.08,0.22,0.22,0.0,2,13
60,0.86,0.22,0.22,0.0,2,14
61,1.56,0.27,0.26,0.0,2,9
62,1.1,0.33,0.33,0.0,2,10
63,0.82,0.19,0.19,0.0,2,11
64,0.75,0.35,0.35,0.0,2,12
65,0.69,0.2,0.2,0.0,2,13
66,1.1,0.25,0.24,0.0,2,10
67,1.09,0.29,0.29,0.0,2,11
68,0.42,0.29,0.29,0.0,2,12
69,0.75,0.22,0.22,0.0,2,8
70,0.67,0.32,0.31,0.0,2,9
71,0.6,0.3,0.3,0.0,2,10
72,0.18,0.25,0.25,0.0,2,11
73,0.27,0.23,0.23,0.0,2,11
74,0.33,0.24,0.24,0.0,2,12
75,0.33,0.2,0.2,0.0,2,12
76,0.31,0.26,0.26,0.0,2,13
77,0.15,0.25,0.25,0.0,2,13
78,0.0,0.26,0.26,0.0,2,14
79,0.0,0.19,0.19,0.0,2,15
80,0.07,0.17,0.16,0.0,2,15
81,0.12,0.28,0.27,0.0,2,16
82,0.12,0.3,0.29,0.0,2,16
83,0.19,0.25,0.25,0.0,2,16
84,0.24,0.24,0.23,0.0,2,17
85,0.31,0.38,0.38,0.0,2,13
86,0.23,0.18,0.17,0.0,2,13
87,0.29,0.19,0.19,0.0,2,14
88,0.38,0.33,0.33,0.0,2,13
89,0.43,0.22,0.22,0.0,2,14
90,0.4,0.41,0.4,0.0,2,15
91,0.38,0.27,0.27,0.0,2,13
92,0.31,0.25,0.25,0.0,2,13
93,0.14,0.27,0.27,0.0,2,14
94,0.21,0.26,0.26,0.0,2,14
95,0.38,0.4,0.39,0.0,2,13
96,0.43,0.41,0.41,0.0,2,14
97,0.33,0.39,0.39,0.0,2,15
98,0.12,0.29,0.28,0.0,2,16
99,0.13,0.35,0.35,0.0,2,15
100,0.29,0.2,0.19,0.0,2,14
101,0.67,0.27,0.27,0.0,2,12
102,0.69,0.44,0.43,0.0,2,13
103,0.64,0.23,0.23,0.0,2,14
104,0.4,0.15,0.15,0.0,2,15
105,0.54,0.31,0.3,0.0,2,13
106,0.62,0.26,0.26,0.0,2,13
107,0.64,0.24,0.24,0.0,2,14
108,0.47,0.27,0.26,0.0,2,15
109,0.53,0.15,0.15,0.0,2,15
110,0.67,0.34,0.34,0.0,2,15
111,0.71,0.26,0.26,0.0,2,14
112,0.79,0.34,0.33,0.0,2,14
113,0.8,0.37,0.37,0.0,2,15
114,0.62,0.22,0.21,0.0,2,16
115,0.29,0.37,0.37,0.0,2,17
116,0.28,0.31,0.31,0.0,2,18
117,0.33,0.26,0.26,0.0,2,18
118,0.37,0.33,0.33,0.0,2,19
119,0.35,0.36,0.35,0.0,2,20
120,0.5,0.36,0.35,0.0,2,18
121,0.42,0.31,0.3,0.0,2,19
122,0.47,0.31,0.31,0.0,2,19
123,0.45,0.34,0.34,0.0,2,20
124,0.5,0.28,0.28,0.0,2,20
125,0.38,0.29,0.29,0.0,2,21
126,0.35,0.28,0.28,0.0,2,20
127,0.3,0.23,0.23,0.0,2,20
128,0.56,0.27,0.26,0.0,2,18
129,0.5,0.38,0.38,0.0,2,18
130,0.53,0.34,0.34,0.0,2,19
131,0.4,0.3,0.3,0.0,2,20
132,0.45,0.25,0.24,0.0,2,20
133,0.48,0.14,0.14,0.0,2,21
134,0.58,0.29,0.28,0.0,2,19
135,0.78,0.28,0.28,0.0,2,18
136,0.74,0.35,0.34,0.0,2,19
137,0.6,0.21,0.21,0.0,2,20
138,0.55,0.26,0.26,0.0,2,20
139,0.38,0.19,0.18,0.0,2,21
140,0.36,0.28,0.28,0.0,2,22
141,0.36,0.25,0.25,0.0,2,22
142,0.3,0.09,0.09,0.0,2,20
143,0.3,0.15,0.15,0.0,2,20
144,0.35,0.23,0.23,0.0,2,20
145,0.38,0.25,0.24,0.0,2,21
146,0.24,0.21,0.2,0.0,2,21
147,0.35,0.27,0.26,0.0,2,20
148,0.43,0.37,0.36,0.0,2,21
149,0.67,0.26,0.26,0.0,2,18
150,0.58,0.31,0.31,0.0,2,19
151,0.45,0.28,0.28,0.0,2,20
152,0.47,0.27,0.27,0.0,2,19
153,0.56,0.3,0.29,0.0,2,18
154,0.42,0.31,0.3,0.0,2,19
155,0.35,0.33,0.32,0.0,2,17
156,0.47,0.36,0.36,0.0,2,17
157,0.85,0.27,0.26,0.0,2,13
158,0.93,0.34,0.34,0.0,2,14
159,0.73,0.28,0.28,0.0,2,15
160,0.47,0.2,0.19,0.0,2,15
161,0.44,0.27,0.27,0.0,2,16
162,0.18,0.28,0.28,0.0,2,17
163,0.17,0.33,0.33,0.0,2,18
164,0.25,0.45,0.45,0.0,2,16
165,0.24,0.24,0.24,0.0,2,17
166,0.38,0.27,0.27,0.0,2,16
167,0.18,0.15,0.15,0.0,1,17
168,0.12,0.25,0.25,0.0,2,17
169,0.18,0.26,0.26,0.0,2,17
170,0.24,0.24,0.24,0.0,2,17
171,0.4,0.2,0.2,0.0,2,15
172,0.5,0.31,0.31,0.0,2,16
173,0.5,0.23,0.23,0.0,2,16
174,0.67,0.37,0.37,0.0,2,15
175,0.62,0.26,0.26,0.0,2,16
176,0.67,0.29,0.29,0.0,2,15
177,0.47,0.31,0.3,0.0,2,15
178,0.25,0.22,0.22,0.0,2,16
179,0.24,0.25,0.25,0.0,2,17
180,0.11,0.25,0.25,0.0,2,18
181,0.18,0.17,0.16,0.0,2,17
182,0.24,0.36,0.35,0.0,2,17
183,0.47,0.35,0.35,0.0,2,15
184,0.6,0.25,0.25,0.0,2,15
185,0.47,0.29,0.28,0.0,2,15
186,0.53,0.3,0.3,0.0,2,15
187,0.25,0.23,0.23,0.0,2,16
188,0.31,0.31,0.3,0.0,2,16
189,0.38,0.32,0.32,0.0,2,16
190,0.31,0.27,0.27,0.0,2,16
191,0.25,0.22,0.22,0.0,2,16
192,0.24,0.25,0.25,0.0,2,17
193,0.29,0.33,0.33,0.0,2,17
194,0.22,0.31,0.3,0.0,2,18
195,0.22,0.22,0.22,0.0,2,18
196,0.4,0.35,0.34,0.0,2,15
197,0.44,0.28,0.27,0.0,2,16
198,0.41,0.23,0.23,0.0,2,17
199,0.47,0.32,0.32,0.0,2,17
200,0.22,0.35,0.35,0.0,2,18
201,0.22,0.13,0.13,0.0,2,18
202,0.29,0.15,0.15,0.0,2,14
203,0.46,0.25,0.25,0.0,2,13
204,0.43,0.31,0.3,0.0,2,14
205,0.4,0.27,0.27,0.0,2,15
206,0.4,0.13,0.13,0.0,2,15
207,0.29,0.09,0.09,0.0,2,14
208,0.36,0.27,0.26,0.0,2,14
209,0.36,0.35,0.35,0.0,2,14
210,0.4,0.13,0.13,0.0,2,15
211,0.5,0.16,0.16,0.0,2,14
212,0.4,0.3,0.3,0.0,2,15
213,0.25,0.26,0.26,0.0,2,16
214,0.12,0.19,0.19,0.0,2,17
215,0.27,0.24,0.24,0.0,2,15
216,0.27,0.29,0.29,0.0,2,15
217,0.5,0.29,0.28,0.0,2,14
218,0.69,0.17,0.16,0.0,2,13
219,0.92,0.25,0.25,0.0,2,12
220,0.69,0.17,0.17,0.0,2,13
221,0.54,0.23,0.23,0.0,2,13
222,0.62,0.31,0.3,0.0,2,13
223,0.69,0.08,0.08,0.0,1,13
224,0.62,0.23,0.23,0.0,2,13
225,0.42,0.1,0.09,0.0,2,12
226,0.5,0.25,0.24,0.0,2,12
227,0.5,0.23,0.23,0.0,2,12
228,0.64,0.26,0.25,0.0,2,11
229,0.64,0.14,0.14,0.0,2,11
230,0.82,0.29,0.29,0.0,2,11
231,0.83,0.24,0.24,0.0,2,12
232,1.0,0.09,0.09,0.0,2,10
233,1.0,0.16,0.15,0.0,2,9
234,1.12,0.13,0.13,0.0,2,8
235,1.67,0.24,0.24,0.0,2,6
236,1.71,0.27,0.27,0.0,2,7
237,1.12,0.22,0.21,0.0,2,8
238,1.29,0.18,0.18,0.0,2,7
239,1.14,0.14,0.14,0.0,2,7
240,1.33,0.09,0.08,0.0,2,6
241,1.33,0.13,0.12,0.0,2,6
242,1.33,0.12,0.12,0.0,2,6
243,1.0,0.08,0.08,0.0,2,5
244,0.0,0.07,0.07,0.0,2,4
245,0.0,0.25,0.24,0.0,2,5
246,0.0,0.06,0.06,0.0,2,6
247,0.0,0.16,0.15,0.0,2,6
248,0.17,0.12,0.12,0.0,2,6
249,0.17,0.06,0.06,0.0,2,6
250,0.2,0.2,0.2,0.0,2,5
251,0.2,0.1,0.1,0.0,2,5
252,0.17,0.11,0.1,0.0,2,6
253,0.0,0.03,0.03,0.0,2,5
254,0.0,0.07,0.06,0.0,2,4
255,0.0,0.05,0.05,0.0,2,4
256,0.0,0.08,0.08,0.0,2,3
257,0.0,0.03,0.03,0.0,2,3
258,0.0,0.04,0.04,0.0,2,2
