,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.28,0.11,0.16,2,31
1,0.0,6.09,5.91,0.17,32,61
2,0.01,2.18,1.99,0.17,32,88
3,0.02,2.45,2.28,0.15,32,91
4,0.07,3.74,3.71,0.02,32,61
5,0.03,1.05,0.89,0.14,6,62
6,0.03,4.9,4.73,0.16,29,90
7,0.0,3.83,3.65,0.15,30,120
8,0.03,3.87,3.69,0.15,32,115
9,0.03,6.0,5.82,0.15,32,143
10,0.04,2.41,2.24,0.15,30,145
11,0.08,5.65,5.47,0.15,32,129
12,0.05,5.08,4.93,0.12,32,154
13,0.03,4.03,3.82,0.16,27,157
14,0.02,3.19,3.0,0.16,35,187
15,0.04,4.02,3.97,0.02,32,155
16,0.05,1.02,0.84,0.14,5,155
17,0.04,4.93,4.77,0.13,30,182
18,0.03,4.67,4.49,0.14,29,211
19,0.03,3.66,3.63,0.01,30,210
20,0.03,0.76,0.67,0.06,4,221
21,0.03,2.02,1.97,0.02,14,226
22,0.04,1.06,1.01,0.02,7,193
23,0.04,1.03,0.84,0.14,5,186
24,0.04,4.49,4.36,0.1,29,181
25,0.04,2.54,2.46,0.05,21,186
26,0.03,1.47,1.28,0.14,13,214
27,0.04,2.68,2.58,0.07,30,222
28,0.04,2.64,2.58,0.04,16,227
29,0.04,1.91,1.87,0.02,9,229
30,0.05,1.05,0.86,0.15,4,234
31,0.04,5.17,4.94,0.18,32,267
32,0.04,3.02,2.96,0.03,35,267
33,0.04,1.79,1.71,0.05,8,268
34,0.04,3.0,2.92,0.05,11,269
35,0.04,3.95,3.88,0.04,11,271
36,0.04,1.73,1.69,0.01,8,272
37,0.04,0.56,0.52,0.02,4,273
38,0.04,0.89,0.71,0.14,5,249
39,0.05,1.68,1.64,0.02,31,252
40,0.06,0.69,0.65,0.02,5,225
41,0.05,0.92,0.72,0.16,5,254
42,0.05,4.45,4.27,0.14,31,277
43,0.07,3.17,2.99,0.14,31,194
44,0.08,3.44,3.4,0.02,32,195
45,0.09,1.05,0.86,0.15,6,221
46,0.1,3.29,3.26,0.01,30,220
47,0.09,0.48,0.38,0.08,4,227
48,0.18,1.75,1.7,0.02,17,136
49,0.18,0.86,0.68,0.13,6,128
50,0.16,4.55,4.52,0.01,28,126
51,0.16,0.57,0.54,0.02,4,122
52,0.17,0.73,0.64,0.07,5,124
53,0.16,3.65,3.58,0.05,15,128
54,0.16,2.4,2.36,0.03,12,131
55,0.15,2.02,1.99,0.01,6,132
56,0.17,0.78,0.71,0.06,3,120
57,0.19,3.67,3.59,0.06,14,118
58,0.18,1.67,1.63,0.03,15,122
59,0.17,0.91,0.78,0.1,8,136
60,0.16,2.86,2.82,0.02,22,139
61,0.17,0.9,0.71,0.15,5,126
62,0.25,3.13,3.09,0.03,32,101
63,0.16,1.16,1.0,0.14,7,129
64,0.1,2.64,2.44,0.18,30,162
65,0.07,4.08,3.9,0.15,35,189
66,0.09,3.05,2.98,0.01,28,157
67,0.07,0.43,0.25,0.15,2,187
68,0.05,4.2,4.06,0.11,32,209
69,0.05,5.15,5.05,0.07,24,220
70,0.04,1.55,1.49,0.04,16,225
71,0.04,0.82,0.78,0.02,9,227
72,0.06,0.38,0.34,0.02,4,206
73,0.05,0.75,0.57,0.15,5,235
74,0.06,4.65,4.58,0.04,32,240
75,0.06,1.39,1.32,0.04,10,242
76,0.06,0.98,0.93,0.03,9,246
77,0.06,0.72,0.66,0.03,7,250
78,0.06,0.9,0.72,0.15,7,264
79,0.07,2.92,2.73,0.15,32,292
80,0.08,3.22,3.17,0.02,30,252
81,0.06,0.84,0.67,0.13,5,279
82,0.05,1.86,1.67,0.15,29,278
83,0.04,3.8,3.64,0.12,33,303
84,0.03,5.95,5.77,0.14,27,330
85,0.02,6.66,6.61,0.02,30,333
86,0.03,0.86,0.66,0.16,5,315
87,0.03,4.36,4.18,0.14,35,342
88,0.03,2.19,2.06,0.09,29,358
89,0.03,2.18,2.08,0.06,19,365
90,0.03,0.99,0.93,0.03,13,368
91,0.03,0.78,0.72,0.02,7,371
92,0.02,0.96,0.76,0.14,6,400
93,0.03,4.04,3.98,0.02,31,394
94,0.03,0.78,0.59,0.14,5,421
95,0.03,3.16,3.04,0.07,30,430
96,0.03,2.11,2.03,0.03,17,435
97,0.03,1.01,0.95,0.02,8,438
98,0.04,0.83,0.76,0.03,5,416
99,0.03,1.06,0.87,0.12,7,438
100,0.04,3.39,3.3,0.05,27,439
101,0.04,1.59,1.5,0.05,12,443
102,0.04,1.42,1.33,0.04,11,447
103,0.04,0.97,0.92,0.01,8,448
104,0.04,0.51,0.35,0.1,3,468
105,0.04,3.23,3.17,0.02,23,471
106,0.07,1.33,1.25,0.02,5,290
107,0.06,1.09,0.91,0.13,5,280
108,0.07,4.76,4.69,0.04,29,279
109,0.07,1.33,1.19,0.1,9,283
110,0.07,3.09,3.03,0.03,24,289
111,0.07,0.89,0.85,0.01,7,290
112,0.07,0.4,0.36,0.01,3,290
113,0.07,0.43,0.38,0.01,3,289
114,0.04,0.65,0.51,0.09,4,308
115,0.05,2.64,2.49,0.11,21,304
116,0.05,2.13,2.06,0.04,21,308
117,0.05,1.13,1.08,0.02,9,310
118,0.06,0.69,0.62,0.03,5,308
119,0.05,1.19,1.08,0.07,8,318
120,0.05,2.81,2.74,0.03,18,324
121,0.06,1.36,1.31,0.01,7,267
122,0.06,0.85,0.66,0.14,4,286
123,0.05,2.59,2.43,0.1,30,306
124,0.04,2.4,2.25,0.1,22,313
125,0.04,4.09,4.0,0.04,23,322
126,0.08,2.22,2.17,0.01,10,222
127,0.07,0.83,0.62,0.15,4,205
128,0.06,5.05,4.85,0.15,33,235
129,0.04,4.43,4.25,0.15,33,233
130,0.05,3.48,3.43,0.02,33,216
131,0.04,0.68,0.49,0.14,5,245
132,0.02,3.62,3.51,0.08,31,262
133,0.03,1.85,1.81,0.01,18,261
134,0.02,0.93,0.81,0.08,4,275
135,0.02,2.27,2.21,0.03,18,282
136,0.03,1.47,1.28,0.14,9,241
137,0.03,4.43,4.28,0.11,33,263
138,0.04,2.4,2.3,0.07,24,274
139,0.04,2.25,2.18,0.04,16,279
140,0.03,1.03,0.98,0.02,9,281
141,0.03,0.57,0.43,0.1,4,301
142,0.03,3.09,2.91,0.14,22,310
143,0.05,4.95,4.75,0.16,31,287
144,0.07,5.6,5.55,0.01,35,237
145,0.06,0.6,0.42,0.14,4,265
146,0.07,4.23,4.14,0.04,30,241
147,0.06,1.32,1.17,0.11,10,263
148,0.05,3.52,3.17,0.13,24,290
149,0.05,4.05,3.86,0.14,29,313
150,0.06,4.15,3.97,0.13,31,309
151,0.06,2.84,2.79,0.02,29,311
152,0.06,0.7,0.51,0.15,5,311
153,0.06,4.72,4.59,0.09,32,328
154,0.09,1.82,1.76,0.02,19,259
155,0.08,0.78,0.6,0.14,5,287
156,0.07,3.55,3.44,0.07,30,299
157,0.07,2.81,2.75,0.03,16,304
158,0.07,1.03,0.99,0.01,7,306
159,0.06,0.67,0.52,0.11,4,325
160,0.06,2.27,2.22,0.02,23,328
161,0.06,0.63,0.55,0.04,5,333
162,0.06,1.57,1.49,0.04,10,335
163,0.06,1.41,1.33,0.04,9,342
164,0.06,1.57,1.38,0.14,10,367
165,0.05,3.97,3.8,0.12,30,390
166,0.05,4.03,3.97,0.02,26,393
167,0.05,0.96,0.87,0.04,5,400
168,0.04,1.95,1.76,0.14,10,425
169,0.04,3.71,3.66,0.01,26,425
170,0.04,0.72,0.65,0.02,4,423
171,0.05,1.11,0.99,0.07,6,426
172,0.04,2.54,2.45,0.04,16,430
173,0.06,2.88,2.81,0.02,11,398
174,0.06,0.87,0.65,0.15,5,399
175,0.06,4.65,4.58,0.03,34,390
176,0.06,1.05,0.87,0.12,7,414
177,0.06,4.14,3.97,0.11,27,383
178,0.05,4.34,4.28,0.02,24,387
179,0.06,0.83,0.77,0.02,6,346
180,0.06,0.54,0.42,0.08,5,360
181,0.05,1.05,0.97,0.04,17,367
182,0.05,0.63,0.5,0.01,8,339
183,0.05,0.68,0.48,0.15,2,320
184,0.08,5.6,5.48,0.07,34,255
185,0.07,1.19,1.06,0.08,16,272
186,0.08,3.44,3.34,0.06,19,280
187,0.08,2.52,2.45,0.04,14,285
188,0.08,1.37,1.32,0.02,9,287
189,0.08,0.59,0.45,0.11,4,288
190,0.07,3.24,3.17,0.05,24,288
191,0.07,1.78,1.6,0.14,11,315
192,0.07,2.01,1.96,0.02,29,315
193,0.07,0.82,0.75,0.04,5,315
194,0.07,1.3,1.21,0.05,8,317
195,0.07,2.76,2.7,0.03,12,318
196,0.07,1.55,1.5,0.02,7,317
197,0.07,1.67,1.62,0.02,6,317
198,0.07,1.42,1.37,0.02,5,318
199,0.07,0.98,0.87,0.07,5,326
200,0.07,2.55,2.48,0.04,15,331
201,0.07,1.71,1.66,0.02,9,333
202,0.07,1.0,0.82,0.14,4,300
203,0.08,5.12,5.07,0.02,30,302
204,0.05,1.1,0.91,0.15,5,329
205,0.06,2.97,2.92,0.02,29,305
206,0.06,0.54,0.36,0.13,5,327
207,0.04,1.59,1.43,0.12,29,347
208,0.04,3.82,3.77,0.02,26,327
209,0.05,0.45,0.25,0.15,4,331
210,0.04,1.54,1.34,0.15,33,361
211,0.04,4.39,4.29,0.06,33,362
212,0.04,2.49,2.39,0.06,13,371
213,0.04,2.35,2.3,0.01,13,372
214,0.05,1.0,0.94,0.02,4,340
215,0.05,0.66,0.47,0.14,4,339
216,0.06,4.89,4.84,0.01,29,339
217,0.05,0.9,0.8,0.06,4,348
218,0.05,2.46,2.39,0.03,13,351
219,0.05,1.06,0.99,0.03,7,355
220,0.05,1.15,1.0,0.11,6,375
221,0.05,5.14,5.05,0.05,23,383
222,0.05,2.36,2.3,0.01,10,384
223,0.05,0.39,0.34,0.01,3,384
224,0.05,0.47,0.41,0.02,4,382
225,0.05,0.59,0.53,0.02,5,378
226,0.05,0.9,0.74,0.12,6,383
227,0.05,3.54,3.46,0.03,25,381
228,0.07,1.45,1.28,0.11,9,347
229,0.07,3.6,3.54,0.02,24,350
230,0.07,0.67,0.62,0.01,4,349
