,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.21,0.09,0.12,2,24
1,0.0,3.25,3.12,0.12,25,47
2,0.0,3.14,2.98,0.14,25,74
3,0.03,2.93,2.85,0.06,29,63
4,0.0,1.48,1.4,0.07,14,77
5,0.0,2.16,2.01,0.13,16,104
6,0.03,3.84,3.82,0.01,28,75
7,0.05,0.82,0.71,0.09,4,85
8,0.05,2.89,2.75,0.12,21,108
9,0.04,2.16,2.09,0.06,25,120
10,0.07,1.47,1.43,0.02,14,102
11,0.07,0.75,0.64,0.09,5,101
12,0.05,3.46,3.33,0.11,21,121
13,0.02,2.17,2.04,0.11,22,144
14,0.03,2.15,2.09,0.04,25,133
15,0.02,0.79,0.69,0.07,9,135
16,0.01,2.99,2.88,0.08,17,152
17,0.01,2.11,2.08,0.01,18,154
18,0.04,0.57,0.49,0.06,4,127
19,0.02,1.38,1.3,0.07,14,141
20,0.01,1.25,1.13,0.1,16,161
21,0.05,3.93,3.89,0.02,22,131
22,0.04,1.43,1.32,0.08,6,139
23,0.1,2.25,2.21,0.02,19,93
24,0.06,0.93,0.83,0.08,6,111
25,0.11,2.89,2.86,0.02,20,91
26,0.06,0.84,0.72,0.1,6,108
27,0.06,2.7,2.55,0.13,23,132
28,0.06,3.6,3.47,0.11,26,131
29,0.03,3.33,3.2,0.11,25,152
30,0.01,2.84,2.73,0.08,23,169
31,0.02,2.01,1.89,0.09,19,168
32,0.03,2.99,2.95,0.03,22,152
33,0.02,1.72,1.61,0.08,7,170
34,0.02,4.48,4.42,0.04,20,178
35,0.01,1.75,1.71,0.02,10,182
36,0.02,0.73,0.6,0.11,6,186
37,0.05,3.28,3.24,0.02,24,149
38,0.04,0.89,0.77,0.1,6,160
39,0.06,2.09,1.97,0.09,23,143
40,0.07,3.2,3.13,0.05,22,151
41,0.07,1.56,1.52,0.02,12,152
42,0.06,0.55,0.52,0.01,5,154
43,0.05,0.82,0.7,0.1,4,173
44,0.04,2.21,2.1,0.09,21,190
45,0.04,5.0,4.87,0.09,22,190
46,0.05,3.11,3.0,0.08,22,185
47,0.1,2.5,2.46,0.02,20,149
48,0.08,0.66,0.56,0.08,6,165
49,0.07,1.83,1.76,0.05,18,165
50,0.06,2.25,2.16,0.06,12,178
51,0.05,3.26,3.15,0.08,15,187
52,0.07,2.54,2.51,0.01,18,174
53,0.07,0.71,0.61,0.07,3,170
54,0.07,2.23,2.14,0.06,17,175
55,0.07,2.49,2.38,0.08,15,192
56,0.07,1.28,1.25,0.01,18,194
57,0.06,0.59,0.51,0.05,4,196
58,0.06,1.62,1.59,0.02,13,198
59,0.06,0.64,0.54,0.07,5,208
60,0.05,2.28,2.23,0.02,16,212
61,0.06,1.56,1.53,0.01,6,213
62,0.1,0.69,0.65,0.02,4,177
63,0.09,1.25,1.11,0.1,6,189
64,0.07,4.07,3.97,0.08,23,205
65,0.08,3.87,3.78,0.06,18,213
66,0.07,2.02,1.97,0.03,15,217
67,0.05,0.96,0.83,0.1,7,236
68,0.08,2.6,2.55,0.02,21,198
69,0.07,0.91,0.8,0.08,6,198
70,0.07,1.48,1.44,0.02,18,193
71,0.07,0.67,0.61,0.04,6,192
72,0.06,1.43,1.36,0.05,11,201
73,0.07,2.25,2.22,0.01,10,187
74,0.08,0.5,0.4,0.07,3,192
75,0.07,2.09,1.99,0.07,17,205
76,0.13,1.98,1.94,0.02,15,141
77,0.07,0.94,0.83,0.09,6,159
78,0.07,2.51,2.38,0.1,20,175
79,0.07,5.58,5.45,0.1,23,178
80,0.07,2.91,2.87,0.02,22,175
81,0.08,1.06,1.0,0.03,5,167
82,0.07,1.75,1.68,0.05,9,177
83,0.07,2.41,2.28,0.09,13,160
84,0.05,3.1,3.03,0.05,22,170
85,0.05,1.69,1.57,0.1,12,171
86,0.06,3.31,3.26,0.03,22,156
87,0.06,0.95,0.83,0.09,7,170
88,0.06,2.66,2.53,0.1,20,173
89,0.07,1.91,1.83,0.06,22,175
90,0.06,3.12,3.04,0.05,14,185
91,0.09,1.3,1.26,0.01,11,164
92,0.08,0.62,0.5,0.09,4,167
93,0.08,2.57,2.5,0.05,20,169
94,0.09,1.66,1.6,0.03,13,168
95,0.08,1.9,1.87,0.02,9,171
96,0.09,0.86,0.79,0.04,5,169
97,0.09,1.84,1.78,0.03,11,171
98,0.1,1.45,1.39,0.04,9,176
99,0.08,1.4,1.29,0.08,9,193
100,0.05,2.48,2.34,0.1,19,213
101,0.05,3.19,3.16,0.01,21,215
102,0.05,0.65,0.52,0.08,4,224
103,0.06,2.59,2.5,0.06,20,212
104,0.05,2.52,2.44,0.05,14,222
105,0.04,2.58,2.48,0.07,12,236
106,0.07,2.88,2.83,0.02,16,200
107,0.06,1.26,1.15,0.08,6,211
108,0.07,2.6,2.54,0.03,18,215
109,0.06,2.05,2.01,0.02,8,218
110,0.07,1.17,1.12,0.03,5,202
111,0.06,1.32,1.21,0.08,7,216
112,0.07,2.85,2.7,0.12,19,221
113,0.08,3.22,3.17,0.03,26,222
114,0.09,0.6,0.56,0.02,8,216
115,0.08,0.96,0.9,0.04,6,219
116,0.09,1.46,1.39,0.04,9,218
117,0.08,1.28,1.16,0.08,10,232
118,0.08,2.33,2.27,0.03,19,238
119,0.07,1.52,1.39,0.1,8,257
120,0.08,2.46,2.32,0.1,21,249
121,0.09,3.25,3.21,0.02,22,240
122,0.08,1.15,1.05,0.07,6,254
123,0.08,1.73,1.62,0.08,16,260
124,0.07,3.24,3.1,0.1,20,280
125,0.07,2.23,2.13,0.06,22,286
126,0.07,2.5,2.44,0.02,15,267
127,0.06,1.11,0.99,0.08,6,283
128,0.05,3.27,3.15,0.08,20,299
129,0.05,4.05,4.0,0.02,18,296
130,0.05,0.88,0.79,0.05,5,302
