,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.05,0.03,0.02,2,5
1,0.0,0.15,0.13,0.01,6,8
2,0.25,0.17,0.16,0.01,5,8
3,0.25,0.14,0.13,0.01,6,8
4,0.27,0.06,0.05,0.01,2,11
5,0.06,0.21,0.2,0.01,5,16
6,0.14,0.3,0.29,0.01,7,14
7,0.11,0.22,0.21,0.01,7,18
8,0.12,0.13,0.12,0.01,6,17
9,0.0,0.12,0.1,0.01,2,21
10,0.04,0.3,0.29,0.01,7,26
11,0.08,0.19,0.18,0.01,7,25
12,0.1,0.24,0.23,0.01,6,29
13,0.0,0.15,0.13,0.01,6,30
14,0.0,0.1,0.09,0.01,3,33
15,0.09,0.14,0.12,0.01,5,23
16,0.11,0.1,0.08,0.02,4,27
17,0.1,0.15,0.13,0.01,7,29
18,0.11,0.11,0.1,0.01,6,27
19,0.04,0.08,0.05,0.02,3,26
20,0.4,0.06,0.04,0.01,2,10
21,0.5,0.1,0.09,0.01,5,8
22,0.25,0.02,0.01,0.01,2,8
23,0.12,0.1,0.07,0.02,3,8
24,0.11,0.09,0.07,0.02,3,9
25,0.09,0.05,0.04,0.01,3,11
26,0.08,0.1,0.08,0.02,6,12
27,0.0,0.06,0.04,0.01,2,11
28,0.0,0.04,0.03,0.01,3,10
29,0.29,0.06,0.02,0.03,3,7
30,0.0,0.08,0.05,0.02,2,3
31,0.0,0.07,0.05,0.02,3,3
32,0.0,0.08,0.06,0.01,3,3
33,0.0,0.07,0.04,0.02,3,2
