,z_0,z_1,z_2,connected
0,386.0,-117.98010711553172,354.2758224942616,1.0
1,386.0,-119.39240506329111,359.8227848101265,1.0
2,386.0,-119.70000000000005,360.7,1.0
3,386.0,-122.67515923566879,368.9375796178344,1.0
4,386.0,-124.66666666666669,373.6666666666666,1.0
5,386.0,-125.9899497487437,375.95477386934664,1.0
6,386.0,-126.5,376.49999999999994,0.0
7,355.0,-27.980107115531723,237.27582249426166,1.0
8,355.0,-29.392405063291108,242.82278481012662,1.0
9,355.0,-29.700000000000045,243.7,1.0
10,355.0,-32.67515923566879,251.9375796178344,1.0
11,355.0,-34.666666666666686,256.6666666666667,1.0
12,355.0,-35.9899497487437,258.95477386934675,1.0
13,355.0,-36.5,259.5,0.0
14,343.0,-50.05681520229558,259.5047171067202,1.0
15,343.0,-50.39240506329111,260.8227848101266,1.0
16,343.0,-50.700000000000045,261.7,1.0
17,343.0,-53.67515923566879,269.9375796178344,1.0
18,343.0,-55.666666666666686,274.6666666666667,1.0
19,343.0,-56.9899497487437,276.95477386934675,1.0
20,343.0,-57.5,277.5,0.0
21,251.0,142.01989288446828,420.2758224942616,1.0
22,251.0,140.6075949367089,425.8227848101265,1.0
23,251.0,140.30000000000007,426.7,1.0
24,251.0,138.78553662321906,430.89322518773423,0.0
25,251.0,138.78321393064675,430.8996562267063,1.0
26,251.0,135.97500000000002,438.675,1.0
27,251.0,134.5038461538462,441.42692307692306,1.0
28,251.0,133.5,442.49999999999994,0.0
29,161.0,145.01989288446828,238.27582249426166,1.0
30,161.0,143.6075949367089,243.82278481012662,1.0
31,161.0,143.30000000000007,244.7,1.0
32,161.0,142.02608692476713,248.22719284992223,0.0
33,53.0,195.77397684701782,509.2416859615051,1.0
34,53.0,194.6075949367089,513.8227848101264,1.0
35,53.0,194.30000000000007,514.7,1.0
36,53.0,189.97500000000002,526.675,1.0
37,53.0,188.5038461538462,529.426923076923,1.0
38,53.0,187.5,530.5,0.0
39,22.0,286.0198928844683,391.2758224942616,1.0
40,22.0,284.6075949367089,396.8227848101265,1.0
41,22.0,284.30000000000007,397.7,1.0
42,22.0,279.975,409.675,1.0
43,22.0,278.5038461538462,412.42692307692306,1.0
44,22.0,277.5,413.49999999999994,0.0
45,10.0,263.9427927022266,413.50625710672017,1.0
46,10.0,263.6075949367089,414.8227848101265,1.0
47,10.0,263.30000000000007,415.6999999999999,1.0
48,10.0,258.975,427.675,1.0
49,10.0,257.5038461538462,430.42692307692306,1.0
50,10.0,256.5,431.49999999999994,0.0
51,-193.0,289.0198928844683,214.2758224942616,1.0
52,-193.0,287.6075949367089,219.82278481012656,1.0
53,-193.0,287.30000000000007,220.69999999999993,1.0
54,-193.0,286.02752692476713,224.22320579789908,0.0
55,-236.0,358.0198928844683,115.27582249426166,1.0
56,-236.0,356.6075949367089,120.82278481012662,1.0
57,-236.0,356.30000000000007,121.69999999999999,1.0
58,-236.0,351.975,133.675,1.0
59,-236.0,350.5038461538462,136.42692307692312,1.0
60,-236.0,349.5,137.5,0.0
