,z_0,z_1,z_2,connected
0,209.0,242.7046764894299,-112.6463805253043,1.0
1,209.0,242.57902554961376,-111.19851455733809,1.0
2,209.0,241.04961318533466,-100.40184998318196,1.0
3,209.0,236.63400000000004,-92.49799999999999,1.0
4,209.0,233.0283018867925,-87.46698113207549,1.0
5,209.0,212.24803149606302,-64.56259842519688,1.0
6,209.0,211.2773279352227,-63.87145748987854,1.0
7,209.0,206.14566929133858,-61.62401574803147,1.0
8,209.0,203.00000000000003,-60.375,0.0
9,194.0,79.70467648942986,-33.64638052530432,1.0
10,194.0,78.65780730897009,-21.583388704318963,1.0
11,194.0,75.61224489795919,-14.92244897959182,1.0
12,194.0,74.64285714285714,-13.528571428571468,1.0
13,194.0,73.66580310880829,-12.444041450777206,1.0
14,194.0,49.75,13.905585106383,1.0
15,194.0,48.8359375,14.892578125,1.0
16,194.0,45.525000000000006,16.431250000000034,1.0
17,194.0,40.0,18.625,0.0
18,178.0,53.58928871589842,9.683223778970273,1.0
19,178.0,52.65780730897009,20.416611295681037,1.0
20,178.0,52.64266456152117,20.449729949778998,0.0
21,178.0,52.64111517591215,20.45311860604653,1.0
22,178.0,49.61224489795919,27.07755102040818,1.0
23,178.0,48.64285714285714,28.471428571428532,1.0
24,178.0,47.66580310880829,29.555958549222794,1.0
25,178.0,23.75,55.905585106383,1.0
26,178.0,22.8359375,56.892578125,1.0
27,178.0,19.525000000000006,58.431250000000034,1.0
28,178.0,14.0,60.625,0.0
29,145.0,257.70467648942986,-183.6463805253043,1.0
30,145.0,257.5790255496138,-182.1985145573381,1.0
31,145.0,256.0496131853347,-171.40184998318196,1.0
32,145.0,251.63400000000004,-163.498,1.0
33,145.0,248.0283018867925,-158.4669811320755,1.0
34,145.0,242.70807497460729,-152.60293263834234,0.0
35,127.0,266.9250480461243,-148.27033952594493,1.0
36,127.0,266.85145573380873,-147.42234105763515,1.0
37,127.0,265.97710999712774,-141.2500242506915,0.0
38,127.0,265.9768590310316,-141.24825259196598,1.0
39,127.0,265.35099226370676,-136.83003699966366,1.0
40,127.0,260.866,-128.80200000000002,1.0
41,127.0,256.0471698113207,-122.07830188679245,1.0
42,127.0,245.7932964609536,-110.77630075645831,0.0
43,127.0,245.79141262631603,-110.77422436049787,1.0
44,127.0,241.91780427061698,-106.50466450553665,0.0
45,123.0,177.70467648942983,128.35361947469568,1.0
46,123.0,176.6578073089701,140.41661129568104,1.0
47,123.0,175.7629094454929,142.37383952612475,0.0
48,123.0,175.7608025897663,142.37844742348807,1.0
49,123.0,173.61224489795913,147.07755102040818,1.0
50,123.0,172.64285714285714,148.47142857142853,1.0
51,123.0,171.66580310880826,149.5559585492228,1.0
52,123.0,147.75,175.905585106383,1.0
53,123.0,146.8359375,176.892578125,1.0
54,123.0,143.525,178.43125000000003,1.0
55,123.0,138.0,180.625,0.0
56,111.0,239.8298126979623,-98.21020034909861,1.0
57,111.0,239.35099226370673,-94.83003699966366,1.0
58,111.0,237.66014291496876,-91.80345404602716,0.0
59,111.0,237.6588769080324,-91.80118792159959,1.0
60,111.0,234.866,-86.80200000000002,1.0
61,111.0,234.56980975749994,-86.3887267165116,0.0
62,111.0,234.56814683404176,-86.38640644481075,1.0
63,111.0,230.04716981132074,-80.07830188679245,1.0
64,111.0,214.38190759349303,-62.81177193823106,0.0
65,111.0,214.3795885950307,-62.80921589698244,1.0
