,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.07,0.03,0.03,2,10
1,0.0,0.21,0.18,0.03,11,20
2,0.05,0.19,0.18,0.01,12,19
3,0.0,0.13,0.08,0.04,5,27
4,0.0,0.2,0.18,0.01,10,33
5,0.04,0.2,0.19,0.01,8,28
6,0.07,0.07,0.05,0.01,2,30
7,0.03,0.14,0.12,0.0,5,30
8,0.29,0.06,0.04,0.01,3,17
9,0.24,0.17,0.14,0.02,6,25
10,0.22,0.15,0.14,0.01,11,27
11,0.21,0.11,0.1,0.01,5,28
12,0.25,0.12,0.1,0.01,4,28
13,0.21,0.11,0.09,0.01,4,28
14,0.13,0.12,0.09,0.02,4,31
15,0.55,0.19,0.17,0.01,5,22
16,0.64,0.21,0.2,0.0,4,22
17,0.57,0.09,0.08,0.01,2,23
18,0.46,0.1,0.06,0.04,3,26
19,0.39,0.11,0.08,0.02,7,28
20,0.24,0.17,0.15,0.01,5,34
21,0.27,0.21,0.2,0.01,8,30
22,0.37,0.17,0.15,0.01,6,27
23,0.38,0.08,0.06,0.01,5,24
24,0.33,0.03,0.02,0.0,1,24
25,0.29,0.06,0.04,0.01,2,28
26,0.35,0.11,0.1,0.01,5,26
27,0.29,0.14,0.12,0.01,4,28
28,0.32,0.16,0.15,0.01,6,25
29,0.3,0.07,0.05,0.01,3,27
30,0.35,0.11,0.1,0.0,4,26
31,0.28,0.06,0.04,0.01,3,29
32,0.32,0.11,0.09,0.01,6,28
33,0.26,0.08,0.05,0.02,4,31
34,0.25,0.07,0.05,0.02,5,32
35,0.17,0.09,0.06,0.03,3,40
36,0.16,0.2,0.18,0.01,10,37
37,0.08,0.05,0.04,0.01,2,36
38,0.08,0.1,0.06,0.03,2,37
39,0.39,0.11,0.1,0.0,8,23
40,0.3,0.11,0.07,0.04,5,27
41,0.26,0.06,0.05,0.01,6,27
42,0.21,0.06,0.04,0.01,3,28
43,0.16,0.05,0.04,0.01,3,31
44,0.25,0.09,0.07,0.01,5,28
45,0.39,0.08,0.05,0.02,7,18
46,0.33,0.01,0.0,0.01,0,18
47,0.31,0.02,0.01,0.01,1,16
48,0.27,0.02,0.0,0.01,0,15
49,0.12,0.01,0.0,0.0,1,16
50,0.07,0.04,0.02,0.03,1,15
51,0.06,0.07,0.05,0.02,3,18
52,0.5,0.13,0.11,0.01,7,6
53,0.75,0.02,0.01,0.01,2,4
54,0.5,0.03,0.0,0.02,1,4
55,0.5,0.06,0.03,0.02,2,4
56,0.25,0.03,0.02,0.01,1,4
57,0.0,0.06,0.02,0.04,3,3
58,0.0,0.03,0.02,0.01,3,2
