,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.08,0.02,0.05,2,8
1,0.25,0.18,0.15,0.02,9,8
2,0.0,0.32,0.3,0.01,9,9
3,0.0,0.06,0.03,0.02,3,15
4,0.0,0.25,0.24,0.01,9,18
5,0.13,0.11,0.1,0.01,5,15
6,0.17,0.18,0.17,0.01,6,18
7,0.43,0.11,0.09,0.02,5,14
8,0.69,0.14,0.12,0.01,6,13
9,0.64,0.16,0.15,0.01,7,14
10,0.5,0.13,0.1,0.02,4,12
11,0.46,0.22,0.21,0.0,9,13
12,0.07,0.09,0.08,0.01,3,14
13,0.06,0.13,0.12,0.01,5,18
14,0.36,0.13,0.12,0.01,6,14
15,0.43,0.16,0.15,0.01,6,14
16,0.33,0.15,0.13,0.02,4,15
17,0.17,0.19,0.18,0.01,4,18
18,0.16,0.07,0.06,0.01,4,19
19,0.2,0.13,0.11,0.02,3,20
20,0.04,0.16,0.15,0.01,7,23
21,0.04,0.1,0.09,0.01,5,26
22,0.53,0.11,0.09,0.01,5,15
23,0.53,0.15,0.14,0.01,7,17
24,0.45,0.17,0.16,0.01,5,20
25,0.38,0.17,0.16,0.01,6,21
26,0.38,0.05,0.04,0.01,3,21
27,0.53,0.05,0.04,0.01,3,15
28,0.5,0.12,0.11,0.01,4,16
29,0.44,0.08,0.06,0.01,4,16
30,0.64,0.05,0.04,0.0,3,14
31,0.77,0.05,0.03,0.01,2,13
32,0.83,0.06,0.01,0.04,2,12
33,0.36,0.05,0.03,0.02,3,11
34,0.75,0.09,0.06,0.02,3,4
35,0.25,0.06,0.05,0.01,5,4
36,0.5,0.05,0.03,0.02,3,2
37,0.0,0.02,0.01,0.01,1,2
