,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.07,0.05,0.02,2,7
1,0.0,0.25,0.23,0.02,8,13
2,0.0,0.22,0.2,0.02,8,19
3,0.0,0.24,0.23,0.01,8,22
4,0.0,0.17,0.15,0.02,8,28
5,0.09,0.25,0.23,0.02,8,22
6,0.0,0.21,0.2,0.01,7,23
7,0.2,0.13,0.12,0.01,3,20
8,0.21,0.21,0.2,0.01,5,24
9,0.0,0.17,0.15,0.01,6,24
10,0.0,0.18,0.16,0.02,8,24
11,0.17,0.16,0.16,0.0,8,18
12,0.09,0.2,0.18,0.02,5,23
13,0.25,0.19,0.17,0.01,8,20
14,0.41,0.15,0.14,0.01,5,17
15,0.35,0.13,0.11,0.01,7,17
16,0.29,0.07,0.05,0.02,3,14
17,0.0,0.16,0.14,0.02,3,20
18,0.12,0.19,0.18,0.01,7,16
19,0.1,0.12,0.1,0.02,4,21
20,0.09,0.15,0.14,0.01,6,22
21,0.09,0.06,0.04,0.01,4,23
22,0.1,0.09,0.08,0.01,4,21
23,0.1,0.03,0.02,0.01,2,20
24,0.11,0.04,0.03,0.01,2,19
25,0.11,0.03,0.03,0.01,1,19
26,0.16,0.08,0.06,0.02,3,19
27,0.2,0.04,0.03,0.01,3,15
28,0.16,0.14,0.12,0.01,6,19
29,0.16,0.09,0.08,0.01,6,19
30,0.19,0.07,0.05,0.01,4,16
31,0.19,0.03,0.02,0.01,1,16
32,0.2,0.01,0.01,0.0,1,15
33,0.15,0.05,0.02,0.03,2,20
34,0.31,0.1,0.09,0.01,8,13
35,0.27,0.02,0.01,0.01,2,11
36,0.25,0.01,0.0,0.01,0,12
37,0.3,0.05,0.03,0.01,3,10
38,0.33,0.03,0.02,0.01,2,9
39,0.33,0.01,0.01,0.01,1,9
40,0.5,0.08,0.07,0.01,4,6
41,0.5,0.03,0.02,0.01,1,6
42,1.33,0.04,0.02,0.01,2,3
43,1.5,0.05,0.04,0.02,2,2
44,1.0,0.02,0.02,0.0,1,3
45,0.0,0.07,0.02,0.04,3,2
