,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.08,0.03,0.04,2,6
1,0.0,0.19,0.16,0.03,7,8
2,0.0,0.11,0.1,0.01,7,9
3,0.25,0.04,0.02,0.01,3,4
4,1.0,0.02,0.01,0.01,2,1
5,0.0,0.11,0.08,0.02,2,1
6,0.0,0.18,0.12,0.05,2,8
7,0.0,0.35,0.34,0.0,7,9
8,0.25,0.12,0.08,0.03,3,4
9,2.0,0.13,0.12,0.01,2,1
10,0.0,0.12,0.09,0.03,2,1
11,0.0,0.12,0.07,0.04,2,7
12,1.0,0.24,0.23,0.01,8,1
13,0.0,0.11,0.08,0.03,2,1
14,0.0,0.08,0.04,0.03,2,1
15,0.0,0.14,0.12,0.02,2,4
16,0.33,0.13,0.12,0.01,3,3
17,0.0,0.15,0.12,0.03,4,1
18,0.0,0.06,0.02,0.03,2,1
19,0.0,0.11,0.07,0.04,2,1
20,0.0,0.15,0.12,0.03,2,8
21,0.0,0.43,0.42,0.01,8,7
22,0.0,0.17,0.16,0.01,3,5
23,0.0,0.15,0.11,0.03,3,4
24,0.33,0.07,0.04,0.01,1,3
25,0.0,0.2,0.17,0.03,4,1
26,0.0,0.05,0.02,0.02,2,1
27,0.0,0.09,0.06,0.02,2,1
28,0.0,0.06,0.04,0.02,2,1
