,connected,z_0,z_1,z_2
0,0.0,908.0,97.0,132.5553347451031
1,0.0,856.0,-57.0,182.27310522436073
2,0.0,845.0,-22.0,339.555334745103
3,0.0,834.0,102.0,501.555334745103
4,0.0,760.0,213.0,227.4118960418209
5,0.0,715.0,121.0,446.555334745103
6,0.0,713.0,187.0,344.555334745103
7,0.0,706.0,-50.0,508.555334745103
8,0.0,703.0,-56.0,560.555334745103
9,0.0,697.0,94.0,510.555334745103
10,0.0,679.0,-40.0,596.555334745103
11,0.0,673.0,110.0,546.555334745103
12,0.0,652.0,2.0,653.555334745103
13,0.0,650.0,68.0,551.555334745103
14,0.0,642.0,169.0,420.555334745103
15,0.0,628.0,18.0,689.555334745103
16,0.0,626.0,84.0,587.555334745103
17,0.0,623.0,205.0,312.555334745103
18,0.0,615.0,334.0,290.555334745103
19,0.0,599.0,221.0,348.555334745103
20,0.0,593.0,-74.0,708.5553347451032
21,0.0,583.0,-34.0,721.555334745103
22,0.0,579.0,50.0,627.555334745103
23,0.0,578.0,113.0,455.555334745103
24,0.0,576.0,179.0,353.555334745103
25,0.0,555.0,66.0,663.555334745103
26,0.0,554.0,129.0,491.555334745103
27,0.0,552.0,215.0,497.555334745103
28,0.0,536.0,102.0,555.5553347451043
29,0.0,528.0,231.0,533.555334745103
30,0.0,497.0,-140.0,748.555334745103
31,0.0,491.0,10.0,698.555334745103
32,0.0,489.0,76.0,596.555334745103
33,0.0,478.0,326.0,299.555334745103
34,0.0,462.0,-232.0,767.555334745103
35,0.0,454.0,342.0,335.555334745103
36,0.0,452.0,-192.0,780.555334745103
37,0.0,446.0,-42.0,730.555334745103
38,0.0,444.0,-16.0,739.555334745103
39,0.0,436.0,85.0,608.555334745103
40,0.0,433.0,234.0,442.555334745103
41,0.0,431.0,300.0,340.555334745103
42,0.0,418.0,58.0,672.555334745103
43,0.0,411.0,-174.0,860.555334745103
44,0.0,409.0,250.0,478.555334745103
45,0.0,409.0,-108.0,758.555334745103
46,0.0,407.0,316.0,376.555334745103
47,0.0,401.0,-134.0,873.555334745103
48,0.0,399.0,-68.0,771.555334745103
49,0.0,391.0,223.0,542.555334745103
50,0.0,373.0,-34.0,743.0525165817721
51,0.0,371.0,32.0,713.555334745103
52,0.0,366.0,-226.0,892.555334745103
53,0.0,360.0,282.0,416.555334745103
54,0.0,346.0,131.0,685.555334745103
55,0.0,344.0,197.0,583.555334745103
56,0.0,338.0,-126.0,834.555334745103
57,0.0,336.0,298.0,452.555334745103
58,0.0,332.0,-77.0,798.555334745103
59,0.0,328.0,-86.0,847.555334745103
60,0.0,317.0,334.0,344.555334745103
61,0.0,311.0,39.0,704.5553347451028
62,0.0,301.0,79.0,717.555334745103
63,0.0,273.0,179.0,647.8442608088405
64,0.0,272.0,242.0,487.555334745103
65,0.0,270.0,308.0,385.555334745103
66,0.0,239.0,-375.0,902.555334745103
67,0.0,229.0,-335.0,915.5553347451032
68,0.0,209.0,-67.0,792.555334745103
69,0.0,199.0,290.0,461.555334745103
70,0.0,195.0,-85.0,807.555334745103
71,0.0,194.0,-427.0,934.555334745103
72,0.0,186.0,-251.0,893.555334745103
73,0.0,176.0,-211.0,906.555334745103
74,0.0,154.0,198.0,604.555334745103
75,0.0,152.0,264.0,502.555334745103
76,0.0,148.0,-111.0,848.555334745103
77,0.0,143.0,-369.0,1027.555334745103
78,0.0,141.0,-303.0,925.555334745103
79,0.0,121.0,54.0,718.555334745103
80,0.0,115.0,-269.0,969.5553347451032
81,0.0,105.0,-229.0,942.3385891609032
82,0.0,103.0,-163.0,880.555334745103
83,0.0,78.0,-64.0,852.5553347451037
84,0.0,76.0,2.0,750.5553347451016
85,0.0,70.0,-321.0,1001.5553347451032
86,0.0,50.0,36.0,794.555334745103
87,0.0,48.0,102.0,692.555334745103
88,0.0,15.0,-56.0,810.9329346637942
89,0.0,5.0,-16.0,826.555334745103
