,connected,z_0,z_1,z_2
0,0.0,896.0,351.0,-104.17116240266967
1,0.0,887.0,234.0,56.828837597330335
2,0.0,834.0,267.0,91.82883759733033
3,0.0,803.0,430.0,13.828837597330335
4,0.0,791.0,169.0,145.8288375973301
5,0.0,788.0,466.0,-160.17116240266967
6,0.0,778.0,509.0,-40.16704610130898
7,0.0,763.0,545.0,-214.16704610130898
8,0.0,761.0,529.0,-155.17116240266967
9,0.0,752.0,106.0,160.82883759733033
10,0.0,750.0,463.0,48.828837597330335
11,0.0,741.0,346.0,209.82883759733033
12,0.0,736.0,608.0,-209.16704610130898
13,0.0,729.0,85.0,341.82883759733033
14,0.0,725.0,542.0,-5.1670461013089835
15,0.0,716.0,425.0,155.83295389869102
16,0.0,670.0,624.0,-107.06587816842773
17,0.0,664.0,106.0,266.82883759733056
18,0.0,659.0,185.0,278.82883759733033
19,0.0,651.0,446.0,80.8329538986909
20,0.0,647.0,-76.0,410.82883759733056
21,0.0,645.0,281.0,298.82883759733056
22,0.0,643.0,687.0,-91.16704610130898
23,0.0,632.0,621.0,112.83295389869102
24,0.0,628.0,723.0,-265.167046101309
25,0.0,620.0,360.0,244.8329538986908
26,0.0,617.0,657.0,-90.3556215396909
27,0.0,606.0,218.0,313.82883759733056
28,0.0,594.0,-43.0,445.82883759733056
29,0.0,590.0,720.0,-56.16704610130898
30,0.0,581.0,297.0,259.832953898691
31,0.0,572.0,743.0,-336.1670461013091
32,0.0,571.0,185.0,384.82883759733056
33,0.0,567.0,642.0,37.83295389869102
34,0.0,558.0,525.0,198.8329538986908
35,0.0,553.0,1.0,419.7732644017725
36,0.0,546.0,264.0,330.8329538986908
37,0.0,510.0,153.0,402.82883759733033
38,0.0,510.0,-10.0,425.8288375973301
39,0.0,501.0,36.0,563.8288375973301
40,0.0,497.0,493.0,216.83295389869102
41,0.0,493.0,546.0,123.83295389869079
42,0.0,489.0,672.0,44.8329538986909
43,0.0,488.0,376.0,377.832953898691
44,0.0,485.0,538.0,193.83295389869102
45,0.0,476.0,115.0,509.832953898691
46,0.0,462.0,460.0,287.8329538986908
47,0.0,447.0,771.0,-124.1670461013091
48,0.0,440.0,248.0,426.8288375973301
49,0.0,439.0,782.0,-338.167046101309
50,0.0,436.0,705.0,79.83295389869079
51,0.0,427.0,588.0,240.83295389869102
52,0.0,423.0,397.0,302.83295389869124
53,0.0,417.0,69.0,543.8288375973303
54,0.0,411.0,136.0,434.8329538986908
55,0.0,404.0,409.0,357.8329538986908
56,0.0,392.0,311.0,466.832953898691
57,0.0,392.0,148.0,489.832953898691
58,0.0,362.0,609.0,165.8329538986908
59,0.0,350.0,410.0,297.8329538986908
60,0.0,345.0,427.0,309.8329538986908
61,0.0,335.0,-92.0,612.8288375973303
62,0.0,331.0,523.0,329.832953898691
63,0.0,327.0,332.0,391.832953898691
64,0.0,318.0,215.0,552.832953898691
65,0.0,308.0,344.0,446.8329538986908
66,0.0,300.0,31.0,587.7732644017725
67,0.0,292.0,460.0,344.8329538986908
68,0.0,289.0,622.0,160.8329538986908
69,0.0,282.0,-59.0,647.8288375973303
70,0.0,266.0,544.0,254.8329538986908
71,0.0,257.0,427.0,415.8329538986908
72,0.0,257.0,20.0,593.832953898691
73,0.0,253.0,236.0,477.832953898691
74,0.0,234.0,248.0,532.832953898691
75,0.0,216.0,64.0,567.7732644017725
76,0.0,196.0,395.0,433.8329538986908
77,0.0,187.0,278.0,594.832953898691
78,0.0,167.0,-258.0,717.3469132369299
79,0.0,164.0,99.0,711.832953898691
80,0.0,122.0,299.0,519.832953898691
81,0.0,112.0,428.0,375.24643750132725
82,0.0,103.0,311.0,574.832953898691
83,0.0,99.0,120.0,636.832953898691
84,0.0,38.0,332.0,489.28862503271205
85,0.0,21.0,150.0,643.832953898691
86,0.0,-32.0,183.0,678.832953898691
87,0.0,-34.0,-263.0,741.2053973013493
88,0.0,-147.0,-16.0,748.3500284575983
