,connected,z_0,z_1,z_2
0,0.0,947.0,215.0,-519.6878277514128
1,0.0,930.0,305.0,-350.6878277514128
2,0.0,922.0,445.0,-240.68782775141278
3,0.0,909.0,185.0,-197.6878277514129
4,0.0,892.0,275.0,-28.687827751412897
5,0.0,877.0,328.0,-149.68782775141278
6,0.0,866.0,504.0,-249.68782775141278
7,0.0,865.0,162.0,9.312172248587103
8,0.0,863.0,186.0,-23.706275391152644
9,0.0,850.0,-74.0,19.293724608847697
10,0.0,836.0,334.0,-37.68782775141278
11,0.0,836.0,73.0,14.293724608847356
12,0.0,828.0,474.0,72.3121722485871
13,0.0,806.0,-97.0,226.2937246088477
14,0.0,799.0,385.0,77.16682591104723
15,0.0,791.0,-44.0,105.2937246088477
16,0.0,786.0,125.0,79.49774004100846
17,0.0,769.0,215.0,289.2937246088477
18,0.0,754.0,268.0,128.54304691719335
19,0.0,742.0,102.0,327.2937246088477
20,0.0,733.0,569.0,-160.6302416176468
21,0.0,731.0,574.0,-64.68782775141278
22,0.0,703.0,399.0,75.31217224858733
23,0.0,701.0,404.0,147.3121722485871
24,0.0,674.0,291.0,185.3121722485871
25,0.0,672.0,585.0,-217.31046553076033
26,0.0,672.0,315.0,152.2937246088477
27,0.0,648.0,610.0,-234.68782775141278
28,0.0,641.0,639.0,-189.68782775141278
29,0.0,617.0,27.0,330.2937246088477
30,0.0,615.0,32.0,402.2937246088477
31,0.0,607.0,519.0,10.312172248587103
32,0.0,601.0,630.0,-86.68782775141278
33,0.0,577.0,349.0,222.3121722485871
34,0.0,571.0,460.0,125.31217224858733
35,0.0,571.0,71.0,347.2937246088477
36,0.0,556.0,658.0,88.3121722485871
37,0.0,550.0,236.0,260.3121722485871
38,0.0,548.0,260.0,227.29372460884815
39,0.0,545.0,771.0,-97.68782775141278
40,0.0,526.0,488.0,300.3121722485871
41,0.0,515.0,601.0,114.31217224858733
42,0.0,511.0,541.0,179.3121722485871
43,0.0,503.0,143.0,318.2937246088477
44,0.0,497.0,399.0,305.2937246088477
45,0.0,491.0,-23.0,477.29372460884747
46,0.0,485.0,88.0,380.2937246088477
47,0.0,484.0,139.0,348.2937246088477
48,0.0,470.0,286.0,343.2937246088477
49,0.0,452.0,282.0,396.2937246088477
50,0.0,447.0,16.0,422.29372460884747
51,0.0,440.0,116.0,555.2937246088477
52,0.0,429.0,588.0,163.3121722485871
53,0.0,425.0,169.0,434.2937246088477
54,0.0,420.0,696.0,-94.68782775141278
55,0.0,418.0,701.0,-22.687827751412783
56,0.0,396.0,155.0,500.2937246088479
57,0.0,374.0,300.0,341.3121722485869
58,0.0,372.0,305.0,413.3121722485878
59,0.0,343.0,216.0,418.2937246088477
60,0.0,328.0,344.0,358.3121722485871
61,0.0,324.0,706.0,-82.68782775141278
62,0.0,320.0,790.0,-313.6878277514128
63,0.0,313.0,819.0,-268.6878277514128
64,0.0,305.0,533.0,238.3121722485871
65,0.0,299.0,644.0,141.3121722485871
66,0.0,288.0,757.0,-44.68782775141278
67,0.0,284.0,697.0,20.312172248587103
68,0.0,273.0,810.0,-165.68782775141278
69,0.0,260.0,416.0,329.3121722485871
70,0.0,248.0,250.0,488.3121722485871
71,0.0,243.0,785.0,130.3121722485871
72,0.0,242.0,361.0,391.3121722485871
73,0.0,242.0,-28.0,613.2937246088477
74,0.0,228.0,838.0,9.312172248587103
75,0.0,219.0,161.0,493.2937246088477
76,0.0,216.0,672.0,168.3121722485871
77,0.0,204.0,289.0,433.3121722485871
78,0.0,198.0,668.0,221.3121722485871
79,0.0,198.0,400.0,336.3121722485871
80,0.0,186.0,502.0,380.3121722485871
81,0.0,174.0,44.0,584.2937246088477
82,0.0,171.0,555.0,259.3121722485871
83,0.0,157.0,413.0,385.2937246088477
84,0.0,142.0,541.0,325.3121722485871
85,0.0,118.0,-83.0,688.2937246088477
86,0.0,112.0,296.0,476.2937246088477
87,0.0,112.0,28.0,591.2937246088475
88,0.0,89.0,602.0,243.3121722485871
89,0.0,68.0,335.0,421.2937246088477
90,0.0,56.0,169.0,580.2937246088477
91,0.0,-12.0,358.0,438.3121722485871
92,0.0,-23.0,713.0,159.3121722485871
93,0.0,-29.0,824.0,62.3121722485871
94,0.0,-35.0,547.0,318.3121722485871
95,0.0,-79.0,586.0,263.3121722485871
96,0.0,-80.0,430.0,409.3121722485871
97,0.0,-85.0,697.0,166.3121722485871
98,0.0,-136.0,303.0,513.3121722485871
99,0.0,-142.0,414.0,416.3121722485871
100,0.0,-154.0,-44.0,620.2937246088477
101,0.0,-165.0,214.0,518.2937246088477
102,0.0,-210.0,97.0,609.2937246088477
103,0.0,-408.0,342.0,445.3121722485871
