,connected,z_0,z_1,z_2
0,0.0,670.0,570.0,296.80411361410404
1,0.0,665.0,375.0,384.80411361410404
2,0.0,626.0,292.0,554.804113614104
3,0.0,596.0,655.0,419.5403199477636
4,0.0,584.0,673.0,360.80411361410404
5,0.0,570.0,450.0,459.8041136141038
6,0.0,557.0,572.0,589.5403199477638
7,0.0,552.0,377.0,677.5403199477638
8,0.0,545.0,590.0,530.804113614104
9,0.0,540.0,395.0,618.804113614104
10,0.0,535.0,732.0,288.5403199477636
11,0.0,523.0,750.0,229.80411361410404
12,0.0,501.0,93.0,735.804113614104
13,0.0,471.0,675.0,653.5403199477638
14,0.0,468.0,713.0,298.86026771139416
15,0.0,449.0,835.0,352.5403199477636
16,0.0,432.0,373.0,770.5403199477638
17,0.0,420.0,391.0,711.804113614104
18,0.0,410.0,752.0,522.5403199477636
19,0.0,381.0,47.0,850.5403199477636
20,0.0,369.0,65.0,791.804113614104
21,0.0,355.0,715.0,591.5964740450539
22,0.0,348.0,532.0,727.3679399281749
23,0.0,343.0,733.0,532.8602677113942
24,0.0,336.0,550.0,668.6317335945156
25,0.0,333.0,875.0,290.5964740450539
26,0.0,324.0,610.0,655.5403199477638
27,0.0,321.0,893.0,231.86026771139416
28,0.0,302.0,770.0,354.5403199477638
29,0.0,300.0,345.0,826.5403199477638
30,0.0,294.0,792.0,460.5964740450539
31,0.0,285.0,553.0,703.5403199477638
32,0.0,282.0,810.0,384.2115935240539
33,0.0,276.0,62.0,827.8041136141043
34,0.0,246.0,-78.0,865.6317335945154
35,0.0,226.0,833.0,363.5403199477636
36,0.0,225.0,-264.0,907.804113614104
37,0.0,223.0,687.0,647.5964740450539
38,0.0,216.0,504.0,783.3679399281751
39,0.0,208.0,895.0,524.5964740450539
40,0.0,204.0,723.0,533.5964740450539
41,0.0,201.0,712.0,660.3679399281749
42,0.0,192.0,582.0,702.9824212436803
43,0.0,177.0,790.0,588.5403199477638
44,0.0,177.0,202.0,900.3679399281749
45,0.0,165.0,220.0,841.6317335945156
46,0.0,156.0,16.0,942.5403199477638
47,0.0,153.0,280.0,828.5403199477638
48,0.0,100.0,544.0,721.4240940254653
49,0.0,85.0,752.0,598.4240940254653
50,0.0,69.0,439.0,785.3679399281749
51,0.0,61.0,830.0,526.5964740450539
52,0.0,54.0,647.0,662.3679399281749
53,0.0,30.0,382.0,833.3679399281751
54,0.0,26.0,210.0,842.3679399281749
55,0.0,21.0,-109.0,957.6317335945156
56,0.0,-47.0,724.0,654.4240940254653
57,0.0,-71.0,802.0,582.5964740450539
58,0.0,-78.0,619.0,718.3679399281751
59,0.0,-114.0,53.0,949.3679399281749
60,0.0,-117.0,317.0,835.3679399281749
61,0.0,-118.0,-119.0,958.3679399281749
