,connected,z_0,z_1,z_2
0,0.0,915.0,-117.0,-92.01411319214765
1,0.0,900.0,-51.0,-215.01411319214765
2,0.0,853.0,28.0,-342.01411319214753
3,0.0,852.0,-45.0,-121.01411319214765
4,0.0,850.0,-1.0,-247.01411319214753
5,0.0,841.0,62.0,166.98588680785247
6,0.0,815.0,-39.0,287.98588680785247
7,0.0,811.0,106.0,58.98588680785235
8,0.0,794.0,141.0,39.98588680785247
9,0.0,793.0,68.0,260.98588680785247
10,0.0,791.0,112.0,134.98588680785247
11,0.0,779.0,207.0,-83.01411319214765
12,0.0,778.0,134.0,137.98588680785247
13,0.0,776.0,178.0,11.985886807852353
14,0.0,764.0,185.0,-68.01411319214776
15,0.0,763.0,112.0,152.98588680785247
16,0.0,761.0,156.0,26.985886807852353
17,0.0,749.0,251.0,-191.01411319214753
18,0.0,748.0,178.0,29.985886807853603
19,0.0,746.0,222.0,-96.01411319214765
20,0.0,731.0,213.0,10.985886807852353
21,0.0,729.0,257.0,-115.01411319214765
22,0.0,728.0,184.0,105.98588680785247
23,0.0,726.0,-240.00000000062204,325.36060270285975
24,0.0,723.0,112.0,225.98588680785247
25,0.0,714.0,-168.0,538.3606027028864
26,0.0,711.0,184.0,438.98588680785247
27,0.0,701.0,257.0,-97.01411319214776
28,0.0,699.0,301.0,-223.01411319214765
29,0.0,698.0,228.0,-2.014113192147647
30,0.0,692.0,-61.0,511.36060270288635
31,0.0,690.0,364.0,190.98588680785247
32,0.0,689.0,291.0,396.59214273461225
33,0.0,687.0,335.0,267.1250455540646
34,0.0,666.0,-162.0,632.3606027028864
35,0.0,663.0,190.0,532.9858868078525
36,0.0,661.0,234.0,406.98588680785247
37,0.0,648.0,256.0,409.98588680785247
38,0.0,646.0,300.0,283.98588680785247
39,0.0,642.0,370.0,284.98588680785247
40,0.0,640.0,414.0,158.98588680785247
41,0.0,639.0,341.0,379.98588680785247
42,0.0,632.0,-338.0,633.3606027028864
43,0.0,629.0,14.0,533.9858868078525
44,0.0,627.0,436.0,161.98588680785247
45,0.0,625.0,480.0,35.98588680785235
46,0.0,624.0,407.0,256.98588680785247
47,0.0,596.0,-118.0,597.3606027028864
48,0.0,577.0,486.0,129.98588680785247
49,0.0,574.0,-11.0,570.3606027028864
50,0.0,563.0,134.0,562.3606027028864
51,0.0,562.0,61.0,783.3606027028864
52,0.0,560.0,312.0,423.98588680785247
53,0.0,560.0,105.0,657.3606027028864
54,0.0,553.0,217.0,515.985886807852
55,0.0,541.0,241.0,535.3606027028864
56,0.0,540.0,510.0,-166.01411319214765
57,0.0,538.0,212.0,630.3606027028864
58,0.0,537.0,410.0,291.7127941062579
59,0.0,536.0,337.0,512.7127941062579
60,0.0,534.0,381.0,386.7127941062581
61,0.0,530.0,441.0,141.98588680785247
62,0.0,528.0,-115.0,784.3606027028864
63,0.0,515.0,517.0,264.7127941062579
64,0.0,515.0,140.0,656.3606027028864
65,0.0,514.0,-104.0,817.3876254503346
66,0.0,513.0,561.0,138.7127941062579
67,0.0,513.0,391.0,296.98588680785247
68,0.0,512.0,488.0,359.7127941062579
69,0.0,512.0,318.0,517.9858868078525
70,0.0,512.0,111.0,751.3606027028864
71,0.0,510.0,362.0,391.9858868078527
72,0.0,497.0,384.0,394.98588680785247
73,0.0,489.0,416.0,385.5580406880913
74,0.0,486.0,387.0,480.5580406880913
75,0.0,480.0,-109.0,878.3606027028864
76,0.0,465.0,567.0,232.55804068809107
77,0.0,450.0,633.0,109.71279410625789
78,0.0,447.0,434.0,362.98588680785224
79,0.0,433.0,82.0,795.3606027028864
80,0.0,413.0,657.0,-186.2872058937421
81,0.0,412.0,262.0,547.3606027028866
82,0.0,411.0,189.0,768.3606027028864
83,0.0,409.0,233.0,642.3606027028864
84,0.0,407.0,358.0,524.7127941062579
85,0.0,404.0,-77.0,800.3876254503346
86,0.0,388.0,287.0,636.1168844473834
87,0.0,387.0,43.0,796.7448372362326
88,0.0,386.0,538.0,276.71279410625857
89,0.0,385.0,465.0,497.7127941062579
90,0.0,385.0,258.0,731.1168844473834
91,0.0,385.0,88.0,889.3606027028864
92,0.0,383.0,509.0,371.7127941062579
93,0.0,365.0,663.0,-92.44195931190882
94,0.0,364.0,268.0,641.3606027028864
95,0.0,361.0,239.0,736.3606027028864
96,0.0,359.0,364.0,584.5659750762586
97,0.0,355.0,594.0,215.71279410625812
98,0.0,351.0,-88.0,890.3606027028864
99,0.0,346.0,305.0,613.3606027028866
100,0.0,338.0,544.0,370.5580406880913
101,0.0,338.0,337.0,604.1069745186146
102,0.0,336.0,588.0,244.55804068809107
103,0.0,335.0,515.0,465.5580406880913
104,0.0,323.0,610.0,247.7127941062579
105,0.0,322.0,-247.0,895.3876254503346
106,0.0,321.0,654.0,121.71279410625789
107,0.0,320.0,581.0,342.7127941062579
108,0.0,305.0,-127.0,891.7448372362326
109,0.0,275.0,115.0,872.3606027028864
110,0.0,273.0,660.0,215.55804068809107
111,0.0,259.0,308.0,648.1168844473834
112,0.0,258.0,235.0,869.1168844473834
113,0.0,256.0,279.0,743.1168844473834
114,0.0,255.0,690.0,-168.44204595169606
115,0.0,249.0,391.0,570.8196840018584
116,0.0,237.0,415.0,621.1168844473834
117,0.0,236.0,684.0,-80.44195931190882
118,0.0,234.0,386.0,716.1168844473834
119,0.0,228.0,571.0,353.7127941062579
120,0.0,227.0,-50.0,906.3876254503346
121,0.0,226.0,615.0,227.7127941062579
122,0.0,225.0,542.0,407.5537520580667
123,0.0,211.0,314.0,742.1069745186146
124,0.0,210.0,70.0,902.7448372362326
125,0.0,208.0,285.0,837.1069745186148
126,0.0,202.0,470.0,474.5580406880913
127,0.0,199.0,441.0,569.5580406880913
128,0.0,193.0,-55.0,967.3606027028864
129,0.0,187.0,465.0,589.1069745186146
130,0.0,178.0,621.0,321.5580406880913
131,0.0,176.0,65.0,964.1069745186146
132,0.0,172.0,531.0,466.1168844473834
133,0.0,163.0,687.0,147.3279430063467
134,0.0,126.0,711.0,-97.28720589374211
135,0.0,101.0,341.0,725.1168844473834
136,0.0,100.0,97.0,885.7448372362326
137,0.0,98.0,312.0,820.1168844473834
138,0.0,78.0,717.0,-3.4419593119088177
139,0.0,77.0,492.0,572.1168844473834
140,0.0,66.0,92.0,947.1168844473834
141,0.0,51.0,391.0,693.1069745186146
142,0.0,18.0,-73.0,980.7448372362326
143,0.0,16.0,142.0,915.1069745186146
