,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.02,0.02,0.0,1,2
1,2.0,0.04,0.04,0.0,2,2
2,3.0,0.04,0.04,0.0,2,2
3,4.0,0.05,0.05,0.0,2,2
4,5.5,0.05,0.05,0.0,2,2
5,6.5,0.03,0.03,0.0,2,2
6,7.5,0.02,0.02,0.0,2,2
7,8.0,0.07,0.07,0.0,2,3
8,8.67,0.04,0.04,0.0,2,3
9,9.33,0.07,0.07,0.0,2,3
10,12.0,0.05,0.05,0.0,2,2
11,13.0,0.07,0.07,0.0,2,2
12,14.0,0.06,0.06,0.0,2,2
13,15.0,0.07,0.07,0.0,2,3
14,15.67,0.04,0.04,0.0,2,3
15,16.0,0.08,0.08,0.0,2,3
16,16.0,0.05,0.05,0.0,1,4
17,18.33,0.02,0.02,0.0,2,3
18,19.0,0.06,0.06,0.0,2,3
19,19.67,0.04,0.04,0.0,2,3
20,20.25,0.1,0.1,0.0,2,4
21,20.75,0.09,0.09,0.0,2,4
22,21.25,0.11,0.11,0.0,2,4
23,23.5,0.09,0.09,0.0,2,2
24,25.67,0.09,0.08,0.0,2,3
25,26.33,0.05,0.05,0.0,2,3
26,26.67,0.13,0.13,0.0,2,3
27,24.75,0.09,0.09,0.0,1,4
28,31.33,0.04,0.03,0.0,2,3
29,32.0,0.1,0.1,0.0,2,3
30,32.0,0.08,0.08,0.0,2,3
31,34.0,0.03,0.03,0.0,1,2
