,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.01,0.01,0.0,1,2
1,1.67,0.02,0.02,0.0,2,3
2,2.67,0.03,0.03,0.0,2,3
3,3.33,0.03,0.03,0.0,2,3
4,4.0,0.04,0.03,0.0,2,3
5,4.5,0.06,0.06,0.0,2,2
6,5.5,0.02,0.02,0.0,2,2
7,6.5,0.03,0.03,0.0,2,2
8,6.33,0.07,0.07,0.0,2,3
9,7.0,0.03,0.03,0.0,2,3
10,7.67,0.04,0.04,0.0,2,3
11,8.33,0.03,0.03,0.0,2,3
12,9.0,0.06,0.06,0.0,2,3
13,9.67,0.04,0.04,0.0,2,3
14,10.0,0.02,0.02,0.0,2,2
15,10.5,0.04,0.04,0.0,1,2
16,11.0,0.03,0.03,0.0,1,2
17,10.0,0.02,0.02,0.0,1,2
18,11.0,0.05,0.05,0.0,2,2
19,11.0,0.04,0.04,0.0,2,1
