,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.01,0.01,0.0,1,2
1,1.67,0.04,0.04,0.0,2,3
2,2.33,0.02,0.02,0.0,2,3
3,3.0,0.04,0.04,0.0,2,3
4,4.0,0.06,0.06,0.0,2,3
5,4.67,0.03,0.03,0.0,2,3
6,5.33,0.04,0.04,0.0,2,3
7,6.5,0.04,0.04,0.0,2,4
8,7.25,0.11,0.11,0.0,2,4
9,10.33,0.03,0.03,0.0,2,3
10,11.5,0.08,0.08,0.0,2,4
11,12.2,0.11,0.11,0.0,2,5
12,10.6,0.03,0.03,0.0,1,5
13,16.5,0.01,0.01,0.0,1,2
14,17.5,0.05,0.05,0.0,2,2
15,18.5,0.04,0.04,0.0,2,2
16,18.67,0.06,0.06,0.0,2,3
17,22.0,0.08,0.08,0.0,2,2
18,22.33,0.03,0.03,0.0,2,3
19,23.0,0.02,0.02,0.0,2,3
20,23.33,0.03,0.03,0.0,2,3
21,23.75,0.01,0.01,0.0,1,4
22,24.0,0.04,0.04,0.0,2,4
23,23.33,0.04,0.04,0.0,2,3
24,23.5,0.03,0.03,0.0,1,2
25,24.0,0.02,0.02,0.0,2,2
