,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,0.02,0.02,0.0,1,2
1,1.67,0.02,0.02,0.0,2,3
2,2.33,0.03,0.03,0.0,2,3
3,3.0,0.05,0.05,0.0,2,3
4,4.0,0.04,0.04,0.0,2,3
5,5.67,0.02,0.02,0.0,2,3
6,6.33,0.04,0.04,0.0,2,3
7,6.33,0.05,0.04,0.0,2,3
8,7.33,0.03,0.02,0.0,1,3
9,8.0,0.03,0.03,0.0,2,3
10,8.33,0.04,0.04,0.0,2,3
11,7.25,0.02,0.02,0.0,1,4
12,7.75,0.02,0.02,0.0,2,4
13,8.25,0.01,0.01,0.0,2,4
14,13.5,0.01,0.01,0.0,2,2
15,14.5,0.06,0.06,0.0,2,2
16,15.0,0.06,0.06,0.0,2,2
17,15.67,0.05,0.05,0.0,1,3
18,16.33,0.02,0.02,0.0,2,3
19,16.5,0.03,0.03,0.0,2,2
20,18.5,0.02,0.02,0.0,1,2
21,19.5,0.04,0.03,0.0,2,2
22,20.0,0.02,0.02,0.0,2,2
23,20.67,0.03,0.02,0.0,1,3
24,19.0,0.02,0.02,0.0,2,2
25,20.0,0.02,0.02,0.0,2,2
26,20.0,0.02,0.02,0.0,2,1
