,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.03,0.03,0.0,1,2
1,0.0,0.24,0.24,0.0,2,3
2,1.0,0.32,0.32,0.0,2,2
3,0.0,0.34,0.34,0.0,2,3
4,1.0,0.27,0.27,0.0,2,2
5,0.0,0.31,0.31,0.0,2,3
6,0.0,0.28,0.28,0.0,2,4
7,0.25,0.3,0.3,0.0,2,4
8,0.0,0.32,0.32,0.0,2,5
9,0.0,0.38,0.38,0.0,2,4
10,0.0,0.24,0.24,0.0,2,3
11,0.33,0.36,0.36,0.0,2,3
12,0.0,0.42,0.41,0.0,2,4
13,0.0,0.24,0.23,0.0,2,5
14,0.0,0.4,0.4,0.0,2,6
15,0.4,0.4,0.4,0.0,2,5
16,0.5,0.52,0.52,0.0,2,6
17,0.43,0.44,0.44,0.0,2,7
18,0.38,0.39,0.38,0.0,2,8
19,0.57,0.43,0.42,0.0,2,7
20,0.0,0.47,0.47,0.0,2,8
21,0.0,0.39,0.39,0.0,2,9
22,0.43,0.4,0.4,0.0,2,7
23,0.38,0.31,0.3,0.0,2,8
24,0.38,0.29,0.29,0.0,2,8
25,0.0,0.54,0.54,0.0,2,9
26,0.5,0.3,0.3,0.0,2,6
27,0.33,0.3,0.3,0.0,2,6
28,0.0,0.42,0.42,0.0,2,7
29,0.14,0.6,0.6,0.0,2,7
30,1.0,0.24,0.24,0.0,2,3
31,0.0,0.4,0.4,0.0,2,4
32,0.0,0.3,0.3,0.0,2,5
33,0.0,0.33,0.33,0.0,2,6
34,0.0,0.42,0.42,0.0,2,7
35,0.0,0.27,0.27,0.0,2,8
36,0.0,0.32,0.32,0.0,2,8
37,0.0,0.26,0.26,0.0,2,9
38,0.0,0.41,0.41,0.0,2,9
39,0.5,0.3,0.3,0.0,2,6
40,1.0,0.41,0.41,0.0,2,6
41,0.57,0.42,0.42,0.0,2,7
42,0.5,0.34,0.34,0.0,2,8
43,0.22,0.43,0.42,0.0,2,9
44,0.0,0.59,0.59,0.0,2,10
45,0.0,0.5,0.5,0.0,2,11
46,0.0,0.26,0.26,0.0,2,12
47,0.0,0.22,0.22,0.0,2,11
48,0.0,0.3,0.29,0.0,2,12
49,0.09,0.5,0.5,0.0,2,11
50,0.17,0.38,0.38,0.0,2,12
51,0.3,0.5,0.49,0.0,2,10
52,0.5,0.32,0.31,0.0,1,10
53,0.5,0.31,0.31,0.0,2,10
54,0.78,0.42,0.42,0.0,2,9
55,0.7,0.66,0.66,0.0,2,10
56,0.55,0.65,0.65,0.0,2,11
57,0.33,0.5,0.5,0.0,2,12
58,0.42,0.41,0.41,0.0,2,12
59,0.55,0.19,0.19,0.0,2,11
60,0.73,0.41,0.41,0.0,2,11
61,0.82,0.54,0.54,0.0,2,11
62,0.64,0.74,0.74,0.0,2,11
63,0.42,0.19,0.19,0.0,1,12
64,0.15,0.4,0.4,0.0,2,13
65,0.23,0.67,0.66,0.0,2,13
66,0.38,0.49,0.48,0.0,2,13
67,0.29,0.43,0.42,0.0,2,14
68,0.21,0.67,0.67,0.0,2,14
69,0.27,0.55,0.54,0.0,2,15
70,0.43,0.7,0.69,0.0,2,14
71,0.36,0.42,0.42,0.0,2,14
72,0.46,0.37,0.37,0.0,2,13
73,1.11,0.5,0.5,0.0,2,9
74,1.2,0.68,0.67,0.0,2,10
75,1.75,0.39,0.39,0.0,2,8
76,2.0,0.44,0.43,0.0,2,6
77,1.67,0.53,0.53,0.0,2,6
78,1.83,0.48,0.48,0.0,2,6
79,1.43,0.35,0.35,0.0,2,7
80,1.57,0.36,0.36,0.0,2,7
81,1.25,0.4,0.4,0.0,2,8
82,1.43,0.39,0.38,0.0,2,7
83,0.5,0.38,0.37,0.0,2,8
84,0.22,0.56,0.56,0.0,2,9
85,0.38,0.36,0.36,0.0,2,8
86,0.38,0.43,0.42,0.0,2,8
87,0.33,0.31,0.31,0.0,2,9
88,0.71,0.22,0.22,0.0,2,7
89,0.71,0.42,0.42,0.0,2,7
90,0.86,0.39,0.39,0.0,2,7
91,0.5,0.44,0.44,0.0,2,8
92,0.62,0.43,0.43,0.0,2,8
93,0.71,0.27,0.27,0.0,2,7
94,1.14,0.52,0.52,0.0,2,7
95,1.29,0.41,0.41,0.0,2,7
96,1.0,0.54,0.54,0.0,2,8
97,0.56,0.39,0.38,0.0,2,9
98,0.56,0.46,0.46,0.0,2,9
99,0.6,0.5,0.5,0.0,2,10
100,0.6,0.58,0.58,0.0,2,10
101,0.55,0.37,0.36,0.0,2,11
102,0.7,0.38,0.37,0.0,2,10
103,0.64,0.38,0.37,0.0,2,11
104,0.25,0.63,0.63,0.0,2,12
105,0.15,0.63,0.63,0.0,2,13
106,0.0,0.48,0.48,0.0,2,14
107,0.0,0.59,0.59,0.0,2,15
108,0.0,0.25,0.25,0.0,2,16
109,0.07,0.44,0.44,0.0,2,15
110,0.23,0.4,0.4,0.0,2,13
111,0.33,0.46,0.46,0.0,2,12
112,0.55,0.49,0.49,0.0,2,11
