,z_0,z_1,z_2,connected
0,1664.0,-488.7180422007623,-21.67081303038458,1.0
1,1664.0,-488.72007766921183,-21.419428545028723,1.0
2,1664.0,-488.8584725913993,-18.116914391738874,1.0
3,1664.0,-488.9665538150059,-16.217910679621127,1.0
4,1664.0,-489.0593607235139,-15.353564901128038,1.0
5,1664.0,-489.10377629309437,-14.969373346832754,1.0
6,1664.0,-489.1996749180646,-14.275869258560533,1.0
7,1664.0,-489.33877661666565,-13.37780051376717,1.0
8,1664.0,-489.4258220136014,-12.951105510923526,1.0
9,1664.0,-490.06486251940214,-10.064872597039539,1.0
10,1664.0,-490.2459708235915,-9.410093427356742,1.0
11,1664.0,-490.29621266801496,-9.258737909060983,1.0
12,1664.0,-490.33341046752867,-9.186231262897763,1.0
13,1664.0,-490.44918228489496,-8.978850624233246,1.0
14,1664.0,-491.36322053954314,-7.667198175885687,1.0
15,1664.0,-491.74570606258226,-7.380019733084737,1.0
16,1664.0,-492.3473041962784,-7.030304437589621,1.0
17,1664.0,-492.9150487851716,-6.735806488184608,1.0
18,1664.0,-493.6364536141382,-6.401101740745162,1.0
19,1664.0,-494.6952475615051,-6.00320244685463,1.0
20,1664.0,-495.6119134264786,-5.7153029085379785,1.0
21,1664.0,-496.81180766775583,-5.384805302091536,1.0
22,1664.0,-500.40016019541326,-4.638168543668371,1.0
23,1664.0,-501.1745689002396,-4.484055000628814,1.0
24,1664.0,-504.16259939270776,-3.9335525439248613,1.0
25,1664.0,-506.3664348186908,-3.5349503320978783,1.0
26,1664.0,-506.55368304713534,-3.504528428701633,1.0
27,1664.0,-508.90120629327043,-3.255732511074939,1.0
28,1664.0,-525.1752928234002,-1.5685303824502626,1.0
29,1664.0,-525.6897097625331,-1.538258575197915,0.0
30,1650.0,-260.71804220076183,-205.67081303038458,1.0
31,1650.0,-260.72007766921183,-205.41942854502872,1.0
32,1650.0,-260.8584725913993,-202.11691439173887,1.0
33,1650.0,-260.9665538150059,-200.21791067962113,1.0
34,1650.0,-261.0593607235139,-199.35356490112804,1.0
35,1650.0,-261.10377629309437,-198.96937334683275,1.0
36,1650.0,-261.1996749180646,-198.27586925856053,1.0
37,1650.0,-261.33877661666565,-197.37780051376717,1.0
38,1650.0,-261.4258220136014,-196.95110551092353,1.0
39,1650.0,-262.06486251940214,-194.06487259703954,1.0
40,1650.0,-262.2459708235915,-193.41009342735674,1.0
41,1650.0,-262.29621266801496,-193.25873790906098,1.0
42,1650.0,-262.33341046752867,-193.18623126289776,1.0
43,1650.0,-262.44918228489496,-192.97885062423325,1.0
44,1650.0,-263.36322053954314,-191.6671981758857,1.0
45,1650.0,-263.74570606258226,-191.38001973308474,1.0
46,1650.0,-264.3473041962784,-191.03030443758962,1.0
47,1650.0,-264.9150487851716,-190.7358064881846,1.0
48,1650.0,-265.6364536141382,-190.40110174074516,1.0
49,1650.0,-266.6952475615051,-190.00320244685463,1.0
50,1650.0,-267.6119134264786,-189.71530290853798,1.0
51,1650.0,-268.81180766775583,-189.38480530209154,1.0
52,1650.0,-272.40016019541326,-188.63816854366837,1.0
53,1650.0,-273.1745689002396,-188.4840550006288,1.0
