,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.25,0.06,0.18,2,34
1,0.0,4.31,4.29,0.02,35,5
2,0.0,0.89,0.69,0.19,6,40
3,0.0,6.8,6.63,0.15,37,68
4,0.0,4.73,4.68,0.04,30,72
5,0.0,2.0,1.83,0.16,10,75
6,0.01,3.23,3.03,0.18,33,80
7,0.01,6.1,6.03,0.06,38,82
8,0.02,2.96,2.93,0.02,12,58
9,0.04,1.26,1.19,0.06,5,45
10,0.06,2.04,1.98,0.05,14,54
11,0.07,1.36,1.27,0.08,11,61
12,0.04,3.6,3.43,0.13,18,85
13,0.06,3.07,2.98,0.08,26,85
14,0.05,4.17,4.08,0.07,18,96
15,0.08,2.84,2.78,0.05,16,63
16,0.05,1.46,1.39,0.06,12,73
17,0.11,1.44,1.41,0.02,12,56
18,0.22,0.97,0.95,0.01,5,32
19,0.14,0.78,0.68,0.1,4,49
20,0.16,2.9,2.82,0.07,19,55
21,0.09,1.51,1.44,0.06,15,58
22,0.1,1.12,1.03,0.08,15,60
23,0.13,2.07,2.05,0.01,16,61
24,0.11,0.58,0.55,0.02,4,61
25,0.13,0.72,0.63,0.08,6,63
26,0.11,1.56,1.51,0.04,18,57
27,0.03,0.73,0.69,0.04,9,63
28,0.03,0.92,0.84,0.06,8,58
29,0.03,0.23,0.16,0.06,3,59
30,0.04,0.25,0.12,0.12,3,45
31,0.12,0.21,0.15,0.05,3,26
32,0.0,0.19,0.16,0.02,3,10
33,0.0,0.31,0.25,0.05,3,4
34,0.0,0.23,0.18,0.05,3,4
35,0.0,0.21,0.16,0.05,4,3
36,0.0,0.05,0.04,0.01,2,3
