,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.27,0.1,0.16,2,31
1,0.0,3.19,3.01,0.17,32,61
2,0.03,4.34,4.17,0.15,32,61
3,0.0,3.6,3.44,0.15,32,88
4,0.0,3.23,3.07,0.14,29,89
5,0.06,3.59,3.45,0.12,30,53
6,0.01,5.22,5.06,0.14,26,79
7,0.03,3.2,3.03,0.15,30,107
8,0.04,2.25,2.19,0.05,30,111
9,0.05,1.34,1.22,0.1,12,106
10,0.07,3.68,3.52,0.14,23,82
11,0.03,3.56,3.4,0.14,30,89
12,0.03,4.8,4.72,0.06,30,101
13,0.03,1.75,1.55,0.17,14,110
14,0.06,4.64,4.47,0.14,33,109
15,0.07,3.34,3.19,0.12,31,122
16,0.09,4.81,4.66,0.11,25,106
17,0.06,3.66,3.47,0.15,25,125
18,0.04,4.92,4.75,0.13,33,125
19,0.03,1.64,1.44,0.18,29,159
20,0.04,3.72,3.51,0.17,36,159
21,0.05,5.8,5.61,0.15,36,157
22,0.04,3.64,3.52,0.1,33,145
23,0.04,2.78,2.65,0.1,21,157
24,0.05,5.3,5.17,0.11,22,132
25,0.05,3.63,3.47,0.14,23,130
26,0.09,4.12,4.02,0.07,29,93
27,0.08,1.75,1.61,0.12,17,118
28,0.05,3.49,3.34,0.12,27,115
29,0.02,3.62,3.47,0.12,26,139
30,0.04,4.63,4.57,0.04,26,102
31,0.07,1.01,0.88,0.11,9,100
32,0.04,3.38,3.25,0.11,24,120
33,0.05,2.37,2.28,0.08,22,121
34,0.06,1.14,0.99,0.12,16,120
35,0.04,4.99,4.81,0.16,27,141
36,0.06,4.26,4.17,0.07,32,145
37,0.06,3.33,3.23,0.08,15,141
38,0.08,2.63,2.52,0.09,18,142
39,0.11,2.83,2.79,0.02,19,133
40,0.1,0.85,0.7,0.12,6,156
41,0.12,1.9,1.77,0.1,25,136
42,0.14,1.87,1.72,0.12,23,137
43,0.14,3.4,3.23,0.14,26,139
44,0.2,3.65,3.5,0.13,31,99
45,0.2,0.37,0.34,0.02,3,84
46,0.4,0.62,0.49,0.11,6,40
47,0.49,0.22,0.18,0.03,3,37
48,0.18,0.42,0.28,0.13,3,38
49,0.15,0.28,0.15,0.12,3,34
50,0.15,0.36,0.21,0.14,4,34
51,0.09,0.24,0.18,0.05,4,34
52,0.09,0.2,0.16,0.04,3,34
53,0.09,0.22,0.16,0.05,3,34
54,0.0,0.24,0.13,0.1,3,5
55,0.0,0.25,0.15,0.09,3,5
56,0.0,0.13,0.07,0.05,4,3
57,0.0,0.14,0.06,0.07,3,2
