,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.11,0.05,0.06,2,17
1,0.06,1.5,1.44,0.05,18,17
2,0.06,0.47,0.41,0.06,18,17
3,0.03,0.79,0.73,0.05,18,33
4,0.06,1.97,1.92,0.05,18,33
5,0.02,1.0,0.94,0.05,18,49
6,0.02,2.28,2.22,0.05,18,61
7,0.03,1.51,1.45,0.05,18,77
8,0.02,1.88,1.84,0.03,18,86
9,0.02,1.34,1.29,0.03,11,98
10,0.05,1.14,1.08,0.05,14,94
11,0.07,0.54,0.5,0.03,18,99
12,0.43,1.06,1.02,0.02,11,23
13,0.09,0.72,0.68,0.04,8,34
14,0.06,1.0,0.94,0.04,13,49
15,0.05,0.99,0.96,0.03,17,58
16,0.04,0.79,0.73,0.04,11,73
17,0.07,1.77,1.71,0.05,17,73
18,0.09,1.41,1.36,0.04,17,58
19,0.05,0.85,0.8,0.04,17,73
20,0.03,1.15,1.09,0.05,17,88
21,0.01,1.6,1.54,0.05,17,88
22,0.03,0.67,0.61,0.05,18,88
23,0.06,1.06,1.04,0.02,18,90
24,0.05,0.43,0.4,0.01,8,93
25,0.07,0.53,0.46,0.05,6,96
26,0.09,1.67,1.64,0.02,18,87
27,0.07,0.58,0.53,0.04,8,98
28,0.03,1.14,1.1,0.02,13,106
29,0.03,0.39,0.35,0.03,10,115
30,0.02,0.78,0.71,0.05,11,129
31,0.04,0.45,0.43,0.01,17,109
32,0.02,0.19,0.12,0.05,3,123
33,0.02,0.72,0.65,0.06,16,130
34,0.03,0.72,0.66,0.05,9,138
35,0.03,0.87,0.81,0.05,17,154
36,0.04,1.29,1.22,0.05,18,163
37,0.07,1.26,1.21,0.03,18,149
38,0.07,1.24,1.22,0.01,14,151
39,0.05,0.51,0.48,0.01,5,155
40,0.05,0.56,0.48,0.06,6,167
41,0.04,1.66,1.59,0.05,19,182
42,0.1,1.93,1.87,0.04,17,127
43,0.08,1.11,1.08,0.02,15,131
44,0.07,0.59,0.52,0.05,6,147
45,0.06,1.9,1.86,0.03,18,156
46,0.03,0.95,0.88,0.05,11,172
47,0.1,1.28,1.2,0.05,19,100
48,0.1,1.17,1.11,0.05,21,116
49,0.06,0.95,0.88,0.05,18,132
50,0.03,1.75,1.68,0.05,18,142
51,0.05,2.49,2.41,0.05,17,128
52,0.06,1.99,1.95,0.03,18,137
53,0.05,0.96,0.89,0.05,11,152
54,0.06,0.75,0.73,0.01,17,146
55,0.06,0.62,0.56,0.04,6,158
56,0.02,1.24,1.18,0.04,14,170
57,0.03,1.7,1.65,0.03,14,175
58,0.06,1.04,0.97,0.04,11,151
59,0.07,0.82,0.8,0.01,17,152
60,0.07,0.32,0.27,0.04,5,165
61,0.08,0.48,0.45,0.01,15,134
62,0.08,0.49,0.45,0.03,8,133
63,0.06,0.15,0.1,0.03,2,133
64,0.07,0.1,0.07,0.02,2,134
65,0.07,0.39,0.34,0.03,8,144
66,0.05,0.61,0.55,0.04,12,159
67,0.05,1.6,1.56,0.03,18,168
68,0.05,1.34,1.27,0.05,11,175
69,0.06,1.49,1.42,0.04,18,187
70,0.04,1.59,1.55,0.02,18,193
71,0.06,0.91,0.87,0.02,8,179
72,0.06,1.31,1.26,0.03,9,189
73,0.06,1.57,1.53,0.03,12,198
74,0.04,1.14,1.07,0.05,11,214
75,0.03,1.38,1.35,0.02,18,220
76,0.02,0.44,0.38,0.04,8,234
77,0.02,0.34,0.27,0.05,16,221
78,0.02,0.28,0.2,0.06,3,228
79,0.03,2.3,2.26,0.02,19,219
80,0.03,0.64,0.58,0.04,9,230
81,0.04,0.49,0.46,0.01,13,223
82,0.03,0.22,0.15,0.04,4,237
83,0.04,0.64,0.57,0.05,16,243
84,0.04,1.09,1.02,0.05,18,244
85,0.05,0.26,0.22,0.02,3,240
86,0.04,0.75,0.69,0.04,10,247
87,0.06,1.48,1.45,0.01,13,229
88,0.05,0.38,0.31,0.05,5,227
89,0.08,0.32,0.24,0.05,3,163
90,0.12,0.31,0.28,0.01,5,146
91,0.11,0.53,0.45,0.07,5,160
92,0.1,1.86,1.8,0.04,16,175
93,0.09,0.66,0.6,0.05,17,163
94,0.06,0.21,0.17,0.02,5,163
95,0.08,0.84,0.81,0.01,5,148
96,0.09,0.37,0.35,0.01,3,148
97,0.09,0.26,0.2,0.05,2,148
98,0.1,1.39,1.37,0.01,16,144
99,0.09,0.68,0.62,0.04,5,158
100,0.09,2.03,1.99,0.03,16,147
101,0.06,0.19,0.15,0.03,3,146
102,0.06,0.14,0.12,0.01,1,144
103,0.05,0.63,0.58,0.04,4,149
104,0.11,1.42,1.36,0.04,12,105
105,0.14,0.31,0.29,0.02,6,103
106,0.11,0.13,0.07,0.05,3,116
107,0.13,0.83,0.8,0.01,17,99
108,0.09,0.78,0.72,0.05,5,113
109,0.08,2.13,2.09,0.03,16,118
110,0.06,1.14,1.09,0.03,11,116
111,0.05,0.3,0.23,0.05,3,131
112,0.06,0.68,0.62,0.05,17,118
113,0.11,0.13,0.11,0.02,2,99
114,0.12,0.36,0.3,0.04,4,97
115,0.12,0.05,0.04,0.01,1,98
116,0.12,0.25,0.22,0.03,4,96
117,0.14,0.17,0.13,0.03,2,87
118,0.12,0.38,0.34,0.03,3,94
119,0.13,1.24,1.19,0.04,11,94
120,0.12,1.73,1.7,0.01,16,97
121,0.19,0.5,0.44,0.05,6,70
122,0.33,0.36,0.33,0.02,4,45
123,0.31,0.42,0.38,0.03,4,45
124,0.29,0.28,0.22,0.05,3,42
125,0.29,0.27,0.21,0.05,4,41
126,0.39,0.06,0.04,0.02,3,36
127,0.37,0.14,0.13,0.01,3,35
128,0.64,0.14,0.11,0.02,2,22
129,0.65,0.18,0.15,0.03,2,20
130,0.6,0.22,0.2,0.01,2,20
131,0.63,0.15,0.12,0.02,2,19
132,0.55,0.1,0.08,0.01,2,22
133,0.56,0.24,0.22,0.02,6,18
134,0.59,0.14,0.13,0.01,2,17
135,0.53,0.17,0.15,0.02,2,17
136,0.5,0.12,0.08,0.03,2,16
137,0.69,0.26,0.25,0.01,3,13
138,0.73,0.14,0.11,0.03,4,11
139,0.7,0.14,0.13,0.01,2,10
140,0.88,0.14,0.11,0.03,4,8
141,0.88,0.11,0.08,0.03,2,8
142,1.0,0.23,0.18,0.05,4,6
143,1.5,0.03,0.02,0.01,2,4
144,2.5,0.09,0.07,0.02,2,2
