,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.09,0.06,0.03,2,10
1,0.0,0.48,0.45,0.03,11,19
2,0.08,0.33,0.32,0.01,11,13
3,0.0,0.28,0.25,0.02,5,20
4,0.1,0.57,0.54,0.03,9,21
5,0.1,0.46,0.43,0.03,12,30
6,0.0,0.61,0.57,0.03,11,40
7,0.08,0.66,0.63,0.03,12,39
8,0.0,0.46,0.42,0.03,11,48
9,0.0,0.33,0.29,0.03,11,55
10,0.0,0.51,0.48,0.02,11,63
11,0.02,1.06,1.04,0.01,10,56
12,0.0,0.28,0.25,0.03,4,64
13,0.02,0.75,0.71,0.03,10,48
14,0.07,0.77,0.75,0.02,13,46
15,0.04,0.48,0.46,0.02,7,51
16,0.0,0.71,0.67,0.03,7,60
17,0.05,0.5,0.49,0.01,10,44
18,0.04,0.21,0.18,0.03,3,52
19,0.03,0.8,0.76,0.03,10,61
20,0.05,1.16,1.12,0.03,12,62
21,0.04,0.45,0.42,0.02,12,70
22,0.04,0.8,0.76,0.03,10,72
23,0.06,0.79,0.78,0.01,11,72
24,0.04,0.33,0.3,0.02,3,79
25,0.03,0.76,0.72,0.03,9,88
26,0.03,0.39,0.35,0.03,11,88
27,0.06,0.51,0.47,0.02,12,86
28,0.02,0.33,0.31,0.01,10,89
29,0.05,0.29,0.25,0.03,5,73
30,0.06,0.69,0.68,0.01,13,67
31,0.04,0.33,0.31,0.01,3,69
32,0.01,0.41,0.37,0.03,4,79
33,0.03,0.69,0.68,0.01,11,69
34,0.01,0.31,0.28,0.03,3,77
35,0.01,0.9,0.86,0.03,10,86
36,0.01,0.52,0.49,0.02,12,94
37,0.02,0.8,0.79,0.01,10,88
38,0.01,0.47,0.44,0.03,5,95
39,0.04,0.25,0.24,0.01,9,79
40,0.04,0.1,0.08,0.01,3,78
41,0.05,0.09,0.06,0.02,1,78
42,0.06,0.41,0.38,0.02,9,80
43,0.06,0.69,0.65,0.03,9,89
44,0.06,0.45,0.41,0.03,11,90
45,0.02,0.67,0.65,0.01,12,93
46,0.02,0.26,0.23,0.02,5,99
47,0.03,0.42,0.38,0.02,8,98
48,0.02,0.61,0.59,0.01,11,101
49,0.02,0.32,0.29,0.03,5,110
50,0.03,1.1,1.09,0.01,10,106
51,0.02,0.18,0.14,0.03,3,110
52,0.03,0.65,0.61,0.02,10,116
53,0.03,0.94,0.93,0.01,9,117
54,0.04,0.47,0.44,0.02,4,119
55,0.03,0.84,0.82,0.01,7,122
56,0.06,0.37,0.35,0.01,5,105
57,0.05,0.51,0.47,0.03,8,112
58,0.05,0.69,0.67,0.01,8,113
59,0.05,0.35,0.31,0.02,4,120
60,0.05,1.12,1.09,0.02,10,124
61,0.05,0.95,0.93,0.01,6,127
62,0.06,0.77,0.68,0.03,5,126
63,0.06,0.2,0.18,0.01,6,125
64,0.05,0.17,0.13,0.02,5,129
65,0.11,0.24,0.21,0.01,6,100
66,0.12,0.56,0.52,0.03,7,102
67,0.15,0.57,0.54,0.02,10,102
68,0.15,0.46,0.43,0.02,7,100
69,0.14,0.21,0.16,0.03,2,102
70,0.1,0.32,0.27,0.03,4,111
71,0.09,1.04,1.0,0.03,12,118
72,0.1,0.68,0.66,0.01,11,107
73,0.11,0.09,0.05,0.03,3,106
74,0.09,0.16,0.1,0.05,2,101
75,0.08,0.6,0.58,0.01,11,103
