,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.07,0.03,0.04,2,12
1,0.0,0.47,0.43,0.03,13,23
2,0.0,0.59,0.55,0.03,13,34
3,0.09,0.57,0.53,0.03,13,23
4,0.06,0.62,0.58,0.03,13,34
5,0.0,1.08,1.03,0.03,13,45
6,0.08,0.5,0.48,0.01,13,26
7,0.0,0.17,0.14,0.03,4,35
8,0.0,0.43,0.39,0.03,11,46
9,0.0,0.64,0.6,0.03,13,57
10,0.0,0.73,0.69,0.03,13,68
11,0.0,1.22,1.18,0.03,13,79
12,0.0,0.59,0.55,0.04,13,90
13,0.0,0.74,0.69,0.04,13,101
14,0.16,1.5,1.45,0.04,13,55
15,0.2,0.57,0.55,0.01,13,51
16,0.09,0.2,0.17,0.02,2,58
17,0.29,0.91,0.9,0.01,8,31
18,0.17,0.31,0.26,0.04,4,41
19,0.32,0.78,0.74,0.03,12,38
20,0.4,1.43,1.41,0.01,13,35
21,0.3,0.57,0.53,0.03,4,44
22,0.22,1.13,1.09,0.03,11,55
23,0.13,0.63,0.61,0.02,13,61
24,0.12,0.73,0.7,0.02,8,67
25,0.1,0.75,0.7,0.03,8,78
26,0.03,0.89,0.84,0.03,13,78
27,0.03,1.0,0.98,0.01,13,76
28,0.02,0.23,0.2,0.02,3,82
29,0.02,0.53,0.5,0.02,9,89
30,0.0,0.91,0.87,0.03,9,100
31,0.01,0.59,0.57,0.01,13,98
32,0.02,0.39,0.35,0.03,5,109
33,0.02,0.26,0.24,0.01,13,108
34,0.03,0.36,0.33,0.02,5,107
35,0.03,0.43,0.38,0.03,8,115
36,0.05,0.42,0.4,0.01,13,113
37,0.06,0.41,0.37,0.03,4,120
38,0.04,0.7,0.66,0.03,11,130
39,0.03,0.81,0.79,0.01,13,133
40,0.03,0.42,0.4,0.02,5,138
41,0.03,0.31,0.29,0.01,6,139
42,0.03,0.22,0.19,0.01,3,140
43,0.03,0.22,0.2,0.01,3,140
44,0.03,0.16,0.14,0.01,2,140
45,0.03,0.17,0.15,0.01,2,140
46,0.04,0.33,0.3,0.02,3,142
47,0.03,0.82,0.79,0.02,6,147
48,0.03,0.63,0.6,0.02,7,149
49,0.03,0.48,0.46,0.01,8,149
50,0.03,0.2,0.18,0.01,5,148
51,0.03,0.13,0.11,0.01,5,148
52,0.03,0.1,0.06,0.03,2,138
53,0.07,0.17,0.14,0.01,4,89
54,0.07,0.2,0.16,0.03,12,69
55,0.08,0.15,0.13,0.01,2,72
56,0.14,0.3,0.28,0.01,5,69
57,0.13,0.14,0.12,0.02,6,67
58,0.14,0.04,0.02,0.01,2,63
59,0.13,0.14,0.13,0.01,3,54
60,0.13,0.13,0.12,0.01,2,54
61,0.11,0.1,0.08,0.02,2,56
62,0.13,0.28,0.26,0.01,6,46
63,0.08,0.28,0.24,0.03,6,50
64,0.23,0.31,0.29,0.02,10,31
65,0.25,0.24,0.22,0.02,3,32
66,0.11,0.14,0.12,0.02,3,35
67,0.11,0.25,0.24,0.01,8,36
68,0.12,0.47,0.46,0.01,5,33
69,0.09,0.13,0.12,0.01,3,32
70,0.03,0.08,0.06,0.02,2,32
71,0.03,0.14,0.13,0.01,3,32
72,0.03,0.16,0.14,0.01,3,32
73,0.0,0.13,0.11,0.01,3,32
74,0.0,0.18,0.15,0.02,3,23
75,0.0,0.16,0.14,0.01,3,23
76,0.05,0.06,0.04,0.02,3,20
77,0.0,0.07,0.06,0.01,2,19
78,0.06,0.04,0.02,0.01,2,17
79,0.07,0.05,0.04,0.01,3,14
80,0.08,0.03,0.02,0.01,1,12
81,0.0,0.05,0.04,0.01,3,10
82,0.0,0.04,0.02,0.02,2,9
83,0.0,0.11,0.08,0.02,4,4
84,0.0,0.05,0.04,0.01,3,3
85,0.0,0.09,0.08,0.01,3,2
