,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.26,0.08,0.18,2,34
1,0.0,2.5,2.41,0.08,35,48
2,0.02,0.98,0.91,0.06,16,44
3,0.0,1.59,1.4,0.16,12,76
4,0.04,6.1,6.06,0.02,34,47
5,0.02,0.73,0.49,0.22,6,86
6,0.06,2.72,2.62,0.09,41,18
7,0.0,1.43,1.29,0.13,19,41
8,0.0,2.56,2.4,0.14,25,67
9,0.0,4.4,4.33,0.06,28,79
10,0.05,2.83,2.8,0.02,14,56
11,0.06,1.01,0.85,0.13,5,70
12,0.02,3.64,3.54,0.08,28,87
13,0.1,1.75,1.64,0.08,19,58
14,0.06,2.3,2.23,0.06,19,69
15,0.17,0.75,0.64,0.08,13,46
16,0.06,2.2,2.07,0.11,19,65
17,0.07,1.81,1.73,0.07,21,76
18,0.07,2.0,1.98,0.02,16,74
19,0.05,0.69,0.67,0.01,4,75
20,0.04,0.94,0.69,0.22,4,115
21,0.07,3.54,3.49,0.03,42,92
22,0.08,1.25,1.11,0.12,7,106
23,0.03,3.93,3.72,0.19,27,141
24,0.06,3.57,3.52,0.02,37,109
25,0.06,1.63,1.4,0.19,6,118
26,0.05,6.79,6.71,0.06,39,131
27,0.02,3.58,3.48,0.07,15,142
28,0.02,2.48,2.44,0.03,17,140
29,0.01,1.38,1.34,0.02,7,144
30,0.01,1.2,1.07,0.1,6,153
31,0.01,2.4,2.36,0.02,22,148
32,0.03,0.78,0.68,0.07,5,154
33,0.03,0.98,0.91,0.05,17,157
34,0.06,1.36,1.33,0.02,12,125
35,0.06,0.9,0.7,0.17,5,145
36,0.08,6.19,6.16,0.02,35,125
37,0.08,0.97,0.87,0.08,5,125
38,0.06,3.07,2.94,0.1,17,143
39,0.06,3.36,3.34,0.01,22,142
40,0.06,0.71,0.68,0.02,4,143
41,0.06,0.88,0.75,0.1,5,161
42,0.05,2.94,2.68,0.22,20,197
43,0.05,6.25,6.1,0.12,42,212
44,0.05,2.82,2.69,0.1,24,209
45,0.07,3.54,3.39,0.12,24,211
46,0.08,7.52,7.49,0.01,25,196
47,0.09,0.86,0.72,0.11,4,180
48,0.08,3.25,3.14,0.08,24,189
49,0.09,4.49,4.39,0.07,18,197
50,0.09,2.68,2.64,0.01,14,196
51,0.08,0.76,0.71,0.02,4,200
52,0.07,1.04,0.95,0.07,7,197
53,0.08,3.38,3.35,0.01,14,196
54,0.07,0.99,0.95,0.03,4,200
