,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,1.0,1.6,0.57,1.02,2,26
1,1.0,25.57,25.49,0.07,26,25
2,1.04,0.06,0.0,0.04,0,25
3,1.09,0.16,0.11,0.04,1,23
4,1.1,0.27,0.21,0.05,1,21
5,1.1,0.29,0.23,0.05,1,21
6,2.0,1.86,0.81,1.04,2,34
7,2.06,21.87,21.81,0.05,34,31
8,2.0,1.04,0.95,0.07,3,28
9,3.0,0.05,0.0,0.05,0,3
10,3.0,2.06,1.1,0.94,3,32
11,3.0,24.18,24.12,0.05,32,29
12,3.0,0.16,0.1,0.05,1,28
13,3.0,0.16,0.1,0.05,1,28
14,3.0,0.16,0.1,0.05,1,28
15,3.0,0.16,0.1,0.05,1,28
16,3.0,0.16,0.1,0.05,1,27
17,3.0,0.16,0.1,0.05,1,27
18,3.07,0.16,0.1,0.05,1,27
19,3.0,0.91,0.83,0.07,3,24
20,3.04,0.08,0.0,0.06,0,24
21,3.09,0.37,0.29,0.06,1,22
22,3.1,0.37,0.3,0.05,1,20
23,3.1,0.34,0.28,0.05,1,20
24,3.2,0.34,0.28,0.05,1,15
25,3.2,0.67,0.61,0.05,1,15
26,4.0,0.69,0.63,0.05,1,3
27,4.0,2.22,1.21,1.0,3,34
28,4.0,20.39,20.31,0.05,34,34
29,4.0,0.3,0.24,0.05,1,33
30,4.0,0.3,0.23,0.05,1,32
31,4.0,0.29,0.22,0.05,1,31
32,4.0,0.31,0.24,0.05,1,30
33,4.0,0.3,0.23,0.05,1,30
34,4.07,0.3,0.24,0.05,1,30
35,4.04,0.56,0.49,0.05,2,28
36,4.04,0.31,0.25,0.05,1,27
37,4.04,0.31,0.24,0.05,1,26
38,4.04,0.31,0.25,0.05,1,25
39,4.04,0.31,0.24,0.05,1,24
40,4.14,0.32,0.25,0.05,1,22
41,4.05,0.84,0.75,0.07,2,19
42,4.14,0.07,0.0,0.05,0,14
43,4.14,0.32,0.25,0.05,1,14
44,5.0,0.86,0.73,0.12,2,1
45,5.0,1.64,0.65,0.97,1,31
46,5.0,20.29,20.22,0.05,31,30
47,5.0,0.17,0.1,0.05,1,30
48,5.0,0.17,0.1,0.05,1,30
