,average_num_tabu_constraints,elapsed_time_in_seconds,elapsed_time_in_seconds_for_search_problem,elapsed_time_in_seconds_for_slice_problem,num_milp_solved,num_search_problems
0,0.0,0.24,0.09,0.15,2,2
1,0.0,0.23,0.05,0.16,2,17
2,1.0,0.71,0.69,0.02,17,1
3,0.0,0.23,0.06,0.15,1,18
4,0.06,1.33,1.3,0.02,18,16
5,2.0,0.07,0.03,0.03,1,1
6,0.0,0.33,0.22,0.1,2,13
7,0.0,1.56,1.38,0.17,14,24
8,0.0,1.25,1.24,0.01,24,8
9,0.5,0.39,0.37,0.01,3,2
10,0.0,0.37,0.3,0.06,3,1
11,0.0,0.38,0.27,0.1,2,14
12,0.0,2.24,2.09,0.15,15,1
13,0.0,0.26,0.19,0.06,2,8
14,0.5,0.8,0.79,0.01,8,2
15,0.0,0.26,0.22,0.04,3,1
16,0.0,0.31,0.25,0.06,2,13
17,0.0,1.81,1.79,0.02,14,12
18,0.2,0.23,0.2,0.02,2,5
19,2.0,0.29,0.27,0.02,2,1
20,0.0,0.36,0.16,0.19,2,16
21,0.0,0.42,0.38,0.03,17,14
22,0.12,0.08,0.05,0.02,2,8
23,1.0,0.12,0.09,0.02,2,1
24,0.0,0.2,0.14,0.06,2,1
25,0.0,0.32,0.18,0.13,2,11
26,1.0,0.47,0.43,0.03,11,1
27,0.0,0.24,0.11,0.13,2,1
28,0.0,0.18,0.15,0.02,2,1
29,0.0,0.31,0.26,0.04,2,10
30,0.0,1.04,0.91,0.12,11,17
31,0.11,1.19,1.12,0.05,18,9
32,0.17,0.14,0.12,0.02,2,6
33,1.0,0.16,0.14,0.03,2,1
34,0.0,0.18,0.11,0.07,2,1
35,0.0,0.23,0.17,0.06,2,12
36,0.0,1.29,1.28,0.01,12,8
37,1.0,0.38,0.37,0.01,4,1
38,0.0,0.26,0.22,0.04,2,1
39,0.0,0.2,0.17,0.03,2,2
40,0.0,0.26,0.12,0.13,2,1
41,0.0,0.15,0.11,0.03,2,7
42,0.0,0.3,0.28,0.01,7,8
43,0.25,0.15,0.14,0.01,3,4
44,0.5,0.11,0.1,0.01,2,2
45,0.0,0.18,0.14,0.04,3,1
46,0.0,0.28,0.24,0.03,2,1
47,0.0,0.25,0.16,0.09,2,1
48,0.0,0.26,0.21,0.05,2,9
49,0.0,0.47,0.45,0.02,10,1
50,0.0,0.25,0.22,0.03,2,8
51,0.0,0.39,0.37,0.02,9,1
52,0.0,0.2,0.17,0.03,2,1
53,0.0,0.18,0.16,0.02,2,1
54,0.0,0.34,0.28,0.06,2,13
55,0.0,1.1,1.06,0.04,14,1
56,0.0,0.18,0.13,0.05,2,1
57,0.0,0.26,0.21,0.05,2,1
58,0.0,0.13,0.09,0.04,2,1
59,0.0,0.13,0.08,0.04,2,1
60,0.0,0.1,0.07,0.03,2,1
61,0.0,0.09,0.06,0.03,2,1
