,algorithm,instance,iter,nd_edges,nd_points,num_dom_lp,num_milp,time (sec),time_dom_test (sec),time_search (sec),time_slice (sec),y_eff
0,ConeBasedSearchAlgorithm,momilp_3obj_80con_40int_40bin_14dat,129,767,0,431,628,57.1,0.17,50.71,5.45,51
1,ConeBasedSearchAlgorithm,momilp_3obj_80con_40int_40bin_12dat,62,491,0,121,316,27.01,0.04,23.2,3.3,42
2,ConeBasedSearchAlgorithm,momilp_3obj_80con_40int_40bin_15dat,81,623,0,193,471,42.96,0.08,37.94,4.37,41
3,ConeBasedSearchAlgorithm,momilp_3obj_80con_40int_40bin_13dat,154,797,0,467,746,71.45,0.21,64.46,5.95,70
4,ConeBasedSearchAlgorithm,momilp_3obj_80con_40int_40bin_11dat,96,718,0,503,466,41.42,0.17,36.1,4.48,44
